Feature,Importance
ZNF253,0
EXOSC5,0
RTFDC1,0
SFT2D1,0
TCTN3,0
SUMO3,0
EP300,0
NUCKS1,0
NAA60,0
LMO4,0
MLLT3,0
CLEC2D,0
NAB1,0
ABCA5,0
C7orf73,0
PSMC2,0
MAP7D1,0
TRBV4-2,0
PACS2,0
HK3,0
EDEM3,0
HMBS,0
TMEM185A,0
ZBED6,0
ANP32B,0
ZNF274,0
WDR5,0
PSMD6,0
CD5,0
RANBP1,0
MPV17,0
TNFAIP8L1,0
SCAMP4,0
PAPSS1,0
GNAQ,0
SRRT,0
ZDHHC24,0
SWI5,0
FBXO38,0
TRAPPC4,0
RLIM,0
BST2,0
SNX22,0
FARSB,0
TRIM66,0
ZNF615,0
SOCS4,0
ABHD3,0
HSH2D,0
PLEC,0
EDARADD,0
KLHL22,0
FAM72B,0
PLCH2,0
TXLNG,0
FAM200B,0
ZMIZ2,0
PCF11,0
OPA3,0
DAPK2,0
PDLIM5,0
ATP6V1H,0
HMGXB4,0
FRMD4B,0
RP5-966M1.6,0
AHI1,0
C8orf76,0
GGACT,0
TMEM170A,0
ZNF91,0
CCDC28A,0
C6orf57,0
ZNF165,0
ATP2B4,0
CD3D,0
RP11-438J1.1,0
MPPE1,0
PTPN12,0
ARF4,0
CIITA,0
APOL2,0
LIMA1,0
CDC37L1,0
CNIH1,0
POLM,0
CYB561D1,0
SDK2,0
HIST1H2BD,0
SHKBP1,0
SRM,0
SAP30BP,0
TAF4B,0
ASAH1,0
CAMLG,0
STAT4,0
BRWD3,0
GTF2H3,0
ZNF445,0
SETD4,0
BCL6,0
CTCF,0
TBX21,0
XPO6,0
CCZ1B,0
CDK4,0
GTPBP4,0
TMEM131,0
ATP6V0A2,0
ZNF350,0
KDM4B,0
C6orf120,0
PWP2,0
SNAPC4,0
UBE2K,0
FPR3,0
NAT6,0
SLC25A51,0
ANAPC1,0
KIAA0753,0
BRAF,0
ZNF544,0
NT5DC1,0
PIAS1,0
SNRNP48,0
CERS4,0
ATP6V1B2,0
ABCC11,0
MTMR9,0
LIAS,0
GAB2,0
TAP2,0
LEAP2,0
ORAOV1,0
UFC1,0
UBQLN1,0
SERPINB6,0
VPS53,0
CDCA8,0
FAM127B,0
TNFRSF10B,0
RTN4IP1,0
NDUFS6,0
NDUFB7,0
DHRS3,0
BRCA2,0
RTN4,0
CIAO1,0
C2,0
BIRC2,0
TMEM43,0
UBE2E2,0
CISH,0
FBXL3,0
DCTN3,0
NSA2,0
MANBA,0
PINX1,0
CD200R1,0
USP18,0
FBRS,0
WDR35,0
MICA,0
SBNO1,0
CDKN2C,0
SSR1,0
YJEFN3,0
WBP4,0
AC015987.2,0
REXO1L10P,0
SLC37A1,0
CCL3L3,0
WDR36,0
LRRC42,0
HNRNPH2,0
ARL6IP5,0
GPHN,0
CSTF1,0
KLHL15,0
DDX59,0
ABCE1,0
SAMHD1,0
MYO7A,0
BAG3,0
C2orf69,0
ADAP2,0
TIMM10B,0
TBRG1,0
RMND5B,0
LARP1B,0
POP1,0
NDUFB5,0
PIBF1,0
LPAR6,0
TMPPE,0
JAKMIP1,0
IMPACT,0
DUSP3,0
AKAP7,0
AARSD1,0
ATP6V0A1,0
MB21D1,0
LACE1,0
ZNF585A,0
PSKH1,0
STX16,0
EBPL,0
ZNF514,0
ROCK2,0
AL022328.1,0
METTL2B,0
FOXO1,0
RAB11A,0
ALAS1,0
RNF126,0
SLC15A4,0
SMN2,0
WDR82,0
ZNF589,0
TAF1B,0
CHAF1B,0
CARD11,0
CX3CR1,0
SPRY2,0
PRPSAP2,0
MTRF1L,0
TACC3,0
CCDC50,0
STXBP5,0
EBI3,0
IGJ,0
CTNNBL1,0
C14orf142,0
NPRL2,0
ZBTB8OS,0
EIF2AK3,0
API5,0
TOP1,0
ECI1,0
ATP5O,0
HLA-E,0
PPT2-EGFL8,0
YTHDF1,0
CEP170,0
CYB561,0
SIK2,0
HK1,0
XYLT1,0
GADD45A,0
SELO,0
STARD8,0
GALK1,0
TRAF1,0
ATAD3B,0
OBSCN,0
IPPK,0
TCF7L2,0
PNMA1,0
RUSC1,0
SH3BP5,0
SDR39U1,0
FZD6,0
TMEM167B,0
ATP6V1E1,0
TMEM194A,0
RARS2,0
ATXN7L3,0
PHF8,0
DHX57,0
RASSF2,0
MAN1B1,0
MIS18A,0
KCTD18,0
TMEM128,0
AMMECR1,0
GTSE1,0
ZNF410,0
GMDS,0
SLC35B2,0
ERCC6-PGBD3,0
MLXIP,0
EXTL3,0
C14orf37,0
CASC4,0
AGBL5,0
EMR2,0
BBS9,0
ACSS1,0
ZDHHC20,0
TVP23C,0
SCAMP1,0
DGCR8,0
TRIT1,0
ADAMTSL4,0
RWDD4,0
NTNG2,0
FBXL12,0
WDFY3,0
LRRC8D,0
DDX50,0
PPP1R12B,0
PIK3C2A,0
AGPAT2,0
HLA-DQB1,0
HMMR,0
TDRKH,0
CCPG1,0
MTCH1,0
PRKAR1B,0
CKAP2L,0
ARRDC1,0
UVRAG,0
DNAJA1,0
MESDC2,0
PEX19,0
FCF1,0
AHCY,0
RNASEK,0
ARMC2,0
PEA15,0
TBC1D2B,0
NIPSNAP1,0
ABHD15,0
RASA4B,0
GNB2,0
ZCRB1,0
DDB2,0
ATG5,0
KIF21B,0
SPDYA,0
FAM110A,0
CCDC142,0
RPP21,0
PVR,0
BAG4,0
FAM214B,0
SPDYE2B,0
CPNE8,0
EEF2,0
DEK,0
PIGL,0
ZNF263,0
SEMA4C,0
CYP2S1,0
WDR6,0
CTD-2228K2.5,0
ABTB2,0
NUDT14,0
GRWD1,0
JUP,0
ZNF426,0
ZNF652,0
ERCC6,0
DNAAF2,0
JMJD7,0
EFCAB13,0
HSF2,0
CHPF2,0
AACS,0
URM1,0
C17orf75,0
C21orf91,0
C1GALT1C1,0
MMS22L,0
ARPC5,0
MTCP1,0
HN1L,0
SNRNP35,0
PRAF2,0
GLA,0
FN1,0
CHURC1-FNTB,0
NCKAP5L,0
ORC3,0
ALG13,0
MDN1,0
ZNF432,0
SPTLC2,0
E2F4,0
RELL1,0
SIMC1,0
UFL1,0
SF3B14,0
FAM188A,0
INTS10,0
RAB30,0
C2orf47,0
PLEKHA5,0
CCDC88C,0
HDAC8,0
IGLV2-14,0
PIGA,0
CLEC4E,0
FEM1B,0
CCDC126,0
CDC6,0
FGFR1,0
GSKIP,0
PREB,0
SORT1,0
SIGLEC5,0
SIRT7,0
TSC22D1,0
PPP2R4,0
ZBED6CL,0
IL15,0
DVL3,0
TRUB2,0
DEPDC1B,0
PDCD2,0
LRIG2,0
COQ10A,0
FCER2,0
NOP9,0
IFNGR2,0
THBS3,0
WWTR1,0
NUTM2B,0
SF3B5,0
JKAMP,0
SCYL2,0
CD80,0
SMYD4,0
CKAP5,0
NDUFB1,0
GATSL3,0
LIMK1,0
A2M,0
DIP2A,0
HAUS8,0
EIF4E3,0
LCORL,0
ARHGEF19,0
LSM4,0
GRSF1,0
BX255923.1,0
SPATA33,0
DLGAP4,0
C14orf80,0
DUSP7,0
RARS,0
ACSF3,0
POLQ,0
TANC2,0
MID1IP1,0
ZNF585B,0
TFDP2,0
SMARCB1,0
FBXO33,0
SNX27,0
C2CD2,0
HIST1H4C,0
GAS7,0
SLC39A9,0
PRDM15,0
ZNF699,0
AGPAT4,0
AL353354.2,0
GATAD2A,0
LPCAT3,0
KRTCAP2,0
PIP5K1C,0
POLR1C,0
ZNF383,0
JOSD2,0
KCTD13,0
PSMD1,0
DENND4A,0
ASB6,0
SUSD1,0
TIMP2,0
NUDT17,0
RNF2,0
PHACTR2,0
MAP2K7,0
GAS6,0
GNA13,0
RAB8A,0
GLRX2,0
OSTC,0
XRCC1,0
RPAIN,0
GSK3A,0
MTPAP,0
RNF214,0
ZCCHC4,0
ING5,0
LDB1,0
RBM26,0
REPIN1,0
KDELC2,0
TMEM70,0
PRDX4,0
RBAK,0
RBBP5,0
CLN5,0
C10orf76,0
PTAFR,0
HMGCL,0
SRBD1,0
MED22,0
C5orf15,0
NELFE,0
COG8,0
SHPRH,0
TNF,0
ZNF2,0
FAM122C,0
BBX,0
SLC29A3,0
SP1,0
CCR1,0
KAT5,0
STK36,0
PDCD6,0
HK2,0
ZNF562,0
NTHL1,0
SCYL1,0
LMBR1,0
MRRF,0
SNRPD3,0
MYC,0
PITRM1,0
SOGA1,0
PHPT1,0
USP28,0
FBXO3,0
SAMD4B,0
CNTROB,0
NFIC,0
RCN1,0
ZNF808,0
CSTF2T,0
FAM8A1,0
ELP5,0
LPP,0
DARS,0
EXOSC6,0
ZSWIM1,0
DUSP8,0
CCDC92,0
PITPNA,0
EFNA4,0
MSH5-SAPCD1,0
FAM196B,0
PTCH1,0
TTF2,0
GSDMD,0
HEXB,0
RAB39B,0
TAOK3,0
WDR90,0
C12orf57,0
ZAP70,0
AC024592.12,0
RP11-302M6.4,0
RHOB,0
EIF2B2,0
ALDH2,0
TMEM62,0
IBA57,0
LRCH1,0
ITGA6,0
QTRTD1,0
FYCO1,0
KIAA2013,0
CREBRF,0
SPRYD4,0
RABEPK,0
PRAM1,0
TM9SF1,0
GABARAPL2,0
ZNF420,0
SEC23A,0
VPS37C,0
ZCCHC8,0
PAG1,0
YEATS2,0
BCL11B,0
GTDC1,0
FAM114A2,0
SMEK2,0
ATMIN,0
PSMC3,0
AURKAIP1,0
SUPT3H,0
GAA,0
ISOC2,0
TNFAIP8L2,0
LATS1,0
XKR8,0
MTERFD3,0
ZNF250,0
CCDC53,0
CYB5B,0
PUSL1,0
FMNL1,0
TRIM16,0
PRMT7,0
TIFA,0
FBXO4,0
THBD,0
EFR3A,0
SYNE1,0
XRCC6BP1,0
GSK3B,0
SLC27A1,0
ADORA2A,0
ANGEL2,0
ZNF93,0
FECH,0
GBAS,0
LEPROTL1,0
ITCH,0
ATP9B,0
ATF7IP2,0
HINT2,0
XRRA1,0
AIP,0
TESK1,0
CCDC90B,0
SIPA1L3,0
JAK3,0
SEPHS2,0
RAD54L,0
SASS6,0
YAF2,0
DENND6B,0
POLG2,0
MCOLN2,0
PAFAH1B2,0
UBE2M,0
ZNF10,0
ZRSR2,0
WSB2,0
MINPP1,0
AGAP2,0
TDRD7,0
RC3H2,0
AP5M1,0
ZNF28,0
LDOC1L,0
TRAM2,0
ACTR8,0
LMBRD2,0
KLF7,0
SLC30A4,0
ZNF446,0
CD22,0
VEZF1,0
CEP192,0
GTF2A1,0
BACH1,0
FBLN7,0
TRIP4,0
SPIDR,0
CADM1,0
C2CD2L,0
METTL18,0
AC013449.1,0
TBC1D32,0
TMEM38B,0
FBXW8,0
RFK,0
ZFX,0
MBOAT7,0
FSCN1,0
DHODH,0
BCOR,0
TMEM120A,0
RNF25,0
TEX10,0
PLXNA1,0
LRP2BP,0
RFC2,0
LMCD1,0
CORO1C,0
PSMD7,0
CYBB,0
F13A1,0
TUBB2B,0
NET1,0
YWHAQ,0
NACA2,0
ZKSCAN5,0
MCAT,0
NPRL3,0
CTSH,0
SESTD1,0
PTBP3,0
FCN1,0
SLC35A3,0
EOMES,0
TIGIT,0
CMC4,0
SSSCA1,0
KLHL5,0
NAA15,0
CYB5D2,0
DDX60L,0
LTB4R,0
SNRPF,0
DNAJC5,0
MIB1,0
ANAPC10,0
BRPF1,0
CAPN3,0
STRADA,0
CSNK2A2,0
HS2ST1,0
FAM46C,0
SNRNP25,0
CTRL,0
GLTSCR1,0
CORO1B,0
PTOV1,0
MEAF6,0
SLC2A6,0
SH2D3A,0
ORC2,0
RP11-468E2.4,0
ACLY,0
LZIC,0
MSRB1,0
USP53,0
SLC9A1,0
ZCCHC6,0
CHFR,0
VRK2,0
ATF7,0
TP53,0
C19orf44,0
MED26,0
PIAS2,0
ITGA1,0
NOTCH1,0
TMED5,0
MIER2,0
GNG7,0
ARHGAP10,0
C19orf38,0
HERPUD2,0
COX8A,0
COA6,0
TSFM,0
NDUFS3,0
SGK223,0
MESDC1,0
MIIP,0
TCF19,0
FBXO7,0
SNX29,0
TICAM2,0
HIST1H1C,0
ZBTB44,0
IDNK,0
DHX35,0
ZNF516,0
NDRG3,0
HSD17B10,0
ARHGAP12,0
VAV1,0
GPR65,0
CEP95,0
AMICA1,0
LZTS2,0
CRY2,0
IL12RB2,0
DDX52,0
ICA1,0
MON1A,0
KIF24,0
TMEM134,0
RHOBTB2,0
CDK5RAP2,0
ATP11C,0
IKZF2,0
IFI27L1,0
RWDD1,0
ABHD12,0
DAPK1,0
NAALADL1,0
DCAF10,0
FAHD2B,0
FLVCR1,0
SCO2,0
SBF1,0
HADHB,0
RP11-529K1.3,0
COPS2,0
APOC1,0
RWDD3,0
ANGEL1,0
TRIM59,0
ACTR3C,0
EIF2D,0
RAB11FIP3,0
IFIH1,0
UBE2Q2,0
AGAP3,0
WDR55,0
GGA2,0
DIS3,0
TPCN1,0
TOMM20,0
UROS,0
NF2,0
ZRANB1,0
MR1,0
EIF4G1,0
BAHD1,0
ZNF573,0
HVCN1,0
GSTO2,0
HIRIP3,0
ATHL1,0
BTN2A1,0
FBXO32,0
NPIPA8,0
ATG12,0
SNTB1,0
METTL14,0
ATP7A,0
PPP2R2A,0
PTPRE,0
POLR1E,0
C14orf64,0
ADAP1,0
ARHGAP11A,0
STIM2,0
PCYOX1,0
CHCHD10,0
COIL,0
FAM76B,0
CBFA2T2,0
STYXL1,0
DPM1,0
H2AFX,0
HNRNPA1L2,0
CCDC18,0
CXorf65,0
HUWE1,0
RBM4B,0
PQLC1,0
ZC3H6,0
CCNY,0
ADCK5,0
ZNF174,0
SUFU,0
GALNT7,0
ASUN,0
TSPAN32,0
FANCL,0
CTD-2260A17.2,0
SLC2A4RG,0
PDP1,0
MARCO,0
TRPM7,0
CCNB2,0
PSMD10,0
SLC25A25,0
MED9,0
DDX41,0
UBE2N,0
STX2,0
ABI3,0
GPATCH1,0
TMEM234,0
CBWD3,0
WDR77,0
SCAF1,0
KIAA0101,0
CAMK1,0
MTMR4,0
KBTBD8,0
EEPD1,0
SEMA4A,0
GBGT1,0
RHOT2,0
TARS2,0
FAM156A,0
CTC-260F20.3,0
PRKRIP1,0
TUBG1,0
TUBG2,0
TGOLN2,0
ACPL2,0
ZNF281,0
ST6GALNAC2,0
MTAP,0
SLC4A8,0
IFI35,0
ATG9A,0
TCEAL3,0
CSGALNACT2,0
BTK,0
ZFP91,0
MED10,0
HSPBP1,0
AFAP1,0
PCGF5,0
MGME1,0
SMARCA4,0
NUDC,0
WBP5,0
UHMK1,0
H1F0,0
CYB5R1,0
BAZ2B,0
PELO,0
SDHB,0
TROAP,0
NPEPL1,0
MSH2,0
PRR11,0
ATG4D,0
ARHGAP21,0
ZNF384,0
MROH7-TTC4,0
WIPI1,0
VAT1,0
NPTN,0
IK,0
S1PR4,0
LGALS8,0
RSRC1,0
EPC1,0
ERP29,0
H1FX,0
GMEB1,0
RNPS1,0
NPIPB9,0
MPP1,0
PSMA7,0
SC5D,0
TAB3,0
RUNX1,0
RFNG,0
RP1-130H16.18,0
TMEM261,0
AQR,0
RASGEF1A,0
LILRB2,0
GCSAM,0
LGALS9C,0
ZDHHC7,0
KIAA2026,0
FUK,0
NDUFS5,0
NUSAP1,0
SGCB,0
PRKCA,0
AREL1,0
RDH13,0
ARCN1,0
PRRC2A,0
STRAP,0
ZNF839,0
NCDN,0
DNAJC24,0
PDE6B,0
TAF9B,0
KLHL25,0
VPS52,0
MEF2A,0
PGAM1,0
MCEE,0
FAM118A,0
AIFM1,0
ZNF577,0
YARS2,0
HIST1H2BF,0
HNRNPH3,0
WASL,0
PHTF2,0
TTLL3,0
WDR26,0
VASP,0
TRBV19,0
ARL4A,0
SLC18A2,0
PARP12,0
NDUFB3,0
HIST2H4B,0
HS1BP3,0
FAM50B,0
RRAS2,0
PISD,0
AP2S1,0
WDR73,0
CDADC1,0
SLC8A1,0
FCGR2C,0
SMEK1,0
RIPK2,0
CTD-2369P2.12,0
MED11,0
ANO9,0
CDCA4,0
RP11-1035H13.3,0
USP38,0
TSN,0
CRTC3,0
ZUFSP,0
GPR174,0
MS4A1,0
PMVK,0
PRADC1,0
QSER1,0
EXOC7,0
COL4A3BP,0
STAT3,0
MYL12A,0
ZFP30,0
YIF1A,0
ANKRD52,0
UBXN4,0
COX15,0
TSEN2,0
KLHDC3,0
DNAAF1,0
TRIM27,0
TPRA1,0
LYN,0
DEGS1,0
CEP68,0
SPHK1,0
NCOR1,0
LRRC7,0
BDH1,0
ZNF683,0
ALDH16A1,0
CNOT10,0
SLC25A24,0
NFYC,0
QPCT,0
HIST1H2AC,0
UPF2,0
C19orf70,0
MCTP1,0
SLC25A53,0
CDPF1,0
FAM3A,0
UCHL3,0
KPNA6,0
GALK2,0
KPNA3,0
TNFSF10,0
FAM102A,0
WDR3,0
EEF1E1,0
ADARB2,0
ASAP1,0
ALG12,0
UQCRH,0
CTSK,0
TMEM52B,0
SCAF4,0
MSMO1,0
DIABLO,0
HAUS3,0
TNFSF13,0
CPED1,0
TMEM104,0
PIGQ,0
TADA3,0
SMG7,0
SLC52A2,0
PHF11,0
GPR107,0
MICALL1,0
CLPTM1L,0
RPN2,0
SLC41A1,0
GPANK1,0
EDC3,0
KIAA0907,0
AP1M1,0
BCR,0
CEP89,0
KLHL20,0
LAT,0
CDCA7,0
SLC25A16,0
JDP2,0
GPSM2,0
CDC20,0
SKP2,0
GSAP,0
ZDHHC3,0
EXOC6B,0
KIF15,0
CMPK2,0
UBE2E3,0
SLC25A44,0
PYROXD1,0
CUEDC2,0
PRKAG1,0
UTP11L,0
TBC1D24,0
ALKBH3,0
SMN1,0
MZF1,0
RAB4B,0
TMF1,0
VCAN,0
RTP4,0
ZSWIM4,0
FAM35A,0
TMEM186,0
ZBTB37,0
FAM212B,0
DUSP12,0
KAT2B,0
CPPED1,0
DGCR14,0
CEP135,0
XRN2,0
UQCRC1,0
RERE,0
MAP1LC3A,0
ASB1,0
GUCD1,0
TICAM1,0
GSS,0
LAMP1,0
PGBD2,0
TFB1M,0
WDR46,0
APBB3,0
TP53RK,0
PAXIP1-AS2,0
ERV3-1,0
MOB1B,0
SPI1,0
EMC8,0
RFC5,0
TMEM184C,0
FABP5,0
EVA1C,0
ANXA2R,0
MOB3B,0
YTHDF3,0
POMZP3,0
CDC16,0
CHN2,0
UBE2D1,0
ZNF621,0
WIPI2,0
DHX58,0
POR,0
OSGIN2,0
ANKS1A,0
TIAM2,0
CD226,0
LAS1L,0
WDR76,0
FNDC3A,0
UPK3BL,0
HIBCH,0
SMIM12,0
ST8SIA4,0
BRF1,0
NCOA7,0
KIR2DL4,0
CLCN6,0
DERL3,0
HAUS1,0
EIF2B4,0
TRMT6,0
CDIPT,0
PTTG1,0
NTMT1,0
SLC25A22,0
POLD1,0
ARSG,0
FAM134A,0
DONSON,0
MPV17L2,0
FAM45A,0
SKA1,0
KLRC4,0
ANKRD46,0
PHLDA2,0
IFNAR1,0
KMT2A,0
ZNF268,0
POLD3,0
TM6SF1,0
ERI3,0
KLRC1,0
LARS,0
GCLC,0
LRRFIP2,0
C1GALT1,0
TMEM254,0
PKMYT1,0
KIAA0430,0
N4BP2L1,0
KMO,0
GPKOW,0
SOS2,0
ARAP2,0
AP4M1,0
SLC25A12,0
ZNF417,0
KLHL2,0
LIG4,0
CDC23,0
RECQL5,0
HDDC3,0
DPP4,0
TRAV12-3,0
TBL3,0
RNMTL1,0
MAN2A1,0
CHD1L,0
C11orf73,0
SDF2L1,0
DUSP22,0
CNNM4,0
MXD3,0
GTSF1,0
RAB43,0
ZNF451,0
APEX2,0
ATP6V0C,0
LZTFL1,0
DGKD,0
CDKN2AIPNL,0
KIAA1919,0
ZNF780B,0
SLC38A7,0
PIK3C2B,0
COPS8,0
PYGB,0
TMPRSS3,0
TRMT13,0
CDKL1,0
PLEKHA2,0
C1orf216,0
SMIM15,0
AQP3,0
C9orf38,0
CDC45,0
PSMG1,0
ZNF224,0
IL6ST,0
C1orf54,0
CD151,0
ITM2A,0
NBPF15,0
LOXL3,0
RP11-321N4.5,0
WDR34,0
ZNF714,0
CAMK1D,0
SIGMAR1,0
ABCB7,0
ILK,0
EIF3B,0
ZYG11B,0
SNX8,0
ADH5,0
BRWD1,0
DAPK3,0
TMEM19,0
PPIB,0
HDAC6,0
IRF2,0
CEP128,0
UTP23,0
ENTPD7,0
EAF1,0
TP53I11,0
TMEM201,0
CDK1,0
GHITM,0
LY6G5B,0
RBPJ,0
CEP57L1,0
DDX26B,0
HRH2,0
SH3GL1,0
ZNF273,0
ACBD6,0
POLE3,0
PTGES3,0
FIP1L1,0
EBAG9,0
CREG1,0
PSMG4,0
KAT6B,0
GRHPR,0
IKBKAP,0
FBXO8,0
LENG9,0
NOD1,0
CNPY4,0
SARNP,0
VWA8,0
DDA1,0
TNFSF12,0
RNF7,0
PARP16,0
CISD3,0
DIP2B,0
COX6A1P2,0
ZNF559,0
WBP11,0
PNKP,0
IL10RB,0
AGFG1,0
CXorf57,0
SLC2A14,0
NCAPG2,0
ARPC1A,0
ELMOD2,0
NDRG2,0
FKBP15,0
CR2,0
CRNKL1,0
CPSF7,0
ITGA2,0
TMEM260,0
WBSCR16,0
ESCO2,0
OSBPL5,0
PCMTD2,0
VHL,0
SHARPIN,0
SLC35E1,0
CBY1,0
TMEM55B,0
GTF3C5,0
HMGB2,0
E2F5,0
TENM1,0
FCHSD1,0
TRAPPC2P1,0
DHRS7B,0
NDUFA4,0
DNAJC11,0
SLC27A2,0
CALHM2,0
SF3B4,0
UPF1,0
ISG20L2,0
TM9SF2,0
ST3GAL4,0
ACADSB,0
PRRG4,0
ACSL5,0
ZNF259,0
TOB2,0
TBC1D7,0
PTPRM,0
YTHDC1,0
B4GALT5,0
PEX1,0
PLXDC2,0
CBL,0
MAPK13,0
SLC41A3,0
RTF1,0
DEAF1,0
ZNF248,0
LRP1,0
GPR137,0
PLK3,0
AURKB,0
EPB41L5,0
SMURF2,0
SH3BP2,0
TRAPPC3,0
SETD5,0
LIN37,0
C15orf38-AP3S2,0
C1orf122,0
IFIT2,0
FCHO2,0
ASB8,0
NAPB,0
PPP2R5D,0
SLC25A26,0
ARSB,0
PFKP,0
PRPF39,0
NAGA,0
RAB5A,0
KLF3,0
CDK19,0
IGFBP7,0
EIF4EBP1,0
TOMM22,0
TMEM87A,0
CEP152,0
MSR1,0
NCK1,0
PARVG,0
HERC1,0
NFYA,0
SS18L1,0
CYLD,0
ISG20,0
APP,0
TMEM127,0
SMTN,0
SLC39A10,0
GPR171,0
CSK,0
TBC1D19,0
ARID1A,0
MKRN1,0
LMNB2,0
PPAT,0
ACP6,0
PRIM2,0
TBC1D22B,0
R3HCC1L,0
RRP36,0
GMPPB,0
CMKLR1,0
ZNF598,0
MKKS,0
UQCRFS1,0
PTS,0
TSR3,0
PSMB1,0
NDC80,0
NOL9,0
FAR2,0
KIAA1731,0
SDHD,0
MTMR6,0
AGAP6,0
VBP1,0
C1QA,0
MGST2,0
CTDSPL2,0
DNAJC1,0
POLRMT,0
ITPKB,0
FZR1,0
CNOT1,0
CCDC122,0
EPS8L2,0
SPC25,0
RBM28,0
DKC1,0
ITGAM,0
PCK2,0
BARD1,0
ELF4,0
PRDX2,0
MAZ,0
ZCCHC17,0
SLC29A1,0
COLGALT1,0
INPP5E,0
NDUFS2,0
TRMT5,0
SLC11A1,0
MINOS1,0
NAA20,0
PGM3,0
DNAJC19,0
C17orf85,0
IGHV1-2,0
SYNGR2,0
MAVS,0
CWC15,0
CD8B,0
PHF21A,0
CHMP5,0
C17orf66,0
CACYBP,0
FASN,0
CLASRP,0
MEF2BNB-MEF2B,0
GNA12,0
PTK2,0
WRAP53,0
SH2D3C,0
B3GNT5,0
MAEA,0
CRIPT,0
SRSF4,0
SERGEF,0
RRAGC,0
SLC26A2,0
TSACC,0
CLK3,0
POGZ,0
TASP1,0
VKORC1L1,0
PTRH2,0
POMC,0
QPCTL,0
STK17A,0
HSD17B12,0
PHLDB3,0
CSF2RA,0
FLAD1,0
INF2,0
PER2,0
THOC1,0
KIAA0355,0
DZIP3,0
USB1,0
SBF2,0
FAM105A,0
TECPR1,0
PPP3CB,0
MCUR1,0
SKIL,0
GYG1,0
NUBP2,0
KIF11,0
SLC16A1,0
AP3S2,0
IRAK4,0
SLC39A8,0
CASK,0
C19orf35,0
DTNBP1,0
FAF2,0
SACS,0
POLK,0
CXCL16,0
DTD1,0
INTS5,0
SIPA1,0
CPT2,0
GCA,0
CSTB,0
TMEM179B,0
SPP1,0
BCL2L11,0
ZNF587B,0
KIF13B,0
CEBPD,0
RGL2,0
CTLA4,0
FOXM1,0
NAT10,0
ARL4D,0
TOE1,0
PNP,0
TJAP1,0
VPS39,0
RABEP2,0
ZC3H8,0
VPS36,0
IPCEF1,0
TNFRSF1A,0
MGMT,0
TRAV1-2,0
ANKRD26,0
FKRP,0
FES,0
DHFR,0
HGSNAT,0
PCBD2,0
TMTC3,0
MFNG,0
PRKX,0
TCEB1,0
LRWD1,0
INSIG2,0
PHF5A,0
FAM83G,0
MYEOV2,0
HOOK2,0
CD19,0
TTC19,0
TNRC18,0
EPG5,0
OXSM,0
SFXN4,0
SPIN2B,0
CDKN2AIP,0
GSTM2,0
AKIP1,0
GIT1,0
COMMD8,0
ZNF614,0
DLGAP5,0
GALNT6,0
NOA1,0
ACO1,0
PPAPDC2,0
LRRC25,0
HERC6,0
HSPA13,0
ATP5I,0
RPP30,0
TTC32,0
CLDN11,0
RAD51AP1,0
SIRPG,0
NT5C3B,0
ZNF831,0
EHBP1L1,0
C19orf25,0
BROX,0
CD300LF,0
AC119673.1,0
GLE1,0
LETM2,0
PPM1F,0
APRT,0
AAED1,0
SRR,0
YIPF3,0
RCN2,0
PI4KB,0
TFCP2,0
ZNF548,0
TMEM71,0
ABCC3,0
CEP78,0
C11orf24,0
GABARAPL1,0
TNPO1,0
NPHP3,0
SLC27A4,0
ZC3H12A,0
BCL10,0
GNS,0
CSNK2A3,0
JOSD1,0
HSD17B7,0
ST14,0
PRKACB,0
SLC12A9,0
REXO2,0
GSTM4,0
STAM,0
PRSS23,0
ARID5A,0
TOR1A,0
PAQR7,0
S100PBP,0
DHX9,0
GAB3,0
ZNF551,0
KIAA0020,0
TIMM21,0
PHF20,0
ZNF600,0
SIRT1,0
PBXIP1,0
FAM58A,0
CRYZ,0
EIF3J,0
ZNF789,0
PIGC,0
NARG2,0
SGTB,0
GOT1,0
CACNA2D4,0
SFXN5,0
MEA1,0
MAP1S,0
SLC39A3,0
PPP4R2,0
TFEC,0
SH2D1B,0
APOBEC3H,0
CORO7-PAM16,0
C3orf14,0
TLE3,0
CTC-487M23.8,0
ATXN7L1,0
WRB,0
C9orf117,0
TSTD1,0
CALCOCO1,0
PRKCZ,0
CCDC43,0
ABCD3,0
TLDC1,0
EIF2B5,0
SMYD3,0
DHX16,0
UTP20,0
WIZ,0
KLC4,0
C22orf39,0
FLJ00104,0
JMJD8,0
NBAS,0
NUDT19,0
DHRS7,0
B3GAT1,0
BTBD19,0
CDCP1,0
SLC37A2,0
TMEM189,0
SGMS1,0
SFMBT1,0
ZNF408,0
SRP72,0
FAM129A,0
IGLC3,0
CSNK2A1,0
RFX3,0
TXNDC15,0
AAGAB,0
ZNF318,0
IGHMBP2,0
TCP11L1,0
SHMT1,0
STAU1,0
FLVCR2,0
KBTBD2,0
C19orf54,0
ARHGAP35,0
BCL7C,0
PUS7L,0
ACE,0
BRD4,0
IMP4,0
EEA1,0
NUDT15,0
NFATC1,0
ALDH1B1,0
AMY2B,0
KIAA0930,0
MAP3K8,0
LSM7,0
NUP88,0
TMEM106A,0
C9orf78,0
KIR3DL2,0
FGD3,0
HELLS,0
RP11-603J24.9,0
TMEM5,0
KLF4,0
UBE4A,0
AP1B1,0
