Feature,Importance
PTK2B,2
PPP6R3,2
EIF3D,2
YWHAB,2
RSBN1L,2
DNAJB14,2
ZFYVE27,2
RHOA,2
POLR2E,2
TAGAP,2
HSPA1A,2
CCT7,2
HSPA9,2
RANBP2,2
CAMK2D,2
CNN2,2
NUMA1,2
CECR1,2
PCSK5,2
BLOC1S1,2
CEBPZ,2
ALMS1,2
LSM4,2
USP15,2
STARD7,2
KIAA1109,2
HLA-F,2
ZNF302,2
SLA,2
EPSTI1,2
RNASEK,2
CKAP5,2
DIP2A,2
TYMP,2
DPP8,2
ATP5A1,2
ID2,2
CSDE1,2
CD47,2
ARPC2,2
IKZF1,2
DEF6,2
CCDC88C,2
VCP,2
YME1L1,2
ITGAL,2
GMFG,2
PSTPIP1,2
MDFIC,2
MAGOHB,2
EXOC2,2
C4orf32,2
HSPA8,2
TMA7,2
IL7R,2
CCDC107,2
HINT1,2
FBXW2,2
SLC25A3,2
RQCD1,2
MED15,2
PHF19,2
PRKCQ,2
TRAPPC1,2
HINFP,2
MALT1,2
PLCL2,2
STK4,2
CALM1,2
NBPF10,2
KLHL36,2
UBN1,2
RHOH,2
NPEPPS,2
VAPB,2
GLRX3,2
RIPK2,2
BIRC3,2
WDR1,2
ZFC3H1,2
ZNF66,2
PSMB10,2
NGRN,2
DDIT4,2
CELF2,2
MEMO1,2
KHSRP,2
COPS6,2
CPNE1,2
VPS33B,2
TRNAU1AP,2
EIF3M,2
MYADM,2
VMP1,2
TALDO1,2
SOD1,2
SP100,2
CALR,2
BRD2,2
FGFR1OP,2
HNRNPH3,2
RASSF3,2
LYAR,2
EEF1B2,2
ATP5E,2
PTGER4,2
DNAJB1,2
COQ10B,2
NAPG,2
ARHGAP35,2
TCIRG1,2
IMP4,2
CSNK1D,2
TRIM8,2
RPAIN,2
SELT,2
RAB7L1,2
PIK3CG,2
EIF3K,2
ZAP70,2
SAR1A,2
ATG2B,2
FUBP1,2
CDC37,2
CDK6,2
HLA-DRB1,2
MCL1,2
SYNGR2,2
ANXA11,2
DNAJC19,2
DAP,2
GTDC1,2
GOLGB1,2
DENND4A,2
CYB5B,2
SMG1,2
ACTR3,2
TSC22D2,2
DHRS7,2
SUB1,2
ELF1,2
CST7,2
PCGF5,2
UBE2L6,2
LRRC8C,2
EDEM1,2
LAPTM5,2
GCA,2
B4GALT1,2
HERPUD1,2
CYCS,2
CDC42SE1,2
MIS18BP1,2
DCAF8,2
PPP1R12A,2
SFPQ,2
RUNX3,2
CALM3,2
LIMD2,2
RNPEPL1,2
ALDOA,2
TMEM229B,2
CAPZB,2
CALM2,2
CHFR,2
TTC14,2
EIF3E,2
SRSF1,2
CD55,2
RHOQ,2
ENTPD4,2
ENO1,2
TMEM66,2
PAN3,2
RP11-345J4.5,2
TTLL5,2
ALKBH7,2
EPM2AIP1,2
SEC11A,2
NKTR,2
LAMTOR1,2
H3F3B,2
NBPF9,2
LEPROTL1,2
GZMB,2
RBX1,2
UQCRC2,2
PPP1R2,2
HEATR1,2
ZBTB38,2
LDHB,2
FAM134A,2
COX6A1,2
SLC38A2,2
KIAA0100,2
DGCR2,2
HIPK1,2
GNB2L1,2
IL21R,2
IL10RB,2
MPHOSPH8,2
ITGB2,2
MAPRE1,2
IL2RB,2
GIMAP5,2
PRDM1,2
DXO,2
SFI1,2
SYTL3,2
IL32,2
ERAP2,2
CTDSP1,2
USMG5,2
SPSB3,2
TPR,2
RNF168,2
RAD54L2,2
DHDDS,2
SEC61B,2
SSR2,2
TPM3,2
LSM14A,2
SNX1,2
GPX1,2
PIM1,2
ZNF7,2
PDCD6,2
BCL2L1,2
ELL,2
ARPC1B,2
SPDYE1,2
NARF,2
NCKAP1L,1
TRMT112,1
SEC16A,1
GNPDA1,1
YPEL5,1
MVP,1
BTG2,1
XPO1,1
FKBP11,1
ATP2A3,1
NFAT5,1
ELL2,1
PNRC2,1
C14orf166,1
RAB8B,1
CCPG1,1
HSPH1,1
MFF,1
NCAPH2,1
SLC35F2,1
CLASP1,1
PNISR,1
ARHGAP15,1
NCL,1
TMEM14B,1
ANKRD13C,1
ERCC1,1
QRICH1,1
GZMK,1
PMM2,1
LDHA,1
EGLN2,1
DDB2,1
LINC00999,1
SRSF5,1
U2AF1,1
EWSR1,1
RBM8A,1
RNASEH1,1
PLEKHB2,1
C1orf174,1
PFDN5,1
TAF9,1
GSTP1,1
ATP6V0E1,1
RBM19,1
CLCC1,1
NOSIP,1
SRSF7,1
ANKRD10,1
MPHOSPH10,1
SHISA5,1
DHX15,1
ST6GAL1,1
PSMA5,1
JMJD6,1
YTHDF2,1
NAA38,1
RP11-514P8.6,1
ADAM8,1
MT1E,1
DRAP1,1
NEK1,1
GPCPD1,1
NSD1,1
ZNF407,1
RMND5A,1
SRP9,1
C6orf48,1
AZIN1,1
PUM2,1
DOCK11,1
ZNF746,1
MICAL2,1
UTP6,1
GLIPR1,1
PEX19,1
PSENEN,1
KIAA0196,1
CBX6,1
PARN,1
ECH1,1
ALG6,1
OCIAD2,1
CBWD5,1
TMEM120B,1
TXN,1
ZMAT5,1
CTC1,1
DUSP5,1
C7orf55-LUC7L2,1
NMT1,1
EIF3L,1
SERPINB1,1
NBPF8,1
IRF3,1
C19orf60,1
ATP13A1,1
CASP10,1
PLAC8,1
REL,1
CD247,1
PHIP,1
ZC3H18,1
FRG1B,1
AUP1,1
CPSF3L,1
RIF1,1
ARL4C,1
LONP2,1
CD7,1
UFD1L,1
TNFSF9,1
ROMO1,1
ADIPOR2,1
C19orf43,1
MBOAT1,1
CCNK,1
RAC2,1
TMBIM6,1
RAF1,1
ATG16L2,1
NOC2L,1
HMG20A,1
CRTAM,1
RABGAP1L,1
FASLG,1
ME2,1
SETDB2,1
GDI2,1
C14orf2,1
CYBA,1
HSF1,1
INSR,1
UBE2D2,1
NEU1,1
TRPS1,1
DDX23,1
SUN2,1
NDUFC2,1
C14orf182,1
NOP58,1
CTBS,1
CUL4A,1
PMPCB,1
FBXW7,1
TRIM69,1
AKNA,1
TOMM7,1
RABAC1,1
ISG15,1
RBL2,1
BAG3,1
IRF2BPL,1
CD69,1
RPN1,1
TCP1,1
SBNO1,1
VPS37B,1
ZNF33B,1
MLX,1
MDH2,1
RBM34,1
RBMS1,1
TRAM1,1
CLEC2B,1
COPE,1
CCZ1,1
UBQLN1,1
RASSF5,1
ADCY7,1
G3BP2,1
EGR1,1
FYTTD1,1
DDHD1,1
UBE2J1,1
BRD4,1
TXNDC15,1
LARP4B,1
LCP2,1
KPNA5,1
PAIP2,1
TMEM175,1
FOS,1
G3BP1,1
OTUB1,1
S100A10,1
NDUFB8,1
RC3H1,1
FLYWCH1,1
TUSC2,1
MGA,1
XPO7,1
PREX1,1
U2AF1L4,1
RGPD2,1
TMEM2,1
SESN1,1
SF1,1
DFFA,1
ARID4B,1
GNAI2,1
STT3A,1
SMCHD1,1
MLLT6,1
RB1,1
SFXN1,1
IDH2,1
RBM10,1
YTHDF1,1
AP4B1,1
CD2,1
COTL1,1
GOLGA2,1
SOAT1,1
RBM3,1
SEL1L3,1
TLN1,1
PCBP1,1
CBWD6,1
GBP2,1
HS6ST1,1
TMX4,1
EZR,1
NDUFB9,1
BRD3,1
DDX5,1
TMC8,1
NINJ1,1
CNOT6L,1
SURF4,1
GK,1
PFN1,1
TVP23C,1
MFSD6,1
CD46,1
EPB41,1
BLOC1S6,1
MAF,1
OGT,1
MFN2,1
BOLA2B,1
HLA-DPA1,1
PLA2G16,1
PDAP1,1
HMGN1,1
IKZF5,1
ISCU,1
TRAPPC10,1
CDC40,1
XPOT,1
PRR4,1
PARP10,1
SLC20A2,1
THAP7,1
FIS1,1
PKM,1
EXOC4,1
CNPY2,1
MIOS,1
GOSR2,1
ABLIM1,1
ILF2,1
HSD17B11,1
SAP30BP,1
CD63,1
ST3GAL1,1
MIF,1
LPIN1,1
FOXP1,1
TRBC2,1
HLA-A,1
IDE,1
YPEL2,1
ANKRD17,1
SDCBP,1
MSN,1
TGIF1,1
RETSAT,1
TRIP12,1
ANKRD44,1
FTH1,1
NFKBIA,1
GBP4,1
TMEM131,1
NCF1,1
EIF2AK4,1
CTCF,1
TMEM140,1
ARHGEF2,1
NGLY1,1
RP11-192H23.4,1
RBM27,1
PSMA7,1
NDUFA13,1
RCHY1,1
FAS,1
STK10,1
RNF19A,1
RAB11FIP1,1
PDIA3,1
ZSWIM4,1
MS4A1,1
TMF1,1
SASH3,1
CREB3L2,1
AKAP13,1
PSPC1,1
GUCD1,1
C5orf45,1
SERBP1,1
SUCO,1
FAM102A,1
SAFB2,1
UTRN,1
CHMP1A,1
WBP11,1
HMGB2,1
SETX,1
DECR1,1
ATF7IP2,1
POMP,1
FKBP15,1
C1QBP,1
ARHGEF39,1
EVI2B,1
PHB2,1
NOD1,1
COX7C,1
GRHPR,1
ATG16L1,1
HSP90AB1,1
RPAP2,1
HIGD1A,1
SLC20A1,1
BECN1,1
NDUFB3,1
LCK,1
PTDSS1,1
NFYC,1
ITM2A,1
DDOST,1
PIK3C3,1
SYAP1,1
NSMCE1,1
TMED2,1
NAB1,1
CCND2,1
EP300,1
RTFDC1,1
PWWP2A,1
TMEM248,1
PRRC2B,1
ZC3H7A,1
IL6ST,1
INPP5D,1
CCDC109B,1
RP11-1407O15.2,1
COPB2,1
DAD1,1
IGFLR1,1
TRIM13,1
TNFRSF1B,1
EIF3C,1
PIGB,1
NCBP2,1
PDLIM2,1
ZSWIM8,1
HNRNPH1,1
ACAP2,1
SERP1,1
HERC3,1
NDUFV2,1
HCST,1
ANAPC11,1
CREBBP,1
ST8SIA4,1
MAPKAPK3,1
ARPC4-TTLL3,1
LITAF,1
PRDX1,1
KDM2A,1
IBTK,1
LPCAT4,1
TAF1C,1
FNDC3A,1
GPR183,1
ABCA7,1
FKBP2,1
KIAA0430,1
DMTF1,1
NDUFA4,1
SSU72,1
MYL12B,1
KDM2B,1
UBA5,1
PTP4A2,1
ATG12,1
UROS,1
C16orf54,1
NOTCH2,1
SEMA4A,1
MTSS1,1
COA4,1
PARP8,1
OSTC,1
PITRM1,1
CTD-2370N5.3,1
GSDMD,1
BTF3,1
IAH1,1
WTAP,1
C12orf57,1
SUMO2,1
HUWE1,1
PARK7,1
WDR77,1
CHD1,1
HADHB,1
N4BP2L2,1
FAM122B,1
GLTSCR2,1
TUBGCP6,1
STK17B,1
NDUFA11,1
MCTP2,1
NRD1,1
NIPBL,1
HSPD1,1
FASTK,1
DNAJC5,1
NEMF,1
DDX60L,1
DDX6,1
ZBTB44,1
HERPUD2,1
TMED5,1
PAPOLA,1
ATP5C1,1
ZHX2,1
TPP1,1
TUBA1B,1
RAB8A,1
MORF4L1,1
MTFP1,1
RGPD8,1
CCDC90B,1
PSMC6,1
ARHGAP4,1
SLC35E2,1
FMNL3,1
NBPF15,1
BNIP1,1
CYTIP,1
SARS,1
ARAP2,1
PHACTR2,1
SRCAP,1
TUFM,1
ZNF791,1
PAG1,1
DNPH1,1
AURKAIP1,1
DBI,1
WIPI2,1
ARGLU1,1
KLF2,1
SYNE1,1
COX6C,1
YEATS2,1
SMEK2,1
RNF2,1
DPM1,1
GALNT11,1
EIF5,1
NELFE,1
C5orf15,1
CBFA2T2,1
HNRNPF,1
LPP,1
GNL2,1
NPIPB3,1
YWHAQ,1
RNF25,1
PYCR2,1
KIAA2013,1
MYO5A,1
TIFA,1
FMNL1,1
MDM4,1
SUGP2,1
MTG1,1
VDAC2,1
SH2D1A,1
PPP2CA,1
NMRK1,1
AL627309.1,1
UQCRC1,1
GLUL,1
GLYR1,1
KPNA6,1
DNASE1,1
TTC39C,1
TREX1,1
RREB1,1
TSEN54,1
POLR2G,1
UGCG,1
H2AFV,1
IGKC,1
PHYKPL,1
ECHDC1,1
TPRKB,1
COG3,1
PHF11,1
CCNB1,1
ADAT2,1
SAP130,1
ERGIC2,1
PRKAG1,1
RPP25L,1
TRADD,1
TNPO2,1
RABIF,1
NISCH,1
CCL4,1
CCT4,1
IK,1
RASSF7,1
WSB1,1
MSH5,1
CLK1,1
TRAPPC9,1
MUS81,1
M6PR,1
PGAM1,1
PRRC2A,1
NBPF14,1
SRGAP2,1
RAB27A,1
SYVN1,1
EPS15,1
NPIPB4,1
GPSM3,1
MED28,1
LPCAT3,1
TLK1,1
CRBN,1
SRSF8,1
TMED10,1
RBM5,1
DUSP11,1
XRCC6,1
SNRNP70,1
DLG1,1
SZT2,1
STAT5B,1
HM13,1
AC008964.1,1
SACM1L,1
SYNGR1,1
ATP6V1G1,1
MRFAP1,1
GNG2,1
C20orf112,1
LYST,1
EIF3CL,1
ATP5G2,1
PSMA6,1
PSMB7,1
SP4,1
SF3A1,1
DYNLT1,1
CDKN1A,1
NDUFA3,1
ARHGDIB,1
USP36,1
DDX39A,1
IL16,1
STOML2,1
KCNAB2,1
MECP2,1
TRAF5,1
HLA-DQA1,1
FLCN,1
LTBP4,1
UCP2,1
ILF3,1
IFI16,1
CASC3,1
AIMP1,1
GPBP1,1
VPS54,1
RNPC3,1
RAP2B,1
RHOF,1
CD84,1
STAT3,1
MCCC2,1
SF3B2,1
KMT2E,1
LDLRAP1,1
PIAS3,1
ID3,1
KIAA1468,1
SRSF11,1
UFM1,1
NAA50,1
WWTR1,1
OSBPL7,1
SNRPB,1
KDM5A,1
HAVCR2,1
FBL,1
RBMX,1
RPA1,1
LENG8,1
ARPP19,1
RNF7,1
JMJD7,1
NOP10,1
RNF34,1
FKBP5,1
GPRIN3,1
DDX26B,1
ZNHIT1,1
PLK3,1
CXCR4,1
THAP2,1
ARHGAP9,1
SNAP23,1
BHLHE40,1
RNF38,1
GPAA1,1
UBR1,1
LTB,1
CNOT2,1
USP16,1
HSPB11,1
WHSC1L1,1
FAM21B,1
TBC1D2B,1
KLRC4-KLRK1,1
BIRC6,1
RASSF1,1
WDR6,1
RAB30,1
IST1,1
TRPC4AP,1
PRRC2C,1
ARHGAP25,1
MOB4,1
PDZD8,1
RGPD3,1
LASP1,1
TRIM38,1
POLR3E,1
CXorf40B,1
MBNL2,1
PRKD3,1
ABCE1,1
MAP2K1,1
HNRNPH2,1
RFX5,1
SSR1,1
UBA7,1
NOTCH2NL,1
PAK2,1
ITGA4,1
GGA3,1
APMAP,1
C16orf72,1
NABP1,1
CHD7,1
ECSIT,1
NCOR1,1
KLHL6,1
ST13,1
CDK4,1
KLRG1,1
IFRD1,1
SDCCAG8,1
ARL6IP4,1
ACADVL,1
GIMAP7,1
FAM91A1,1
TRIM66,1
NAP1L4,1
GPX4,1
CD5,1
ANP32B,1
PLEC,1
YWHAZ,1
CHCHD3,1
HCLS1,1
OPA3,1
ZMIZ2,1
KARS,1
SMURF2,1
CLIP1,1
ZNF490,1
GOLGA1,1
NAGA,1
TGFB1,1
PARP1,1
DNAJA2,1
UQCRB,1
SEC61A1,1
HNRNPC,1
ETS1,1
SLC25A45,1
ZFAND6,1
SLTM,1
CLPTM1,1
GRB2,1
TMEM71,1
TRAPPC13,1
USP33,1
VILL,1
UBE2J2,1
CD3G,1
KIF13B,1
PLA2G4B,1
PTPRCAP,1
PYCARD,1
PSME1,1
SENP7,1
CD6,1
TMBIM1,1
TET2,1
APRT,1
CBLB,1
PFKP,1
CRIPT,1
SRI,1
CANX,1
ZYX,1
EEF1A1,1
SPOP,1
CEP85L,1
MIA3,1
FXYD5,1
SPOCK2,1
POC1B,1
EIF4E,1
ATXN7,1
CLIP4,1
CYP51A1,1
PEBP1,1
SNRPC,1
CCNDBP1,1
SF3B1,1
ATF7IP,1
FIBP,1
DNM2,1
MLKL,1
MTA1,1
IL10RA,1
MKNK1,1
PHF3,1
UBE2V1,1
ICOS,1
CD8A,1
HNRNPR,1
C6orf106,1
SNRK,1
DUSP2,1
LNPEP,1
CHD2,1
RBBP4,1
ARHGAP1,1
CPVL,1
HNRNPU,1
NR4A1,1
OSTM1,1
MVD,1
ZNF195,1
LRCH3,1
ITM2B,1
FAU,1
YWHAE,1
INPP4B,1
AOAH,1
HELZ,1
FAM107B,1
MDH1,1
TXN2,1
SUCLG2,1
RAB3GAP1,1
HYOU1,1
ACOT9,1
BNIP2,1
RAB1B,1
ELF4,1
KLF13,1
SYNE3,1
TRIM33,1
MOB1A,1
EIF4A1,1
CTSD,1
MACF1,1
EIF2S3L,1
TRRAP,1
CSNK1A1,1
FLOT2,1
COPB1,1
FOSB,1
MTHFD2,1
GBP5,1
PEX2,1
ANKRD12,1
MYH9,1
SEPW1,1
TANK,1
TMEM154,1
HLA-DQB2,1
PNP,1
CCDC88B,1
TNKS2,1
PVRIG,1
THRAP3,1
MYD88,1
USP48,1
JUNB,1
SKA2,1
CACYBP,1
PPIG,1
ETNK1,1
CD3E,1
KIAA0247,1
CD19,1
FAM217B,1
IQGAP1,1
ACTR2,1
DNAJB6,1
VAMP7,1
NEDD9,1
SENP6,1
GZMA,1
SLC7A6OS,1
HNRNPDL,1
PNPLA2,1
BOD1L1,1
PSMD11,1
TOMM22,1
BROX,1
H2AFZ,1
TMEM9B,1
RPRD2,1
RBM25,1
TSPYL1,1
TRAF2,1
PARP4,1
XPNPEP1,1
AL358333.1,1
ADK,1
PARP15,1
CHCHD5,1
TBC1D4,1
EIF5B,1
GOLPH3,1
PBXIP1,1
ARL6IP1,1
GAB3,1
PYHIN1,1
TMEM59,1
PTEN,1
HNRNPLL,1
CDS2,1
PGK1,1
DYNC1H1,1
PSMB8,1
KMT2C,1
GON4L,1
HKR1,1
SUPT4H1,1
ACAP1,1
SRP14,1
WDFY1,1
PDE4DIP,1
TPI1,1
NDUFA1,1
VRK3,1
NBPF1,1
CPSF6,1
RCC2,1
MIER1,1
COG1,1
NAV1,1
MSTO1,1
POM121,1
RP11-231C14.4,1
KLF6,1
SORL1,1
CLN3,1
TMEM199,1
TNRC6B,1
MICU2,1
ATP5I,1
RNF114,1
RGS19,1
IKZF3,1
EIF3G,1
DNAJC25,1
UGGT1,1
PSMA4,1
HIVEP2,1
GPI,1
RBM12,1
NUDCD2,1
AP1G2,1
NME1-NME2,1
ADAR,1
ZDHHC13,1
GSPT1,1
PLEKHF2,1
DYNLL1,1
PRPF38B,1
LAPTM4A,1
NUP210,1
FAM65B,1
TRPT1,1
PTRH2,1
DLD,0
POLE3,0
SH3GL1,0
RP1-130H16.18,0
ZNF273,0
PRRG4,0
ACSL5,0
ZYG11B,0
NDRG2,0
PDS5A,0
TAB3,0
SC5D,0
ST3GAL4,0
RPA3-AS1,0
ACADSB,0
ACBD6,0
AGK,0
SF3B4,0
TBC1D7,0
PCMTD2,0
LGALS8,0
TMEM260,0
AC018867.2,0
PRMT1,0
S1PR4,0
ESCO2,0
VMA21,0
CASS4,0
GTF2IRD2,0
RSRC1,0
SHARPIN,0
FBXL18,0
SLC35E1,0
PPP2CB,0
VAT1,0
CCT5,0
GTF3C5,0
VPS13D,0
ITGA2,0
EPC1,0
YTHDC1,0
LUC7L,0
CBL,0
MAPK13,0
RSBN1,0
C9orf16,0
LRP1,0
RNPS1,0
GPR137,0
GMEB1,0
EPB41L5,0
ERP29,0
UPF1,0
AQR,0
CALHM2,0
VIPAS39,0
H1FX,0
CR2,0
CRNKL1,0
CPSF7,0
TMEM261,0
C20orf196,0
HRH2,0
PSMG4,0
FAM96A,0
VASP,0
E2F5,0
CRTC3,0
ZUFSP,0
GPR174,0
EIF3B,0
BDH1,0
LRRC7,0
SPHK1,0
CHN2,0
KAT6B,0
PHEX,0
FBXO8,0
DEGS1,0
LSP1,0
LYN,0
BACE1,0
SARNP,0
VWA8,0
TCEANC2,0
CDC16,0
DDA1,0
PARP12,0
PISD,0
AP2S1,0
WDR73,0
CDADC1,0
FCGR2C,0
SMEK1,0
HIST2H4B,0
ZBP1,0
MYO9A,0
MSH6,0
TSN,0
CTD-2369P2.12,0
SLC18A2,0
MED11,0
ANO9,0
CDCA4,0
PDCD10,0
RP11-1035H13.3,0
ARL4A,0
TRBV19,0
SLC26A6,0
CREG1,0
CEP57L1,0
IRF2,0
KANSL1,0
SNX8,0
RRAS2,0
ADH5,0
TMEM19,0
WASL,0
CAMKMT,0
HDAC6,0
GCSAM,0
CEP128,0
PTGES3,0
UTP23,0
LILRB2,0
EAF1,0
TP53I11,0
ACAT2,0
TMEM201,0
GHITM,0
LY6G5B,0
RBPJ,0
TTLL3,0
WDR26,0
CLN8,0
UBXN4,0
CARD16,0
KLHDC3,0
PARP16,0
CISD3,0
DIP2B,0
COX15,0
COX6A1P2,0
ZNF559,0
EXOC1,0
ZFP30,0
SOD2,0
ZNF821,0
MYL12A,0
COL4A3BP,0
QSER1,0
TGFBR3,0
CXorf57,0
PMVK,0
SLC2A14,0
FIP1L1,0
ALG11,0
WDR76,0
TENM1,0
TRAPPC2P1,0
LGALS3BP,0
PUSL1,0
NOP16,0
NTRK1,0
ZCCHC11,0
PRMT7,0
EME2,0
THBD,0
ATXN10,0
PAFAH1B2,0
UBE2M,0
ZRSR2,0
HEATR3,0
MBOAT7,0
FSCN1,0
DHODH,0
BCOR,0
NUP188,0
TMEM120A,0
ZNF41,0
DOCK2,0
TEX10,0
PLXNA1,0
CORO1C,0
CYBB,0
F13A1,0
TUBB2B,0
CCDC53,0
ERC1,0
NBEAL2,0
POLG2,0
PRKCSH,0
SLC44A1,0
HNRNPUL1,0
GSK3B,0
LILRA2,0
SIPA1L3,0
JAK3,0
SEPHS2,0
RAD54L,0
SASS6,0
DENND6B,0
DERA,0
MCOLN2,0
PHYH,0
XRCC6BP1,0
EFR3A,0
CHML,0
CDK5RAP1,0
FAM114A2,0
PPAN,0
ATMIN,0
PSMC3,0
BPTF,0
SUPT3H,0
STK38,0
MTERFD3,0
TOB1,0
ZKSCAN5,0
SMIM20,0
ZNF2,0
PRDX4,0
RBAK,0
PCNA,0
RBBP5,0
GLUD1,0
PTAFR,0
FOXJ3,0
SRBD1,0
MED22,0
SMIM19,0
COG8,0
TNF,0
FAM122C,0
VPS37C,0
BBX,0
KAT5,0
STK36,0
ZNF562,0
REPIN1,0
POLR1C,0
RBM26,0
ZNF383,0
KCTD13,0
MICB,0
AGPS,0
SUSD1,0
SEC23A,0
CLK4,0
NPRL3,0
ACTR8,0
ADAM19,0
TMEM38B,0
TBC1D32,0
POU2F2,0
WSB2,0
MINPP1,0
AGAP2,0
RC3H2,0
AP5M1,0
