Feature,Importance
TNFRSF10B,0
PUM1,0
LMO4,0
VTA1,0
CBWD7,0
TAF1C,0
FAM127B,0
MLLT3,0
ABCA5,0
TCEAL4,0
DOLPP1,0
TRBV4-2,0
TMEM251,0
HIST1H2BG,0
CD200R1,0
TMEM69,0
PPIP5K1,0
CARS,0
PLA2G6,0
SLC38A9,0
CDK2AP1,0
ZNF184,0
EMC3,0
CCR8,0
C16orf91,0
HNRNPD,0
F5,0
NUB1,0
GIPC1,0
ATG4C,0
CIAO1,0
TBC1D8,0
MED4,0
CTSS,0
CMAS,0
C2,0
DDX20,0
NDUFAF1,0
APC,0
CLIP1,0
IPO9,0
AGPAT2,0
PEX19,0
PLEKHA5,0
TRUB2,0
GRSF1,0
SPATA33,0
HDAC8,0
DLGAP4,0
DUSP7,0
RARS,0
KIAA1109,0
TNFAIP8L1,0
RANBP1,0
ATP6V0A1,0
MID1IP1,0
ZNF585B,0
SORT1,0
MBOAT1,0
SIRT7,0
SECISBP2L,0
TFDP2,0
SMARCB1,0
FBXO33,0
C2CD2,0
DVL3,0
FAM188A,0
TSC22D1,0
IL15,0
ASAH1,0
MMS22L,0
PAPSS1,0
ARPC5,0
SCAMP4,0
PRAF2,0
GLA,0
CAMLG,0
LACE1,0
FN1,0
CTCF,0
TBX21,0
NCKAP5L,0
HLA-E,0
PPT2-EGFL8,0
ORC3,0
WDFY3,0
ALG13,0
ZNF432,0
SF3B14,0
SPTLC2,0
HIST1H4C,0
PPHLN1,0
C1GALT1C1,0
ABHD3,0
SCYL2,0
CD80,0
CKAP5,0
C21orf91,0
NDUFB1,0
HSH2D,0
LIMK1,0
TMPPE,0
A2M,0
MICAL1,0
DIP2A,0
EIF4E3,0
PLEC,0
DNAAF2,0
MTCP1,0
LPAR6,0
HN1L,0
ERCC6,0
SNRNP35,0
ZNF652,0
CHURC1-FNTB,0
URM1,0
JKAMP,0
PRDM15,0
SF3B5,0
PSMD6,0
ZNF699,0
E2F4,0
AGPAT4,0
GATAD2A,0
BX255923.1,0
DEPDC1B,0
ARHGEF19,0
PDCD2,0
LRIG2,0
ZNF274,0
EFCAB13,0
COQ10A,0
DUSP3,0
PSEN1,0
ARHGAP18,0
FCER2,0
NFKBIB,0
ZBED6,0
IMPACT,0
WWTR1,0
PTPN12,0
HIST1H2BD,0
RGPD2,0
TRAPPC10,0
PDLIM5,0
GTF2H3,0
ZNF445,0
UBE2K,0
SETD4,0
NFATC2,0
BCL6,0
SNAPC4,0
PWP2,0
CD4,0
FBXW2,0
FARSB,0
C6orf120,0
INTS10,0
TDG,0
RAB30,0
RP11-438J1.1,0
C2orf47,0
KDM4B,0
CCDC88C,0
ZNF350,0
BRWD3,0
GNAQ,0
IGLV2-14,0
TAF4B,0
ATP6V1H,0
ZNF544,0
ZNF91,0
EDARADD,0
CERS4,0
ARL6IP4,0
WDR5,0
ATP6V1B2,0
ABCC11,0
LIAS,0
GTPBP4,0
CDK4,0
NAT6,0
ARF4,0
CIITA,0
CNIH1,0
POLM,0
MPV17,0
SHKBP1,0
TMEM185A,0
SRM,0
ATP6V0A2,0
RAB11A,0
SDK2,0
BST2,0
ZBED6CL,0
MTMR9,0
SIMC1,0
EBPL,0
CCZ1B,0
RELL1,0
ANKRD17,0
RLIM,0
CRTAM,0
JMJD7,0
HSF2,0
LIMA1,0
CDC37L1,0
CHPF2,0
TRAPPC4,0
FBXO38,0
SWI5,0
TMEM218,0
AACS,0
CYB561D1,0
C17orf75,0
AL022328.1,0
PPP2R4,0
TCEB2,0
SNRNP48,0
FPR3,0
PIGA,0
SLC25A51,0
SRRT,0
CLEC4E,0
CD3D,0
SOCS4,0
ANAPC1,0
TCEA1,0
FEM1B,0
CCDC126,0
ZNF615,0
TRIM66,0
CDC6,0
KIAA0753,0
FOXO1,0
FGFR1,0
SNX22,0
GSKIP,0
PREB,0
SIGLEC5,0
FRG1B,0
AMMECR1,0
ARRDC1,0
TXLNG,0
YPEL5,0
LEAP2,0
TM9SF4,0
PLCH2,0
PRKAB2,0
YKT6,0
FAM72B,0
LIN7C,0
PPP2R3C,0
GNLY,0
TRIM21,0
RNF8,0
GEN1,0
KLHL22,0
WDR91,0
TSC1,0
TAF1B,0
ISYNA1,0
MB21D1,0
PPCS,0
TCERG1,0
ARMC2,0
AHCY,0
FAM21B,0
GALK1,0
ADAMTSL4,0
GNB2,0
DDX50,0
PPP1R12B,0
PIK3C2A,0
CX3CR1,0
MIS18A,0
TDRKH,0
PRKAR1B,0
ZMIZ2,0
MAN1B1,0
HSPE1,0
CKAP2L,0
DHX57,0
SIK2,0
HK1,0
GADD45A,0
LRRC8D,0
TXNRD2,0
FAM200B,0
STARD8,0
CYHR1,0
DAK,0
ZCRB1,0
MZT2A,0
TBC1D8B,0
FBXL3,0
DDB2,0
RASA4B,0
MFSD8,0
METTL2B,0
RINT1,0
STAG2,0
CHD7,0
CCT6A,0
ZNF286B,0
HMMR,0
KIFAP3,0
GPAA1,0
ROCK2,0
CCPG1,0
ZNF514,0
CLIC4,0
POLB,0
HGS,0
MTCH1,0
ZNF263,0
TBRG1,0
ATXN7L3,0
FAM214B,0
TMEM80,0
YOD1,0
JAGN1,0
MPPE1,0
TIMM10B,0
NSA2,0
OPA1,0
PHF8,0
UVRAG,0
ATG5,0
ALDH6A1,0
KIAA0319L,0
KIF21B,0
USP16,0
SPDYA,0
CCDC142,0
TOPORS,0
TAP2,0
ZNF626,0
TMEM14B,0
MUL1,0
DGCR8,0
JUP,0
LRRC58,0
RWDD4,0
PSMF1,0
IL2RG,0
GAS7,0
CYB561,0
SLC39A9,0
AL353354.2,0
PARVB,0
LSM4,0
C8orf76,0
RNF126,0
AHI1,0
XYLT1,0
SELO,0
KIAA1468,0
TRAF1,0
EIF2AK3,0
ATAD3B,0
OBSCN,0
CEP170,0
NOP9,0
RP5-966M1.6,0
RASSF2,0
TRIT1,0
PNMA1,0
ZEB1,0
GTSE1,0
GMDS,0
C6orf57,0
SLC35B2,0
C14orf80,0
ERCC6-PGBD3,0
POP1,0
MLXIP,0
ELOVL5,0
ALAS1,0
POLQ,0
TANC2,0
EMR2,0
CCDC28A,0
BBS9,0
SNX27,0
ACSS1,0
ZDHHC20,0
ATP5A1,0
SCAMP1,0
GGACT,0
IPPK,0
ZBTB8OS,0
GRWD1,0
CTNNBL1,0
BAG4,0
SPDYE2B,0
STXBP5,0
KCTD18,0
TMEM128,0
CPNE8,0
ZNF410,0
DAPK2,0
EXTL3,0
C14orf37,0
PIGL,0
SEMA4C,0
AGBL5,0
CYP2S1,0
WDR6,0
CTD-2228K2.5,0
OPA3,0
ABTB2,0
PCF11,0
TVP23C,0
NUDT14,0
PVR,0
ZNF426,0
IFNGR2,0
FAM110A,0
RUSC1,0
SH3BP5,0
NPRL2,0
FZD6,0
TMEM167B,0
ATP6V1E1,0
FRMD4B,0
HMGXB4,0
TMEM194A,0
RARS2,0
THBS3,0
NUTM2B,0
THAP11,0
SMYD4,0
GATSL3,0
NTNG2,0
TCF7L2,0
HAUS8,0
LCORL,0
EPB41,0
MUT,0
NR1D2,0
TMF1,0
SLC25A16,0
RAB39B,0
C12orf57,0
TDRD7,0
ZNF446,0
VEZF1,0
ZAP70,0
AC024592.12,0
IAH1,0
NBPF11,0
FBLN7,0
RP11-302M6.4,0
ALDH2,0
TMEM62,0
HEXB,0
TRIP4,0
IBA57,0
CADM1,0
CLN5,0
ITGA6,0
FYCO1,0
PPP1CB,0
CREBRF,0
CNOT7,0
SPRYD4,0
C10orf76,0
RABEPK,0
TAOK3,0
MRRF,0
RBM26,0
AC013449.1,0
ZNF383,0
KCTD13,0
AGPS,0
SUSD1,0
TIMP2,0
NUDT17,0
RNF2,0
PHACTR2,0
FBXW8,0
MAP2K7,0
RFC2,0
NET1,0
GAS6,0
GNA13,0
NACA2,0
RAB8A,0
XRCC1,0
MCAT,0
RPAIN,0
GSK3A,0
MTPAP,0
RNF214,0
ZCCHC4,0
ING5,0
LMCD1,0
HMGCL,0
GABARAPL2,0
MYO1G,0
ZNF420,0
NTHL1,0
FAM8A1,0
ELP5,0
DARS,0
EXOSC6,0
ZSWIM1,0
LMBR1,0
DUSP8,0
WDR90,0
CCDC92,0
RHOB,0
EFNA4,0
MSH5-SAPCD1,0
FAM196B,0
EIF2B2,0
SESTD1,0
TPCN1,0
COA4,0
QTRTD1,0
KIAA2013,0
PRAM1,0
STYXL1,0
HNRNPA1L2,0
ATP8A1,0
ZC3H6,0
LDB1,0
CSTF2T,0
GLRX2,0
KCTD20,0
SHPRH,0
LRCH1,0
GSDMD,0
SNRPD3,0
SLC29A3,0
SP1,0
CCR1,0
MYC,0
PI4KA,0
PDCD6,0
PITRM1,0
SOGA1,0
ASB6,0
HK2,0
TMEM70,0
USP28,0
JOSD2,0
FBXO3,0
SAMD4B,0
CNTROB,0
NFIC,0
RCN1,0
PIN1,0
ZNF808,0
LRP2BP,0
POLR1C,0
SEPHS2,0
ZCCHC11,0
APEX2,0
TIFA,0
USP20,0
THBD,0
FGFR1OP2,0
PAFAH1B2,0
SLC27A1,0
UBE2M,0
ZRSR2,0
ZNF93,0
MBOAT7,0
FSCN1,0
ITPR1,0
ATP9B,0
DHODH,0
TMEM120A,0
RNF25,0
ATF7IP2,0
TEX10,0
PLXNA1,0
CORO1C,0
CYBB,0
F13A1,0
TUBB2B,0
ZKSCAN5,0
PRMT7,0
GTSF1,0
ZFX,0
NOP16,0
KLHL2,0
SASS6,0
CDC23,0
DENND6B,0
POLG2,0
MCOLN2,0
MAP3K2,0
XRCC6BP1,0
SYNE1,0
DPP4,0
EFR3A,0
TRAV12-3,0
RNMTL1,0
YEATS2,0
GTDC1,0
SMEK2,0
ATMIN,0
PSMC3,0
SUPT3H,0
CHD1L,0
MTERFD3,0
CCDC53,0
CYB5B,0
MXD3,0
PUSL1,0
NPRL3,0
HINT2,0
XRRA1,0
TMEM38B,0
METTL18,0
ZNF10,0
ZCCHC8,0
VPS37C,0
PRDX4,0
RBAK,0
RBBP5,0
ANAPC16,0
PTAFR,0
TRIM16,0
FOXJ3,0
SRBD1,0
FBXO4,0
MED22,0
PAG1,0
NELFE,0
COG8,0
TNF,0
ZNF2,0
FAM122C,0
KAT5,0
STK36,0
ZNF562,0
RFK,0
REPIN1,0
C2CD2L,0
ZNF250,0
SPIDR,0
AURKAIP1,0
TBC1D32,0
TESK1,0
WSB2,0
YAF2,0
AIP,0
MINPP1,0
AGAP2,0
RC3H2,0
AP5M1,0
ZNF28,0
BCL11B,0
GAA,0
XKR8,0
TRAM2,0
ACTR8,0
LMBRD2,0
SLC30A4,0
CD22,0
CEP192,0
RAP1B,0
ISOC2,0
GTF2A1,0
TNFAIP8L2,0
LATS1,0
FAM76B,0
CCNY,0
ZNF174,0
MTMR4,0
GLTSCR1,0
CORO1B,0
KBTBD8,0
TSFM,0
FCN1,0
NDUFS3,0
IFI27L1,0
SEMA4A,0
RWDD1,0
ABHD12,0
DAPK1,0
DCAF10,0
FLVCR1,0
SBF1,0
NIPBL,0
TARS2,0
FAM156A,0
IKZF2,0
RP11-529K1.3,0
TUBG1,0
APOC1,0
RWDD3,0
TUBG2,0
SLC25A25,0
ANGEL1,0
CTRL,0
FASTK,0
GALNT7,0
NAMPT,0
ITGA1,0
NOTCH1,0
PELO,0
MIER2,0
GNG7,0
C19orf38,0
TROAP,0
NPEPL1,0
PRR11,0
COA6,0
SH2D3A,0
SLC2A6,0
MEAF6,0
DDX41,0
SLC35A3,0
EOMES,0
TIGIT,0
SSSCA1,0
CYB5D2,0
DDX60L,0
LTB4R,0
SNRPF,0
DNAJC5,0
BRPF1,0
CAPN3,0
TRIM59,0
ACTR3C,0
EIF2D,0
RAB11FIP3,0
ERV3-1,0
MED26,0
IL12RB2,0
CEP95,0
CMC4,0
ZNF516,0
KLHL5,0
ZBTB44,0
NAA15,0
EZH2,0
TCF19,0
MIB1,0
ATP11C,0
COPS2,0
WDR55,0
ANAPC10,0
HS2ST1,0
IFIH1,0
N4BP2L2,0
SNRNP25,0
HADHB,0
PTOV1,0
SCO2,0
MESDC1,0
NAALADL1,0
TMEM134,0
KIF24,0
MON1A,0
DHX35,0
NAA16,0
UBE2Q2,0
CDK5RAP2,0
ENO1,0
RHOBTB2,0
MIIP,0
FBXO7,0
TICAM2,0
HIST1H1C,0
LZIC,0
IDNK,0
NDRG3,0
ICA1,0
HSD17B10,0
ARHGAP12,0
VAV1,0
MSRB1,0
GPR65,0
ZFP36L1,0
AMICA1,0
LZTS2,0
CRY2,0
ARHGAP10,0
KDM2B,0
PIAS2,0
C19orf44,0
CTD-2370N5.3,0
SMARCA4,0
DPM1,0
H2AFX,0
ATG12,0
SNTB1,0
METTL14,0
ATP7A,0
PPP2R2A,0
PTPRE,0
C14orf64,0
CXorf65,0
ADAP1,0
PML,0
TOMM20,0
PSMD10,0
MED9,0
IFI35,0
TCEAL3,0
RBM4B,0
RAP2A,0
PQLC1,0
SUFU,0
FAF1,0
AFAP1,0
MGME1,0
TSPAN32,0
BTN2A1,0
ATHL1,0
CBFA2T2,0
CTSH,0
ASUN,0
TM9SF1,0
TTF2,0
FANCL,0
NUP85,0
PTCH1,0
CTD-2260A17.2,0
SLC2A4RG,0
LPP,0
PDP1,0
PITPNA,0
PTBP3,0
HIRIP3,0
ADCK5,0
CHCHD10,0
C16orf54,0
PCYOX1,0
UROS,0
MR1,0
BAHD1,0
ZNF573,0
HVCN1,0
VPS28,0
GSTO2,0
MARCO,0
WBP5,0
ORC2,0
COIL,0
BTK,0
ZFP91,0
GBGT1,0
RHOT2,0
SEC11A,0
CTC-260F20.3,0
PRKRIP1,0
CERKL,0
ACPL2,0
DIS3,0
SGK223,0
ACLY,0
USP53,0
MED10,0
HSPBP1,0
SLC9A1,0
TTC14,0
ZCCHC6,0
CHFR,0
PCGF5,0
VRK2,0
SLC4A8,0
ATF7,0
ZNF430,0
TP53,0
EEPD1,0
CAMK1,0
CSGALNACT2,0
POLR1E,0
H1F0,0
ZRANB1,0
EIF4G1,0
CYB5R1,0
FBXO32,0
BAZ2B,0
SDHB,0
MSH2,0
NPIPA8,0
NUDC,0
MTAP,0
ST6GALNAC2,0
KIAA0101,0
ARHGAP11A,0
ZNF281,0
STIM2,0
STX2,0
CCNB2,0
ATG9A,0
GPATCH1,0
TMEM234,0
CBWD3,0
WDR77,0
SCAF1,0
RAD54L,0
ZNF417,0
CDK7,0
QSER1,0
ZFP30,0
GSAP,0
EXOC6B,0
MS4A1,0
ASB1,0
COX15,0
WDR46,0
SPI1,0
KLHDC3,0
CLN8,0
EMC8,0
RFC5,0
LYN,0
ANXA2R,0
SPHK1,0
LRRC7,0
MOB3B,0
BDH1,0
YTHDF3,0
GPR174,0
ZUFSP,0
CRTC3,0
VASP,0
TRBV19,0
ARL4A,0
COL4A3BP,0
CTSK,0
VAT1,0
PMVK,0
S1PR4,0
C19orf70,0
RSRC1,0
FAM3A,0
ERP29,0
KPNA6,0
H1FX,0
GMEB1,0
KPNA3,0
RNPS1,0
NDUFA13,0
SC5D,0
TAB3,0
WDR3,0
EEF1E1,0
ALG12,0
TMEM261,0
AQR,0
ACAT2,0
LILRB2,0
GCSAM,0
WASL,0
RBM27,0
TTLL3,0
WDR26,0
SLC18A2,0
PARP12,0
UBE2E3,0
PRKAG1,0
PSMG4,0
RDH13,0
PRRC2A,0
FBXO8,0
DNAJC24,0
NOD1,0
MCEE,0
VWA8,0
DDA1,0
YARS2,0
HIST1H2BF,0
CREG1,0
CARD16,0
PARP16,0
CISD3,0
ZDHHC7,0
LGALS9C,0
DIP2B,0
COX6A1P2,0
WIPI1,0
NPTN,0
ZNF559,0
NPIPB9,0
IL10RB,0
MPP1,0
EIF3B,0
SGCB,0
NUSAP1,0
SMEK1,0
TBC1D24,0
NDUFB3,0
HIST2H4B,0
RRAS2,0
PISD,0
AP2S1,0
WDR73,0
TMEM186,0
CDADC1,0
ZBTB37,0
FCGR2C,0
RIPK2,0
UBE2D1,0
CTD-2369P2.12,0
MED11,0
DGCR14,0
ZDHHC3,0
ANO9,0
ALDH16A1,0
CDCA4,0
RP11-1035H13.3,0
TSN,0
CDC16,0
CHN2,0
FAS,0
UPF2,0
SIPA1L3,0
MSMO1,0
SLC25A24,0
C5orf45,0
ANKRD39,0
TINF2,0
CDK11A,0
MAP1LC3A,0
JRKL,0
GUCD1,0
TICAM1,0
GSS,0
LAMP1,0
PGBD2,0
TFB1M,0
APBB3,0
TP53RK,0
RERE,0
ATAD3A,0
CES2,0
PAXIP1-AS2,0
MOB1B,0
TMEM184C,0
FABP5,0
EVA1C,0
POMZP3,0
PIM1,0
SKP2,0
TMEM52B,0
MROH7-TTC4,0
UQCRH,0
JDP2,0
CDC20,0
EDC3,0
LLGL1,0
TNFSF13,0
HAUS3,0
DIABLO,0
QPCT,0
MCTP1,0
SLC25A53,0
TAF5L,0
EPB41L2,0
TSNAX,0
RAB11FIP2,0
CDPF1,0
GGNBP2,0
UCHL3,0
GALK2,0
TNFSF10,0
FAM102A,0
TM2D3,0
ADARB2,0
UBE2L3,0
TSC22D2,0
SUCO,0
XRN2,0
CEP135,0
KIF15,0
CMPK2,0
CNOT10,0
ZNF683,0
NDUFS5,0
GPANK1,0
PRKCA,0
AP1M1,0
STRAP,0
BCR,0
ZNF839,0
NCDN,0
PDE6B,0
TAF9B,0
KLHL25,0
VPS52,0
MEF2A,0
FAM118A,0
CEP89,0
TXNDC12,0
LAT,0
GPSM2,0
AIFM1,0
ZNF577,0
HIST1H2AC,0
PPP1R7,0
FUK,0
CPPED1,0
KAT2B,0
DUSP12,0
WBP1,0
SLC25A44,0
CPNE5,0
PYROXD1,0
CUEDC2,0
COL19A1,0
DDX39A,0
UTP11L,0
ALKBH3,0
SRP54,0
MPEG1,0
NUP43,0
SMN1,0
FAM212B,0
MZF1,0
RAB4B,0
FAHD2B,0
VCAN,0
PIP5K1C,0
TMEM104,0
PHF11,0
RTP4,0
ZSWIM4,0
GPR107,0
FAM35A,0
TGFBR3,0
CXorf57,0
RUNX1,0
ELMOD2,0
DONSON,0
DERL3,0
HAUS1,0
ZC3H7A,0
EIF2B4,0
TRMT6,0
PTTG1,0
ANKRD46,0
NDUFV1,0
NTMT1,0
SOS2,0
CHP1,0
PDLIM2,0
ZNF621,0
ARAP2,0
SLC25A12,0
PKMYT1,0
PYGB,0
TMPRSS3,0
TRMT13,0
CDKL1,0
PLEKHA2,0
ADRM1,0
C9orf38,0
CDC45,0
CLCN6,0
KIR2DL4,0
RFNG,0
NCOA7,0
CD302,0
PLK3,0
AURKB,0
TMEM254,0
PLXDC2,0
ZNF692,0
WBSCR16,0
KMO,0
OSBPL5,0
VHL,0
ARSG,0
WIPI2,0
DHX58,0
POR,0
OSGIN2,0
CD226,0
LAS1L,0
WDR76,0
CBY1,0
TMEM55B,0
UPK3BL,0
HIBCH,0
SMIM12,0
FCHSD1,0
BRF1,0
KIAA0430,0
PSMG1,0
LETMD1,0
CD151,0
RAB43,0
CDIPT,0
PMAIP1,0
LZTFL1,0
COPS8,0
DGKD,0
CDKN2AIPNL,0
ARHGAP21,0
KDELC2,0
ATG4D,0
ADORA2A,0
ANGEL2,0
FECH,0
C1orf216,0
GBAS,0
SMIM15,0
AQP3,0
PIK3C2B,0
ITCH,0
IL6ST,0
PRKCSH,0
C1orf54,0
CNN2,0
GSK3B,0
CCDC90B,0
CNNM4,0
DUSP22,0
SDF2L1,0
SLC25A22,0
GPKOW,0
ERI3,0
LOXL3,0
RP11-321N4.5,0
WDR34,0
ZNF714,0
POLD1,0
CAMK1D,0
SIGMAR1,0
ZNF224,0
SLC38A7,0
ZNF780B,0
C11orf73,0
KIAA1919,0
ANKS1A,0
LIG4,0
RECQL5,0
TIAM2,0
HDDC3,0
ZNF76,0
TBL3,0
FNDC3A,0
ST8SIA4,0
MAN2A1,0
ZNF248,0
NGRN,0
DEAF1,0
UPF1,0
FAM50B,0
SLC8A1,0
RBPJ,0
CEP57L1,0
HRH2,0
SH3GL1,0
ZNF273,0
ACBD6,0
USP38,0
POLE3,0
ZYG11B,0
NDRG2,0
ST3GAL4,0
ACADSB,0
PRRG4,0
ACSL5,0
TBC1D7,0
YTHDC1,0
CBL,0
MAPK13,0
LENG9,0
CNPY4,0
FBXO42,0
LRP1,0
GPR137,0
LY6G5B,0
GHITM,0
TMEM201,0
YIF1A,0
RASGEF1A,0
FIP1L1,0
PTGES3,0
ATRAID,0
PHTF2,0
SNX8,0
PRADC1,0
EXOC7,0
KPNB1,0
STAT3,0
ADH5,0
TMEM19,0
HS1BP3,0
ANKRD52,0
DNAAF1,0
HDAC6,0
TRIM27,0
TPRA1,0
CEP128,0
UTP23,0
CEP68,0
TSEN2,0
EAF1,0
TP53I11,0
EPB41L5,0
SF3B4,0
LRRFIP2,0
TNFSF12,0
DNAJC11,0
SLC27A2,0
TM9SF2,0
ZNF259,0
ILK,0
AP4M1,0
ABCB7,0
MPV17L2,0
FAM45A,0
SKA1,0
PTPRM,0
B4GALT5,0
PHLDA2,0
IFNAR1,0
ZNF268,0
POLD3,0
FAM134A,0
TM6SF1,0
ISG20L2,0
PEX1,0
KLRC1,0
LARS,0
SLC41A3,0
RTF1,0
GCLC,0
NDUFA4,0
DHRS7B,0
TRAPPC2P1,0
PPIB,0
CALHM2,0
PNKP,0
AGFG1,0
RNF7,0
CR2,0
CRNKL1,0
EBAG9,0
CPSF7,0
DAPK3,0
ITGA2,0
TMEM260,0
ENTPD7,0
TENM1,0
ESCO2,0
CDK1,0
DDX26B,0
KLRB1,0
SHARPIN,0
SLC35E1,0
NCAPG2,0
GTF3C5,0
HMGB2,0
ARPC1A,0
E2F5,0
BACH1,0
SMURF2,0
UBA7,0
P2RX1,0
KLF3,0
LIN37,0
C15orf38-AP3S2,0
C1orf122,0
ZBTB21,0
IFIT2,0
EIF1B,0
FCHO2,0
ASB8,0
SETD5,0
NAPB,0
SLC25A26,0
ARSB,0
PFKP,0
IGHG1,0
CDK19,0
NFYA,0
SMTN,0
CEP152,0
DYNC1H1,0
WRAP53,0
CCDC122,0
PXN,0
TOMM22,0
TMEM87A,0
MSR1,0
TMEM127,0
NCK1,0
EIF4EBP1,0
SS18L1,0
CYLD,0
ISG20,0
APP,0
RAB5A,0
SLC39A10,0
IGFBP7,0
PPAT,0
R3HCC1L,0
PTS,0
ARID1A,0
MKRN1,0
EID1,0
LMNB2,0
ACP6,0
C1QA,0
PRIM2,0
TBC1D19,0
TBC1D22B,0
PPIG,0
RRP36,0
GMPPB,0
TSR3,0
FZR1,0
GPR171,0
AGAP6,0
ABI1,0
NOL9,0
FAR2,0
KIAA1731,0
MTMR6,0
LCOR,0
NDC80,0
ITPKB,0
VBP1,0
MGST2,0
CTDSPL2,0
LRRC37A,0
DNAJC1,0
YWHAG,0
POMC,0
PTRH2,0
CD82,0
PRDX2,0
PCK2,0
MVD,0
BARD1,0
SUCLG2,0
ELF4,0
SPC25,0
ZCCHC17,0
DKC1,0
SLC29A1,0
COLGALT1,0
INPP5E,0
NDUFS2,0
TRMT5,0
GNA12,0
ITGAM,0
RBM28,0
PTK2,0
CHMP5,0
DNAJC19,0
C17orf85,0
IGHV1-2,0
MAVS,0
CWC15,0
PGM3,0
C17orf66,0
SLC11A1,0
FASN,0
CLASRP,0
MEF2BNB-MEF2B,0
PHF21A,0
MINOS1,0
MAZ,0
NAA20,0
ERI1,0
VKORC1L1,0
SERGEF,0
B3GNT5,0
MAEA,0
JAK1,0
CRIPT,0
CD8A,0
SRSF4,0
RRAGC,0
QPCTL,0
SH2D3C,0
SLC26A2,0
CLK3,0
POGZ,0
TASP1,0
SLC2A3,0
SLC25A45,0
TSACC,0
HSD17B12,0
PHLDB3,0
CSF2RA,0
FLAD1,0
INF2,0
PER2,0
THOC1,0
KIAA0355,0
DZIP3,0
USB1,0
SBF2,0
FAM105A,0
TECPR1,0
PPP3CB,0
MCUR1,0
SKIL,0
CMKLR1,0
ZNF598,0
MKKS,0
GCA,0
ETNK1,0
PRELID1,0
RABEP2,0
NAT10,0
CSTB,0
SACS,0
AP3S2,0
PNP,0
IRAK4,0
SLC39A8,0
SNRNP40,0
CASK,0
IRAK2,0
C19orf35,0
TJAP1,0
TOE1,0
DTNBP1,0
RFFL,0
SLC27A4,0
NOA1,0
IPCEF1,0
GALNT6,0
ZNF587B,0
KIF13B,0
NADSYN1,0
ARL4D,0
RANBP3,0
CEBPD,0
RGL2,0
CTLA4,0
SPP1,0
FOXM1,0
MMADHC,0
SLC16A1,0
MST4,0
MGMT,0
ZNF614,0
DLGAP5,0
CDKN2AIP,0
FAM83G,0
PCBD2,0
PHF5A,0
TRAV1-2,0
GIT1,0
MAD1L1,0
ANKRD26,0
FKRP,0
FES,0
DHFR,0
TNFRSF1A,0
COMMD8,0
AKIP1,0
FAF2,0
TMEM179B,0
POLK,0
CXCL16,0
DTD1,0
INTS5,0
CPT2,0
ZC3H8,0
MYEOV2,0
GSTM2,0
CD19,0
TNRC18,0
OXSM,0
SFXN4,0
HOOK2,0
SPIN2B,0
TOR1A,0
ATP11B,0
GYG1,0
RNF114,0
ATP1B1,0
RAD51AP1,0
CD300LF,0
LRRC25,0
HERC6,0
HSPA13,0
ATP5I,0
GABARAPL1,0
RPP30,0
TTC32,0
PPAPDC2,0
NSMCE4A,0
CLDN11,0
NT5C3B,0
TFCP2,0
IL10RA,0
EHBP1L1,0
SRR,0
EPS8L2,0
NUBP2,0
ACO1,0
PPM1F,0
APOL3,0
AAED1,0
YIPF3,0
C11orf24,0
RCN2,0
LETM2,0
TMEM71,0
STAT2,0
ABCC3,0
CEP78,0
ZNF831,0
C19orf25,0
PRSS23,0
GNS,0
SGTB,0
FAM58A,0
S100PBP,0
SLC12A9,0
PAQR7,0
BCL10,0
CSNK2A3,0
PIGC,0
JOSD1,0
HSD17B7,0
ST14,0
ZC3H12A,0
REXO2,0
GSTM4,0
NARG2,0
SNW1,0
BROX,0
ZNF551,0
FBXW4,0
TNPO1,0
GLE1,0
PRPF40A,0
NPHP3,0
DHX9,0
KIAA0020,0
ZNF789,0
TIMM21,0
PHF20,0
ZNF600,0
SIRT1,0
GAB3,0
CRYZ,0
GOT1,0
CACNA2D4,0
SFXN5,0
CORO7-PAM16,0
SLC39A3,0
PPP4R2,0
TFEC,0
SH2D1B,0
APOBEC3H,0
MEA1,0
CTC-487M23.8,0
C3orf14,0
ATXN7L1,0
WRB,0
C9orf117,0
BTBD19,0
CCDC43,0
CDCP1,0
MAP1S,0
PRKCZ,0
PUS7L,0
ABCD3,0
TLDC1,0
EIF2B5,0
SMYD3,0
DHX16,0
UTP20,0
WIZ,0
KLC4,0
C22orf39,0
FLJ00104,0
JMJD8,0
ANXA6,0
NBAS,0
DHRS7,0
B3GAT1,0
BCL7C,0
ACE,0
SLC37A2,0
NUGGC,0
TXNDC15,0
ZNF318,0
IGHMBP2,0
TCP11L1,0
SHMT1,0
G3BP1,0
SCARB2,0
TMEM189,0
NCBP1,0
NDUFB8,0
SNX19,0
EGLN3,0
FEZ2,0
SIRT6,0
CSNK2A1,0
IGLC3,0
BRD4,0
MAP3K8,0
IMP4,0
C19orf54,0
EEA1,0
ALDH1B1,0
AMY2B,0
KIAA0930,0
LSM7,0
FAM129A,0
NUDT15,0
FLVCR2,0
RFX3,0
SGMS1,0
SFMBT1,0
ZNF408,0
NUP88,0
TMEM106A,0
UBXN2B,0
KIR3DL2,0
HELLS,0
RP11-603J24.9,0
TMEM5,0
LONP2,0
KLF4,0
UBE4A,0
AP1B1,0
ZC3H18,0
KIF23,0
CLECL1,0
TARDBP,0
ZNF333,0
ICK,0
NAT1,0
TNFRSF18,0
TMCC1,0
TNFSF9,0
TBCB,0
LXN,0
PDLIM1,0
USMG5,0
