,Feature,Importance
6441,PRMT7,0.0
5836,RFNG,0.0
5837,RASGEF1A,0.0
6440,TIFA,0.0
6439,EME2,0.0
6438,THBD,0.0
6437,PAFAH1B2,0.0
6436,UBE2M,0.0
6435,ZRSR2,0.0
6433,MBOAT7,0.0
6432,FSCN1,0.0
6431,DHODH,0.0
6430,BCOR,0.0
6429,TMEM120A,0.0
6428,RNF25,0.0
6427,DOCK2,0.0
5839,PHTF2,0.0
6426,TEX10,0.0
6425,PLXNA1,0.0
6424,CORO1C,0.0
6423,CYBB,0.0
6422,F13A1,0.0
5840,PRADC1,0.0
6421,TUBB2B,0.0
6493,TBL3,0.0
6495,HDDC3,0.0
5777,GPR107,0.0
6556,NLRP1,0.0
6566,PHLDA2,0.0
6565,IFNAR1,0.0
6564,ZNF268,0.0
6563,POLD3,0.0
6562,FAM134A,0.0
5791,KPNA3,0.0
6561,TM6SF1,0.0
6560,KLRC1,0.0
6559,LARS,0.0
6558,GCLC,0.0
6557,LRRFIP2,0.0
5792,WDR3,0.0
5793,EEF1E1,0.0
5790,KPNA6,0.0
5794,ALG12,0.0
5795,CTSK,0.0
6555,C1GALT1,0.0
6554,TMEM254,0.0
6553,ZNF692,0.0
6552,N4BP2L1,0.0
5796,DAB2,0.0
6551,KMO,0.0
5797,GSAP,0.0
6549,ARSG,0.0
5798,EXOC6B,0.0
5799,ASB1,0.0
6567,MORF4L1,0.0
6569,SKA1,0.0
6496,RECQL5,0.0
5785,GPSM2,0.0
5778,RPN2,0.0
5779,GPANK1,0.0
5780,AP1M1,0.0
6587,SHARPIN,0.0
6586,SLC35E1,0.0
6585,CCT5,0.0
6584,GTF3C5,0.0
5781,BCR,0.0
5782,CEP89,0.0
6583,HMGB2,0.0
6582,E2F5,0.0
6581,TENM1,0.0
5786,HIST1H2AC,0.0
6570,FAM45A,0.0
6580,TRAPPC2P1,0.0
6579,DHRS7B,0.0
6578,NDUFA4,0.0
5788,C19orf70,0.0
6577,DNAJC11,0.0
6576,SLC27A2,0.0
6575,SSU72,0.0
6574,ILK,0.0
6573,AP4M1,0.0
5789,FAM3A,0.0
6572,ABCB7,0.0
6571,MPV17L2,0.0
6548,WIPI2,0.0
6547,DHX58,0.0
6546,POR,0.0
6508,LOXL3,0.0
6519,TMPRSS3,0.0
6518,TRMT13,0.0
6517,CDKL1,0.0
6515,ADRM1,0.0
5809,UBE2E3,0.0
5810,PRKAG1,0.0
6514,C9orf38,0.0
6513,CDC45,0.0
6512,PSMG1,0.0
6511,LETMD1,0.0
6510,CD151,0.0
5811,TBC1D24,0.0
5812,TMEM186,0.0
6545,OSGIN2,0.0
6507,RP11-321N4.5,0.0
6506,WDR34,0.0
6505,ZNF714,0.0
5813,ZBTB37,0.0
6503,CAMK1D,0.0
6502,SIGMAR1,0.0
6501,ZNF224,0.0
5815,DGCR14,0.0
6500,SLC38A7,0.0
6499,ZNF780B,0.0
6498,KIAA1919,0.0
6497,LIG4,0.0
6520,PYGB,0.0
5808,UQCRC1,0.0
5806,YTHDF3,0.0
6522,SLC25A12,0.0
6544,CD226,0.0
6543,LAS1L,0.0
5800,WDR46,0.0
6542,WDR76,0.0
6541,MAT2B,0.0
6540,UPK3BL,0.0
5801,SPI1,0.0
6539,HIBCH,0.0
5802,EMC8,0.0
6538,SMIM12,0.0
6536,BRF1,0.0
6535,NCOA7,0.0
6534,KIR2DL4,0.0
6533,CLCN6,0.0
5803,RFC5,0.0
6532,DERL3,0.0
6531,HAUS1,0.0
5804,ANXA2R,0.0
6530,EIF2B4,0.0
6529,TRMT6,0.0
6528,PTTG1,0.0
6527,NTMT1,0.0
5805,MOB3B,0.0
6524,ZNF621,0.0
6523,ARAP2,0.0
6374,BBX,0.0
0,SMURF2,0.0
7421,UBE2R2,0.0
9172,APP,0.0
9195,IGHG1,0.0
9196,RAB5A,0.0
9197,SLC39A10,0.0
9198,IGFBP7,0.0
9199,GPR171,0.0
9202,NOL9,0.0
9205,FAR2,0.0
9206,KIAA1731,0.0
9207,SDHD,0.0
9208,MTMR6,0.0
9210,LCOR,0.0
9211,PJA2,0.0
9212,AGAP6,0.0
9213,NDC80,0.0
9214,VBP1,0.0
9194,NAGA,0.0
9193,PRPF39,0.0
9192,PFKP,0.0
9181,C1orf122,0.0
9174,SMTN,0.0
9175,NFYA,0.0
9176,CDK19,0.0
9178,KLF3,0.0
9179,LIN37,0.0
9180,C15orf38-AP3S2,0.0
9182,ZBTB21,0.0
9191,ARSB,0.0
9183,IFIT2,0.0
9184,EIF1B,0.0
9185,FCHO2,0.0
9186,ASB8,0.0
9189,NAPB,0.0
9190,SLC25A26,0.0
9215,MGST2,0.0
9216,CTDSPL2,0.0
9218,DNAJC1,0.0
9246,ACO1,0.0
9240,ZNF598,0.0
9241,MKKS,0.0
9242,UQCRFS1,0.0
9243,GYG1,0.0
9244,EPS8L2,0.0
9245,NUBP2,0.0
9247,PPM1F,0.0
9238,GMPPB,0.0
9248,APOL3,0.0
9251,AAED1,0.0
9252,SRR,0.0
9253,YIPF3,0.0
9254,RCN2,0.0
9255,LETM2,0.0
9239,CMKLR1,0.0
9237,RRP36,0.0
9219,POLRMT,0.0
9226,PTS,0.0
9220,YWHAG,0.0
9221,ITPKB,0.0
9222,FZR1,0.0
9223,C1QA,0.0
9224,TSR3,0.0
9225,R3HCC1L,0.0
9228,MKRN1,0.0
9235,TBC1D22B,0.0
9229,EID1,0.0
9230,LMNB2,0.0
9231,PPAT,0.0
9232,ACP6,0.0
9233,PRIM2,0.0
9234,TBC1D19,0.0
9173,TMEM127,0.0
9171,ISG20,0.0
9257,PTBP1,0.0
9170,CYLD,0.0
9113,HSD17B12,0.0
9114,CSF2RA,0.0
9115,FLAD1,0.0
9116,INF2,0.0
9117,PER2,0.0
9118,THOC1,0.0
9119,KIAA0355,0.0
9120,PHLDB3,0.0
9121,DZIP3,0.0
9122,SBF2,0.0
9124,FAM105A,0.0
9125,TECPR1,0.0
9126,PPP3CB,0.0
9127,MCUR1,0.0
9128,SKIL,0.0
9111,PTK2,0.0
9110,NAA20,0.0
9109,GNA12,0.0
9095,BARD1,0.0
9089,RBM28,0.0
9090,DKC1,0.0
9091,ITGAM,0.0
9092,YWHAE,0.0
9093,PCK2,0.0
9094,MVD,0.0
9096,SUCLG2,0.0
9107,TRMT5,0.0
9098,ELF4,0.0
9100,SPC25,0.0
9102,ZCCHC17,0.0
9103,SLC29A1,0.0
9105,INPP5E,0.0
9106,NDUFS2,0.0
9129,USB1,0.0
9130,STK17A,0.0
9131,TSACC,0.0
9160,TOMM22,0.0
9151,PTRH2,0.0
9152,ADK,0.0
9153,POMC,0.0
9155,WRAP53,0.0
9156,CCDC122,0.0
9157,PXN,0.0
9161,TMEM87A,0.0
9149,VKORC1L1,0.0
9162,CEP152,0.0
9163,MSR1,0.0
9164,NCK1,0.0
9166,EIF4EBP1,0.0
9168,POM121,0.0
9169,SS18L1,0.0
9150,CD82,0.0
9148,SLC2A3,0.0
9132,QPCTL,0.0
9139,SRSF4,0.0
9133,SLC25A45,0.0
9134,B3GNT5,0.0
9135,MAEA,0.0
9136,JAK1,0.0
9137,CRIPT,0.0
9138,CD8A,0.0
9140,SERGEF,0.0
9147,TOR1AIP2,0.0
9141,RRAGC,0.0
9142,SH2D3C,0.0
9143,SLC26A2,0.0
9144,CLK3,0.0
9145,POGZ,0.0
9146,TASP1,0.0
9256,PI4KB,0.0
9258,ZNF548,0.0
9086,MINOS1,0.0
9345,CHCHD2,0.0
9368,C19orf35,0.0
9369,MMADHC,0.0
9371,SLC16A1,0.0
9372,FAF2,0.0
9373,POLK,0.0
9374,CXCL16,0.0
9375,DTD1,0.0
9376,INTS5,0.0
9377,SIPA1,0.0
9378,CPT2,0.0
9379,ZC3H8,0.0
9380,TMEM179B,0.0
9381,VPS36,0.0
9382,MYEOV2,0.0
9385,TNRC18,0.0
9367,IRAK2,0.0
9366,CASK,0.0
9365,SNRNP40,0.0
9355,ETNK1,0.0
9348,SPP1,0.0
9349,FOXM1,0.0
9350,ARL4D,0.0
9351,TOE1,0.0
9352,PNP,0.0
9353,TJAP1,0.0
9356,PRELID1,0.0
9364,SLC39A8,0.0
9357,RABEP2,0.0
9358,NAT10,0.0
9359,CSTB,0.0
9360,SACS,0.0
9361,GCA,0.0
9363,IRAK4,0.0
9386,EPG5,0.0
9387,OXSM,0.0
9388,SFXN4,0.0
9416,LRWD1,0.0
9409,TNFRSF1A,0.0
9410,HGSNAT,0.0
9411,TMTC3,0.0
9412,MFNG,0.0
9414,PRKX,0.0
9415,TCEB1,0.0
9417,VAMP7,0.0
9407,FES,0.0
9418,INSIG2,0.0
9419,TPR,0.0
9421,PDHX,0.0
9422,TRMT61A,0.0
9423,RP11-1212A22.4,0.0
9425,XPNPEP1,0.0
9408,DHFR,0.0
9406,FKRP,0.0
9390,HOOK2,0.0
9397,DLGAP5,0.0
9391,SPIN2B,0.0
9392,GSTM2,0.0
9393,AKIP1,0.0
9394,GIT1,0.0
9395,COMMD8,0.0
9396,ZNF614,0.0
9398,CDKN2AIP,0.0
9405,ANKRD26,0.0
9399,FAM83G,0.0
9400,PCBD2,0.0
9401,PHF5A,0.0
9402,MGMT,0.0
9403,TRAV1-2,0.0
9404,MAD1L1,0.0
9347,CTLA4,0.0
9344,CEBPD,0.0
9259,TMEM71,0.0
9343,RANBP3,0.0
9281,CLDN11,0.0
9283,SIRPG,0.0
9284,NT5C3B,0.0
9285,ZNF831,0.0
9286,EHBP1L1,0.0
9287,C19orf25,0.0
9288,BROX,0.0
9290,TNPO1,0.0
9292,GLE1,0.0
9293,PRPF40A,0.0
9294,NPHP3,0.0
9295,DHX9,0.0
9296,ZNF551,0.0
9297,KIAA0020,0.0
9298,TIMM21,0.0
9280,NSMCE4A,0.0
9279,PPAPDC2,0.0
9278,TTC32,0.0
9267,AC119673.1,0.0
9260,STAT2,0.0
9261,ABCC3,0.0
9262,CEP78,0.0
9263,C11orf24,0.0
9265,GABARAPL1,0.0
9266,TFCP2,0.0
9268,ATP1B1,0.0
9275,ATP5I,0.0
9269,RAD51AP1,0.0
9270,CD300LF,0.0
9271,LRRC25,0.0
9272,HERC6,0.0
9273,HSPA13,0.0
9274,RNF114,0.0
9299,PHF20,0.0
9300,ZNF600,0.0
9301,SIRT1,0.0
9334,SLC27A4,0.0
9327,STAM,0.0
9328,PRSS23,0.0
9329,ATP11B,0.0
9330,MST4,0.0
9331,ARID5A,0.0
9333,TOR1A,0.0
9335,NOA1,0.0
9325,REXO2,0.0
9337,GALNT6,0.0
9338,BCL2L11,0.0
9339,ZNF587B,0.0
9340,KIF13B,0.0
9341,RFFL,0.0
9342,NADSYN1,0.0
9326,GSTM4,0.0
9322,ST14,0.0
9302,GAB3,0.0
9311,SGTB,0.0
9303,PBXIP1,0.0
9304,CRYZ,0.0
9305,EIF3J,0.0
9306,ZNF789,0.0
9308,PIGC,0.0
9309,NARG2,0.0
9312,FAM58A,0.0
9320,HSD17B7,0.0
9313,S100PBP,0.0
9314,SLC12A9,0.0
9315,PAQR7,0.0
9317,GNS,0.0
9318,CSNK2A3,0.0
9319,JOSD1,0.0
9088,SLC11A1,0.0
9085,PHF21A,0.0
9427,OCIAD1,0.0
8836,SLC39A3,0.0
8857,ACE,0.0
8860,C19orf54,0.0
8861,EEA1,0.0
8862,NFATC1,0.0
8863,ALDH1B1,0.0
8864,AMY2B,0.0
8865,KIAA0930,0.0
8867,LSM7,0.0
8868,NUDT15,0.0
8869,FLVCR2,0.0
8870,RFX3,0.0
8871,STAU1,0.0
8872,SGMS1,0.0
8873,SFMBT1,0.0
8874,ZNF408,0.0
8856,PUS7L,0.0
8855,BCL7C,0.0
8854,ARHGAP35,0.0
8845,CTC-487M23.8,0.0
8839,TFEC,0.0
8840,SH2D1B,0.0
8841,APOBEC3H,0.0
8842,MEA1,0.0
8843,CORO7-PAM16,0.0
8844,TLE3,0.0
8846,ATXN7L1,0.0
8853,KBTBD2,0.0
8847,WRB,0.0
8848,C9orf117,0.0
8849,TSTD1,0.0
8850,BTBD19,0.0
8851,CCDC43,0.0
8852,CDCP1,0.0
8875,SRP72,0.0
8876,FAM129A,0.0
8877,IGLC3,0.0
8914,NUP160,0.0
8905,PALB2,0.0
8906,PAPSS2,0.0
8907,TRAF3IP2,0.0
8908,ZNF319,0.0
8909,PMPCB,0.0
8912,URB1,0.0
8916,UBR3,0.0
8900,ZNF726,0.0
8917,TRIM69,0.0
8918,TMEM180,0.0
8919,SREBF2,0.0
8920,DDRGK1,0.0
8921,POLA1,0.0
8922,TRAV8-2,0.0
8903,FAM19A2,0.0
8899,UBXN2B,0.0
8878,TMEM189,0.0
8889,NUGGC,0.0
8879,CSNK2A1,0.0
8880,TXNDC15,0.0
8882,ZNF318,0.0
8883,IGHMBP2,0.0
8885,TCP11L1,0.0
8887,G3BP1,0.0
8890,SCARB2,0.0
8898,UBE2L6,0.0
8891,NCBP1,0.0
8892,NDUFB8,0.0
8894,SNX19,0.0
8895,EGLN3,0.0
8896,FEZ2,0.0
8897,SIRT6,0.0
8838,PPP4R2,0.0
8835,MAP1S,0.0
8925,ACSS2,0.0
8834,CALCOCO1,0.0
8776,SRD5A3,0.0
8777,APEX1,0.0
8778,SPICE1,0.0
8779,PRKACA,0.0
8780,C19orf43,0.0
8781,PDDC1,0.0
8782,PIGH,0.0
8783,IDI1,0.0
8784,TEX30,0.0
8785,UBE2I,0.0
8786,ZNF816,0.0
8787,WDR62,0.0
8789,PCMT1,0.0
8790,FAM177A1,0.0
8792,RAD51D,0.0
8775,BMF,0.0
8774,SETBP1,0.0
8773,RP11-977G19.10,0.0
8764,ZNF333,0.0
8757,KLF4,0.0
8758,UBE4A,0.0
8759,KIR3DL2,0.0
8760,AP1B1,0.0
8761,KIF23,0.0
8762,CLECL1,0.0
8765,ICK,0.0
8772,YAE1D1,0.0
8766,NAT1,0.0
8767,COX14,0.0
8768,TNFSF9,0.0
8769,UMPS,0.0
8770,CCDC180,0.0
8771,MAP4K1,0.0
8793,MICAL3,0.0
8794,ZNF202,0.0
8795,C10orf88,0.0
8824,ANXA6,0.0
8818,UTP20,0.0
8819,WIZ,0.0
8820,ABCD3,0.0
8821,KLC4,0.0
8822,FLJ00104,0.0
8823,JMJD8,0.0
8826,NBAS,0.0
8816,SMYD3,0.0
8827,NUDT19,0.0
8828,DHRS7,0.0
8829,B3GAT1,0.0
8830,C22orf39,0.0
8831,PRKCZ,0.0
8833,C3orf14,0.0
8817,DHX16,0.0
8815,EIF2B5,0.0
8796,ELAVL1,0.0
8805,AAR2,0.0
8797,CEP120,0.0
8798,RBM23,0.0
8800,DMXL2,0.0
8802,HOPX,0.0
8803,LRRC37A3,0.0
8804,ZNRF1,0.0
8806,COPZ1,0.0
8814,TLDC1,0.0
8807,NBPF8,0.0
8808,NOP58,0.0
8809,LRRC59,0.0
8811,TMEM106A,0.0
8812,SLC37A2,0.0
8813,NUP88,0.0
8923,PUS3,0.0
8926,ZNF45,0.0
9084,MEF2BNB-MEF2B,0.0
9007,TM7SF2,0.0
9028,ANGPT2,0.0
9029,TBC1D4,0.0
9030,FAM156B,0.0
9031,ERCC2,0.0
9032,WDHD1,0.0
9033,PTPRJ,0.0
9034,NOL10,0.0
9035,CCDC22,0.0
9036,MKI67IP,0.0
9037,ADTRP,0.0
9039,PPAP2A,0.0
9041,CCDC7,0.0
9042,DGKQ,0.0
9043,RP11-552F3.12,0.0
9044,NEDD9,0.0
9027,CACUL1,0.0
9026,RBBP9,0.0
9025,CDKN2A,0.0
9016,DCAF7,0.0
9009,MTFR1L,0.0
9011,BCL7B,0.0
9012,VPS4A,0.0
9013,ABHD2,0.0
9014,BPGM,0.0
9015,GNB4,0.0
9017,HMGXB3,0.0
9024,TPI1,0.0
9018,AXIN1,0.0
9019,CUL3,0.0
9020,LAMTOR1,0.0
9021,NACC1,0.0
9022,PARP6,0.0
9023,BNIP3L,0.0
9045,PCTP,0.0
9046,PURA,0.0
9047,CYP2D6,0.0
9075,CWC15,0.0
9069,GOT1,0.0
9070,DNAJC19,0.0
9071,C17orf85,0.0
9072,IGHV1-2,0.0
9073,SYNGR2,0.0
9074,MAVS,0.0
9076,PGM3,0.0
9067,SFXN5,0.0
9077,CD8B,0.0
9078,CHMP5,0.0
9079,C17orf66,0.0
9080,CACYBP,0.0
9082,FASN,0.0
9083,CLASRP,0.0
9068,CACNA2D4,0.0
9066,C9orf78,0.0
9048,TMEM14A,0.0
9055,PGAP3,0.0
9049,ZBTB32,0.0
9050,UIMC1,0.0
9051,UHRF1BP1,0.0
9052,RGL1,0.0
9053,PRPF4B,0.0
9054,TLR2,0.0
9056,TOR3A,0.0
9065,IMPDH2,0.0
9057,PPP3CC,0.0
9059,SLC15A3,0.0
9060,P2RX7,0.0
9061,PLCXD1,0.0
9062,NUP54,0.0
9063,MTUS1,0.0
9008,CHIC2,0.0
9006,FAM65B,0.0
8927,SNAPIN,0.0
9005,MANF,0.0
8947,NACC2,0.0
8948,GPAT2,0.0
8949,PANK4,0.0
8950,SLC4A2,0.0
8951,QPRT,0.0
8952,GBF1,0.0
8953,ZNF688,0.0
8954,TRAPPC6B,0.0
8955,CAPZB,0.0
8956,SIRT5,0.0
8957,RDX,0.0
8958,BOLA1,0.0
8960,ZNF700,0.0
8961,CEP350,0.0
8962,SNX11,0.0
8946,PROSER1,0.0
8945,CD69,0.0
8944,STK32C,0.0
8935,VEGFA,0.0
8928,RABAC1,0.0
8929,UBE2W,0.0
8930,ISG15,0.0
8931,FADS1,0.0
8932,GMPR2,0.0
8933,C12orf66,0.0
8936,RBL2,0.0
8943,TMCO4,0.0
8937,PIGS,0.0
8938,ATP1A3,0.0
8939,TEX264,0.0
8940,NCF2,0.0
8941,ENO3,0.0
8942,TRAV3,0.0
8963,ANP32E,0.0
8965,REST,0.0
8966,DUSP16,0.0
8996,AP3S1,0.0
8988,FAM21C,0.0
8990,RNF20,0.0
8991,LTA4H,0.0
8992,PNPLA7,0.0
8993,ASNA1,0.0
8994,SRRM1,0.0
8997,LRRC8A,0.0
8986,MYO1E,0.0
8998,CTSA,0.0
8999,FCGR2B,0.0
9000,PLOD1,0.0
9001,UBE3C,0.0
9002,DCAF17,0.0
9004,MSRA,0.0
8987,ATP13A2,0.0
8985,PIN4,0.0
8967,ZNF682,0.0
8975,MRTO4,0.0
8968,B4GALT1,0.0
8969,GTF2I,0.0
8971,C4orf48,0.0
8972,IER3IP1,0.0
8973,YBX1,0.0
8974,RYBP,0.0
8976,ISCA2,0.0
8984,FAM213B,0.0
8977,PMS2,0.0
8978,COX10,0.0
8979,MTHFR,0.0
8980,RMDN3,0.0
8981,MLH1,0.0
8983,PIK3R6,0.0
9426,NUDCD2,0.0
9428,NEIL2,0.0
7422,DENND4B,0.0
9828,DDAH2,0.0
9851,TBC1D13,0.0
9852,METTL4,0.0
9853,CIAPIN1,0.0
9854,BBS2,0.0
9855,CLEC5A,0.0
9856,NR4A1,0.0
9857,MCC,0.0
9859,TTC37,0.0
9861,TIMM8B,0.0
9862,CARD9,0.0
9863,HIST1H4E,0.0
9864,FAM172A,0.0
9865,EDC4,0.0
9866,ZFPL1,0.0
9867,MYH10,0.0
9849,SLC39A14,0.0
9848,LAG3,0.0
9847,CDC42SE1,0.0
9837,COX17,0.0
9830,WBP1L,0.0
9831,PARP1,0.0
9832,FUZ,0.0
9833,CPEB4,0.0
9834,NCOA1,0.0
9835,SPIN1,0.0
9838,CDK9,0.0
9846,FCGRT,0.0
9839,NGFRAP1,0.0
9840,SLC30A1,0.0
9841,GSTT1,0.0
9842,TYW5,0.0
9844,VSIG10,0.0
9845,TRIM25,0.0
9870,EIF2AK2,0.0
9871,NCOA6,0.0
9872,MTMR3,0.0
9906,FGGY,0.0
9899,ASXL2,0.0
9900,PRKAA1,0.0
9901,NXPE3,0.0
9902,CCNF,0.0
9904,LIMD1,0.0
9905,ADIPOR1,0.0
9907,C12orf75,0.0
9895,KLC1,0.0
9908,TSR1,0.0
9909,SPINT2,0.0
9910,TRIP11,0.0
9911,NEK7,0.0
9912,GOLGA4,0.0
9914,MCM3,0.0
9897,THOP1,0.0
9894,ATR,0.0
9874,ARHGAP1,0.0
9884,XIAP,0.0
9875,PLRG1,0.0
9876,UTP18,0.0
9878,TBC1D31,0.0
9881,COX19,0.0
9882,SNAPC1,0.0
9883,TMEM9,0.0
9885,ACOT13,0.0
9892,FAHD2A,0.0
9886,C12orf44,0.0
9887,ELP2,0.0
9888,WNK1,0.0
9889,FAM214A,0.0
9890,HLA-DMB,0.0
9891,THAP1,0.0
9829,SARS2,0.0
9827,POLR3D,0.0
9916,SEC22A,0.0
9826,ARFRP1,0.0
9766,CHML,0.0
9767,CDK5RAP1,0.0
9768,PPAN,0.0
9769,BPTF,0.0
9770,PHYH,0.0
9771,ERC1,0.0
9772,SNRPC,0.0
9773,LGALS3BP,0.0
9774,NTRK1,0.0
9775,MICU2,0.0
9777,HEATR3,0.0
9778,NUP188,0.0
9779,ZNF41,0.0
9781,SMIM20,0.0
9782,ADAM19,0.0
9765,DERA,0.0
9764,LILRA2,0.0
9763,SLC44A1,0.0
9754,HSCB,0.0
9745,PDSS1,0.0
9746,PQLC3,0.0
9748,DNAJC7,0.0
9751,TANK,0.0
9752,CTC-349C3.1,0.0
9753,STX16-NPEPL1,0.0
9755,ACTR3B,0.0
9762,SLC23A1,0.0
9756,RAB5B,0.0
9757,DFNB31,0.0
9758,MYBL1,0.0
9759,TSPAN2,0.0
9760,ZNF880,0.0
9761,GIMAP5,0.0
9784,MEN1,0.0
9785,ZNF595,0.0
9786,CLK4,0.0
9818,NEB,0.0
9811,CNNM3,0.0
9812,MIER1,0.0
9813,CXorf40A,0.0
9814,TIAL1,0.0
9815,NIP7,0.0
9817,PIEZO1,0.0
9819,G0S2,0.0
9809,MT1X,0.0
9820,DTL,0.0
9821,FDXR,0.0
9822,PRICKLE4,0.0
9823,STRN4,0.0
9824,RCOR1,0.0
9825,ICAM2,0.0
9810,SMYD2,0.0
9808,BBS4,0.0
9787,PCNA,0.0
9795,ACAT1,0.0
9788,HNRNPLL,0.0
9789,SMIM19,0.0
9790,MICB,0.0
9792,INPP5F,0.0
9793,PPP2R1B,0.0
9794,C1orf50,0.0
9796,GMNN,0.0
9807,C1orf123,0.0
9797,U2SURP,0.0
9798,MYO15B,0.0
9799,GK5,0.0
9800,CDC34,0.0
9803,CHCHD5,0.0
9804,RCBTB2,0.0
9915,TMA16,0.0
9917,ZNF286A,0.0
9743,NR2C1,0.0
9999,NOP14,0.0
10021,IL9R,0.0
10022,QSOX1,0.0
10024,THEMIS2,0.0
10025,ZNF490,0.0
10026,PTPN11,0.0
10027,AVL9,0.0
10028,IQCB1,0.0
10030,C14orf93,0.0
10031,SEC22C,0.0
10032,CD70,0.0
10033,PEX14,0.0
10034,SCYL3,0.0
10036,RBMX2,0.0
10037,CEP85L,0.0
10038,RELA,0.0
10020,TTC24,0.0
10019,EOGT,0.0
10017,GLUD2,0.0
10008,ALOX5AP,0.0
10001,CETN2,0.0
10002,IP6K1,0.0
10003,ZBTB11,0.0
10004,CHM,0.0
10006,ARL6IP6,0.0
10007,CMTR2,0.0
10009,C11orf1,0.0
10016,TPST2,0.0
10010,CHCHD7,0.0
10011,PDE4B,0.0
10012,TTC27,0.0
10013,OAS2,0.0
10014,CLTC,0.0
10015,ITSN2,0.0
10039,AGA,0.0
10040,ST8SIA1,0.0
10041,SEC24D,0.0
10072,NDEL1,0.0
10065,PEX10,0.0
10066,CPSF6,0.0
10067,CHMP1B,0.0
10068,MFSD1,0.0
10069,SRPRB,0.0
10071,STMN1,0.0
10073,KCTD5,0.0
10062,TBK1,0.0
10074,REC8,0.0
10075,ZNF567,0.0
10076,ZNF829,0.0
10078,PA2G4,0.0
10079,FAM117B,0.0
10080,RBM12,0.0
10063,PNPLA2,0.0
10061,NBPF1,0.0
10042,SCRN3,0.0
10051,MALSU1,0.0
10043,SLC39A13,0.0
10044,MBTD1,0.0
10046,C12orf10,0.0
10047,RPF2,0.0
10048,MAPRE2,0.0
10049,LAMP2,0.0
10052,SPAG7,0.0
10060,CAPN1,0.0
10053,VDAC1,0.0
10054,GIMAP8,0.0
10055,LYRM5,0.0
10056,OSBPL10,0.0
10057,PRKCD,0.0
10058,FOXP4,0.0
10000,ARNTL,0.0
9997,TOMM5,0.0
9918,TROVE2,0.0
9996,TRMT2A,0.0
9939,PPP1R35,0.0
9940,FAM115A,0.0
9941,PEAK1,0.0
9942,C1orf109,0.0
9943,UBR2,0.0
9944,MTHFS,0.0
9945,PI4K2B,0.0
9946,TELO2,0.0
9947,CSNK1E,0.0
9948,COG1,0.0
9949,DLEU1,0.0
9950,CTPS1,0.0
9951,SLC25A14,0.0
9952,CDK16,0.0
9953,ATP2C1,0.0
9938,STAB1,0.0
9937,SPATA2,0.0
9934,HARS,0.0
9925,BACH2,0.0
9919,IFIT3,0.0
9920,MLEC,0.0
9921,FAR1,0.0
9922,BCAP31,0.0
9923,IFI30,0.0
9924,ARRB1,0.0
9926,HIST1H4J,0.0
9933,SORL1,0.0
9927,EIF2B3,0.0
9928,C5AR1,0.0
9929,YIPF2,0.0
9930,CYB5A,0.0
9931,ZNF124,0.0
9932,C4orf27,0.0
9954,CD27,0.0
9955,UBE2G1,0.0
9958,GATC,0.0
9987,TK2,0.0
9981,CCDC138,0.0
9982,CPM,0.0
9983,IRAK3,0.0
9984,TUBE1,0.0
9985,KPNA4,0.0
9986,TYW3,0.0
9988,ZNF581,0.0
9979,UBL3,0.0
9989,COX5A,0.0
9991,FDX1L,0.0
9992,SLC23A2,0.0
9993,C9orf64,0.0
9994,OSTM1,0.0
9995,ZMAT1,0.0
9980,TCF4,0.0
9978,ABHD4,0.0
9959,EIF2S1,0.0
9968,CTD-2192J16.22,0.0
9960,THOC3,0.0
9962,BLVRA,0.0
9963,CPNE2,0.0
9964,IGHV1-8,0.0
9966,LPCAT2,0.0
9967,TMEM184B,0.0
9969,UTP3,0.0
9977,LRCH3,0.0
9970,LRP5L,0.0
9971,PLGLB2,0.0
9972,ELP6,0.0
9973,DHCR24,0.0
9974,CHUK,0.0
9976,NPC2,0.0
9744,ABHD13,0.0
9742,MSH3,0.0
9429,EIF3I,0.0
9505,C12orf42,0.0
9527,LYZ,0.0
9529,EMG1,0.0
9530,TBC1D3H,0.0
9531,TCTN2,0.0
9532,TRIB3,0.0
9533,RAD1,0.0
9534,SLC12A7,0.0
9535,BOLA3,0.0
9536,TMEM9B,0.0
9537,LTA,0.0
9538,BCKDHA,0.0
9539,VRK3,0.0
9540,TPK1,0.0
9541,MAP2K4,0.0
9542,FAM173A,0.0
9526,TMEM200B,0.0
9525,TIMM22,0.0
9524,TNFRSF10D,0.0
9514,SLC25A33,0.0
9508,GSTCD,0.0
9509,OSBPL2,0.0
9510,NRDE2,0.0
9511,ANKAR,0.0
9512,PIGO,0.0
9513,RANBP10,0.0
9515,AC007390.5,0.0
9523,KHNYN,0.0
9516,SNRK,0.0
9517,MAPK14,0.0
9518,MTIF3,0.0
9520,ZNF211,0.0
9521,CENPH,0.0
9522,GHRL,0.0
9544,NELL2,0.0
9545,ZNF568,0.0
9546,NBPF12,0.0
9575,MBNL1,0.0
9568,RSF1,0.0
9569,ARAP1,0.0
9571,RABL5,0.0
9572,FAM117A,0.0
9573,NFIA,0.0
9574,SRSF2,0.0
9576,TMEM222,0.0
9565,RP11-96O20.4,0.0
9577,PLEKHM2,0.0
9578,MFN1,0.0
9579,UHRF1BP1L,0.0
9580,SEC31B,0.0
9581,GSG2,0.0
9582,TRGC1,0.0
9566,ANAPC15,0.0
9564,BRD8,0.0
9547,UBE2Z,0.0
9554,SULT1A1,0.0
9548,NME1,0.0
