,Feature,Importance
3810,PTK2B,9.194992e-05
6797,SCAF4,9.160234e-05
3706,TMED2,9.1551316e-05
1910,GBP4,9.1110276e-05
4164,PCIF1,9.103654e-05
4981,WSB1,9.091033e-05
2176,DDX5,9.088414e-05
5844,ITGA4,9.0498266e-05
7809,TUBA1A,9.0420224e-05
869,CD3E,8.930518e-05
345,H2AFJ,8.929601e-05
8224,USO1,8.92051e-05
955,TRAPPC1,8.814019e-05
5532,HLA-E,8.782508e-05
6723,RNPS1,8.754686e-05
2876,COG3,8.7458015e-05
6003,DENND4A,8.702344e-05
2302,IRF1,8.69857e-05
2563,DBF4,8.690003e-05
6474,LEPROTL1,8.593306e-05
8024,LPAR2,8.5906606e-05
2550,P2RY8,8.554705e-05
8832,EIF4G2,8.549374e-05
7661,ARFGAP3,8.4969455e-05
5366,BRK1,8.421214e-05
2258,LCP1,8.417866e-05
5436,CLIP1,8.409111e-05
7627,CHD3,8.3913685e-05
7296,ANP32B,8.389664e-05
2205,C5orf56,8.321485e-05
3364,RAB2A,8.316434e-05
7584,BDP1,8.2923456e-05
6964,SMPD4,8.287123e-05
4431,BRD1,8.272728e-05
304,EIF5AL1,8.14169e-05
1457,UBE2J1,8.062889e-05
5669,OPTN,8.056319e-05
3186,PRRC2C,7.98363e-05
8750,FGD3,7.975609e-05
2201,CBWD6,7.960509e-05
1024,BTG1,7.864894e-05
4768,ZBTB25,7.740981e-05
3738,MED13,7.685341e-05
4025,HSP90AB1,7.647521e-05
8810,OSBPL9,7.641734e-05
7245,BRWD3,7.631615e-05
6857,TRAC,7.619901e-05
8300,CNST,7.5676166e-05
6471,HNRNPUL1,7.55822e-05
6775,DYNLRB1,7.547115e-05
8351,DDX19A,7.543928e-05
8825,TXNIP,7.515283e-05
6600,SF3B4,7.507324e-05
4891,CNBP,7.4087504e-05
2108,SMARCA5,7.347623e-05
9003,QARS,7.287034e-05
1503,SMG1,7.133743e-05
6326,BTF3,7.001636e-05
8257,NELFCD,6.991516e-05
7608,POLR2E,6.987946e-05
2990,FGD2,6.978831e-05
9316,BCL10,6.9602116e-05
9673,LMF2,6.956119e-05
5458,NDUFS6,6.917051e-05
1869,LIMS1,6.840149e-05
5472,CTNNBL1,6.835411e-05
9567,ZNF131,6.829526e-05
6680,SLC20A1,6.822884e-05
6459,SYNE1,6.822496e-05
6213,TGOLN2,6.810403e-05
4488,SPEN,6.767675e-05
377,ZYX,6.7449124e-05
5305,EPSTI1,6.740919e-05
1979,ACTB,6.717945e-05
7844,PIP4K2A,6.6901426e-05
3039,TMEM173,6.650882e-05
3075,NXF1,6.607489e-05
8185,DEDD,6.5986955e-05
915,SPDYE1,6.551005e-05
5187,PRPF40B,6.545662e-05
6156,NIPBL,6.5288805e-05
7142,MLXIP,6.5248576e-05
4992,UNC13D,6.497172e-05
3380,CAST,6.4884014e-05
2558,LMAN2,6.4586806e-05
5624,RNASEK,6.4434695e-05
5619,CCPG1,6.43349e-05
7473,CD2BP2,6.397699e-05
6379,NELFE,6.316672e-05
3802,TMX2,6.305839e-05
5996,PI4KA,6.2909676e-05
6245,HMGB1,6.2816216e-05
1627,THADA,6.231387e-05
3159,ARPC2,6.214271e-05
2537,C9orf142,6.202399e-05
3581,CALR,6.166338e-05
7648,KCNA3,6.153712e-05
3478,UFM1,6.1330895e-05
9715,CD3G,6.1329774e-05
9310,DDX17,6.127562e-05
8521,FRYL,6.0112638e-05
1061,PTPRCAP,5.9957558e-05
6830,TADA3,5.944817e-05
6803,FAM102A,5.922719e-05
9,FYB,5.9119786e-05
1806,THAP7,5.895604e-05
9961,CPNE1,5.863875e-05
3600,RNF38,5.852221e-05
2341,MALT1,5.8405225e-05
9384,TTC19,5.822112e-05
8121,GSTP1,5.8158614e-05
7654,AEBP2,5.8140497e-05
545,SNRNP200,5.7685946e-05
7123,TRAF1,5.746504e-05
7580,EVI2A,5.7370187e-05
4576,PIM2,5.7363013e-05
6701,MS4A1,5.7308018e-05
1347,RNF213,5.69611e-05
7406,UBA7,5.6257704e-05
4885,GPR183,5.5611235e-05
4728,CERS5,5.5242806e-05
8934,ALKBH7,5.5090055e-05
9101,PRDX2,5.507294e-05
2377,GNAS,5.484537e-05
862,C19orf66,5.4788325e-05
5373,RAC2,5.4513526e-05
5764,PIM1,5.434458e-05
907,AIM1,5.428542e-05
8356,PRMT2,5.3422464e-05
4918,GTF3A,5.340144e-05
9291,GON4L,5.336412e-05
5448,FOS,5.301273e-05
9783,POU2F2,5.2739768e-05
5290,ZNF276,5.2707488e-05
6697,COX7C,5.2256386e-05
4213,BCCIP,5.2100848e-05
3021,DNAJB14,5.1771825e-05
9613,GBP5,5.114418e-05
6748,ARCN1,5.071996e-05
5088,RNF149,5.062269e-05
6434,CREM,4.9786606e-05
9816,PTEN,4.9193248e-05
4602,MCTP2,4.9106475e-05
9187,EIF3G,4.906047e-05
5521,APOL2,4.890364e-05
5328,FYN,4.865813e-05
1447,TMEM50B,4.857112e-05
2083,SF1,4.84461e-05
1602,DHX8,4.828764e-05
565,RNASEK-C17orf49,4.649885e-05
5174,RBM8A,4.601872e-05
6473,ITCH,4.5963818e-05
3586,HMGN3,4.5815137e-05
10035,BBIP1,4.577939e-05
262,CCNC,4.566956e-05
1707,ORMDL1,4.563435e-05
1247,EIF5B,4.5399105e-05
853,ERP44,4.493031e-05
2177,CMTM7,4.4782548e-05
6516,PLEKHA2,4.473247e-05
2212,U2AF1,4.4319404e-05
7840,SRRM2,4.4312048e-05
9780,TOB1,4.4118042e-05
5115,MAT2A,4.4032968e-05
6217,SEC11A,4.3462394e-05
3126,NEDD8,4.3425425e-05
7198,SPTLC2,4.3341104e-05
10077,NUP210,4.3145075e-05
7774,PRPF31,4.2612613e-05
4310,CMTM6,4.247865e-05
1952,PCNXL2,4.2246036e-05
6603,C1QBP,4.181986e-05
5697,RP11-347C12.1,4.176886e-05
3817,TUBA4A,4.1541793e-05
7358,MAGOHB,4.1473548e-05
5197,RARRES3,4.1320793e-05
6997,SNRPA1,4.122456e-05
3409,STARD7,4.0866646e-05
684,USP33,4.0625924e-05
5740,CCL5,4.060143e-05
2975,ST6GALNAC6,4.011155e-05
2279,PIK3R1,3.9802744e-05
930,PGK1,3.96043e-05
8924,TOMM7,3.8844017e-05
6636,FTL,3.8736565e-05
3289,ANKRD36C,3.8712617e-05
7726,OAZ1,3.842097e-05
5674,NSD1,3.841407e-05
8534,LRPAP1,3.8270147e-05
8434,HLA-A,3.823485e-05
6383,FOXJ3,3.822841e-05
7140,CASC4,3.817566e-05
6041,WTAP,3.8168942e-05
4095,ZNF644,3.8153303e-05
4425,MED23,3.7413443e-05
2440,CYTH1,3.7169775e-05
919,TMEM59,3.690616e-05
10023,DCP2,3.689564e-05
7866,LOH12CR1,3.6838017e-05
917,STAG1,3.6648238e-05
8532,COMMD1,3.6001442e-05
6279,TRPM7,3.5678186e-05
2239,NUMB,3.520291e-05
1589,NPIPB5,3.4508295e-05
2864,ANKRD11,3.4477955e-05
10018,RBM17,3.4431625e-05
2428,LDHA,3.4335233e-05
2916,RREB1,3.4318586e-05
7419,PAK2,3.4311975e-05
5389,ADIPOR2,3.429138e-05
5040,ZFAND5,3.4120534e-05
6550,TRA2A,3.3540317e-05
8884,PAIP2,3.3499422e-05
1442,DGKZ,3.3364653e-05
7961,ITPR2,3.3344757e-05
1092,PARP15,3.3042346e-05
201,PDE4DIP,3.2885848e-05
9236,PPIG,3.2847904e-05
6595,CPSF7,3.284775e-05
6944,CCND2,3.270902e-05
2625,POLR2L,3.241842e-05
4922,SDF4,3.2302698e-05
3434,CEBPZ,3.185697e-05
5238,ARF1,3.157341e-05
285,TNKS2,3.130638e-05
7794,TMSB4X,3.119353e-05
4258,LY6E,3.0499064e-05
4626,TUBGCP6,3.0464014e-05
1660,GARS,3.0010911e-05
9038,PSMA2,2.9608556e-05
7415,NBPF20,2.8769662e-05
711,SOS1,2.8510507e-05
6537,IARS,2.8392104e-05
8728,UQCRC2,2.7893326e-05
1604,REL,2.7514996e-05
906,HIVEP2,2.7195012e-05
5051,UBBP4,2.6935437e-05
4287,PIK3IP1,2.6614185e-05
1184,HELZ,2.6432184e-05
3475,PPP1R15B,2.6227282e-05
5157,SLMO2,2.6136042e-05
6061,C1orf56,2.6039907e-05
5341,HLA-DQA2,2.5676727e-05
6645,WBP11,2.5449424e-05
6525,CHP1,2.520847e-05
4852,USP11,2.4522215e-05
1146,SATB1,2.4457442e-05
6708,WDR26,2.4221905e-05
7298,ABHD3,2.4202182e-05
8460,PCNXL4,2.4155286e-05
8401,MIF,2.4131457e-05
8858,BRD4,2.353645e-05
1801,TAGAP,2.3495395e-05
272,TBC1D10C,2.3249822e-05
1768,IRF8,2.2693644e-05
984,HINT1,2.2610802e-05
3290,EMB,2.2607283e-05
2118,BLOC1S6,2.2144417e-05
5297,PFKL,2.214158e-05
6023,LPP,2.2035061e-05
3625,PSAP,2.2008022e-05
6736,SON,2.1924756e-05
4712,SH2D2A,2.1897029e-05
4363,SBDS,2.1556169e-05
5074,CST7,2.1260676e-05
3026,EPS15,2.1194617e-05
4478,ZFP36,2.1042242e-05
3593,LTB,2.0508243e-05
3479,CSDE1,2.0335092e-05
9558,CNP,1.9850375e-05
5902,KLRC4,1.935071e-05
2358,STOM,1.9261117e-05
319,KLF6,1.9166597e-05
8421,ATP5G3,1.8952098e-05
1153,DNAJB6,1.8609218e-05
5939,ZNF451,1.8459976e-05
4751,NLRC5,1.8074294e-05
6293,HNRNPA1L2,1.7637594e-05
5558,SLC25A5,1.7371043e-05
3466,PDIA6,1.7271394e-05
7567,OSTF1,1.7264609e-05
5970,PAG1,1.7144439e-05
2291,UQCR11,1.7064172e-05
4387,PARK7,1.6959151e-05
9738,ZBTB38,1.685577e-05
2499,NUCB2,1.6441812e-05
6882,PIK3CD,1.630627e-05
755,EIF3F,1.6302674e-05
4430,MYL12B,1.6271531e-05
7155,DIP2A,1.5740288e-05
9123,DAZAP2,1.5489146e-05
5461,ADCY7,1.547415e-05
93,C1orf43,1.5236831e-05
324,PPP1R12A,1.43290945e-05
583,UQCRB,1.4314444e-05
7015,TTC17,1.3820151e-05
1882,CIRBP,1.37784955e-05
3563,VMP1,1.3590421e-05
6214,CERKL,1.3463546e-05
5729,XRCC6,1.3451258e-05
4127,IL21R,1.32468185e-05
4254,NRBP1,1.2560707e-05
2690,PNRC1,1.2521818e-05
1456,SS18,1.2121033e-05
587,CLPTM1,1.1890068e-05
5167,SMAP2,1.1449451e-05
7339,VCP,1.1031652e-05
7185,SECISBP2L,1.0924731e-05
1974,TRBC2,1.0556557e-05
6211,DIS3,1.0248762e-05
2485,GPX1,9.907785e-06
9413,ACAP1,9.842631e-06
6472,PRKCSH,9.621781e-06
6972,APOBEC3C,9.621335e-06
841,SCAF11,9.453452e-06
3236,ITGAL,9.133174e-06
4683,TAF7,8.791806e-06
6028,NACA,8.76003e-06
430,IL32,8.185466e-06
1215,ETS1,8.142393e-06
7423,CHD6,7.397516e-06
8253,TMC8,7.353605e-06
7489,PDCD1,7.2476114e-06
757,PCBP2,6.7246337e-06
3592,CRIP1,6.625944e-06
7023,ARHGAP9,6.4946944e-06
2923,R3HDM2,6.272658e-06
7695,C11orf58,6.2548816e-06
4924,NAPA,6.240265e-06
7008,SH2D1A,6.0058164e-06
9104,COLGALT1,5.9217487e-06
8015,DDX24,5.8439423e-06
9717,KANSL1,5.6822764e-06
5787,UPF2,5.528131e-06
3867,PER1,5.3872877e-06
2726,CLEC16A,4.6992377e-06
1907,ZNF292,4.5287634e-06
4192,CYTIP,4.504345e-06
779,ATP5E,4.367248e-06
566,FOSB,4.239171e-06
7135,ATP5A1,4.0966333e-06
3295,NAP1L4,3.8785442e-06
721,TMX1,3.8710164e-06
3520,NPEPPS,3.8573776e-06
2064,MLLT6,3.4435925e-06
8763,TARDBP,3.0102335e-06
8003,TMEM120B,2.7677102e-06
1359,AP2B1,2.3704097e-06
8036,DDX3X,2.3433647e-06
7728,BSG,2.0215389e-06
6385,UBB,1.7665557e-06
4122,MPHOSPH8,1.7058464e-06
3326,IFRD1,1.4348325e-06
9081,NAP1L1,1.2442347e-06
2672,ATP2B1,1.1213416e-06
5953,ARGLU1,1.0179061e-06
4674,NBPF16,1.0089221e-06
6859,MAPKAPK3,8.247498e-07
5904,KMT2A,6.3081154e-07
9058,KLRK1,4.5201568e-07
10029,DUSP2,4.4684202e-07
4026,TBL1XR1,3.898716e-07
6339,NBPF11,3.2654876e-07
1619,AL592284.1,3.189485e-07
5721,SQSTM1,2.1270439e-07
1890,HLA-DPB1,1.934257e-07
8902,EIF3E,1.8548731e-07
3935,RAB11FIP1,1.8355458e-07
2628,CCT8,8.115994e-08
4157,DBI,6.441181e-08
4561,CMC2,6.3277574e-09
7047,ALDH6A1,0.0
5603,OPA1,0.0
5586,TVP23C,0.0
7046,KIAA0319L,0.0
7048,WHSC1L1,0.0
7057,ISYNA1,0.0
5592,HSPE1,0.0
5590,MIS18A,0.0
5587,DGCR8,0.0
5588,ADAMTSL4,0.0
6968,ETHE1,0.0
5591,MAN1B1,0.0
6969,TMEM91,0.0
6953,ZNF253,0.0
6956,MIS12,0.0
5593,DHX57,0.0
5600,SDR39U1,0.0
6957,PTAR1,0.0
5563,GAS7,0.0
7054,CYHR1,0.0
7053,FAM21B,0.0
6958,SETD3,0.0
6959,CTD-2547L24.3,0.0
5562,PSMF1,0.0
6960,ZNF561,0.0
7052,DAK,0.0
5598,GALK1,0.0
5597,STARD8,0.0
6961,MED12,0.0
5596,GADD45A,0.0
6962,POLD4,0.0
6967,ZBTB49,0.0
6963,SSRP1,0.0
5595,HK1,0.0
7051,TMEM80,0.0
5561,SNX27,0.0
7050,YOD1,0.0
7049,JAGN1,0.0
5601,ARHGEF1,0.0
6955,RP11-383H13.1,0.0
6965,C4orf21,0.0
6966,PIK3C3,0.0
6954,AUH,0.0
7056,PPCS,0.0
5594,SIK2,0.0
5602,ATXN7L3,0.0
7013,CXCR4,0.0
6971,RNF13,0.0
5578,KCTD18,0.0
7001,P2RY14,0.0
7000,SHQ1,0.0
6999,CFDP1,0.0
7024,RAP1GDS1,0.0
7025,KIAA1683,0.0
7026,ARRDC3,0.0
6998,VAPB,0.0
5604,PHF8,0.0
5579,TMEM128,0.0
7002,AMT,0.0
7027,IPO9,0.0
5569,IFNGR2,0.0
5580,ZNF410,0.0
6996,ZHX3,0.0
5568,NOP9,0.0
7028,BHLHE40,0.0
6995,SGPP2,0.0
6994,PLEKHO1,0.0
7022,ARL17A,0.0
7003,PIGB,0.0
5564,SLC39A9,0.0
5571,NUTM2B,0.0
7014,KIAA1191,0.0
7016,CYSLTR1,0.0
5572,SMYD4,0.0
5573,GATSL3,0.0
5574,HAUS8,0.0
7011,MYO19,0.0
7010,FAM211A,0.0
7009,RPP25L,0.0
7018,NEU3,0.0
5570,THBS3,0.0
5575,LCORL,0.0
7019,NPIPA2,0.0
7007,PRR3,0.0
7006,FBXL4,0.0
7005,TMEM208,0.0
5576,EPB41,0.0
7020,PLP2,0.0
5577,ZNF426,0.0
7029,HGS,0.0
6993,BLOC1S4,0.0
6992,TNFRSF1B,0.0
7042,TOPORS,0.0
7038,TBC1D8B,0.0
6979,TRAPPC12,0.0
6978,KIAA1586,0.0
7039,MUL1,0.0
6977,ZNF586,0.0
7040,ZNF626,0.0
6976,METTL9,0.0
7041,CNOT2,0.0
7043,DPP9,0.0
7030,POLB,0.0
7044,USP16,0.0
7045,CCDC14,0.0
6975,C5orf63,0.0
6974,INPP5D,0.0
6973,ZNF525,0.0
5566,LSM4,0.0
5585,AGBL5,0.0
5565,AL353354.2,0.0
7037,MFSD8,0.0
6981,ORMDL2,0.0
5583,C14orf37,0.0
5567,GATAD2B,0.0
7031,CLIC4,0.0
7032,GPAA1,0.0
6991,TRIM13,0.0
6990,OSCAR,0.0
7033,KIFAP3,0.0
7034,ZNF286B,0.0
6989,COMMD6,0.0
6988,CAD,0.0
7035,STAG2,0.0
6987,AZI2,0.0
7036,RINT1,0.0
6986,CLTA,0.0
6985,FAM210A,0.0
6984,RNPEP,0.0
6983,AK4,0.0
6982,COPB2,0.0
5582,EXTL3,0.0
6980,TMEM60,0.0
6033,HUWE1,0.0
5605,UVRAG,0.0
5661,ZDHHC21,0.0
6842,ZNF143,0.0
6841,HERC3,0.0
6840,MPI,0.0
5657,ST6GAL1,0.0
5658,FAM134C,0.0
5659,DNAJC13,0.0
6839,ACSF2,0.0
6838,HILPDA,0.0
6837,TMEM86B,0.0
6836,ITGAV,0.0
6835,FDX1,0.0
5660,CCDC23,0.0
5662,NKAP,0.0
6825,LSM12,0.0
6832,ZNF384,0.0
5663,ZNF330,0.0
6831,PIGQ,0.0
5664,LRRCC1,0.0
6829,SMG7,0.0
5665,ST3GAL6,0.0
5666,MMD,0.0
5668,NHEJ1,0.0
6828,SLC52A2,0.0
6827,MICALL1,0.0
5670,THEM4,0.0
6826,CLPTM1L,0.0
6843,MIB2,0.0
5656,CALCOCO2,0.0
6844,OCEL1,0.0
6845,PDK2,0.0
5642,PPM1B,0.0
5643,JMY,0.0
5644,KRR1,0.0
6860,STAT6,0.0
5645,IGHM,0.0
5646,ATP6V1A,0.0
5647,TSPAN17,0.0
6858,GZF1,0.0
5648,SLC12A2,0.0
6856,SMAGP,0.0
6855,EXD3,0.0
5649,VAMP1,0.0
6854,ASCC3,0.0
5650,POLE,0.0
6853,WHSC1,0.0
6852,C9orf72,0.0
6851,STXBP4,0.0
5651,EHD3,0.0
6850,TIMP1,0.0
6849,CDIP1,0.0
5652,ZMAT2,0.0
6848,CTNNA1,0.0
6847,ANAPC11,0.0
5653,NFAT5,0.0
5655,DUSP10,0.0
5672,NAF1,0.0
5673,KIAA1429,0.0
5641,OGFRL1,0.0
6791,MAP1LC3A,0.0
5682,KIAA0141,0.0
5683,CCDC125,0.0
6799,UQCRH,0.0
6798,TMEM52B,0.0
5684,ALG6,0.0
5685,KATNAL1,0.0
6796,MSMO1,0.0
6795,SKP2,0.0
5686,PSMB6,0.0
6794,SLC25A24,0.0
6793,C5orf45,0.0
6792,CDK11A,0.0
6790,GUCD1,0.0
6824,SLC41A1,0.0
6789,TICAM1,0.0
5687,MORC4,0.0
6788,GSS,0.0
6787,LAMP1,0.0
6786,PGBD2,0.0
6785,TFB1M,0.0
6784,APBB3,0.0
5689,GNE,0.0
6783,TP53RK,0.0
5690,PHLDB1,0.0
5691,CYB5D1,0.0
5692,ARL13B,0.0
6801,ASAP1,0.0
6802,ADARB2,0.0
5681,CYP4V2,0.0
6804,TNFSF10,0.0
6823,CPED1,0.0
5675,BAG1,0.0
5676,ZMAT5,0.0
6822,CD72,0.0
6821,KIAA0907,0.0
6820,KLHL20,0.0
6819,CDCA7,0.0
6818,SLC25A16,0.0
6817,JDP2,0.0
6816,CDC20,0.0
6815,EDC3,0.0
6814,TNFSF13,0.0
6813,HAUS3,0.0
6812,DIABLO,0.0
6811,NFYC,0.0
5677,PSMC4,0.0
5678,TXN,0.0
6810,QPCT,0.0
6809,MCTP1,0.0
6808,SLC25A53,0.0
5679,FAM174A,0.0
6807,CDPF1,0.0
6806,UCHL3,0.0
6805,GALK2,0.0
5680,CTC-554D6.1,0.0
6862,SLC39A4,0.0
6863,ARPC4-TTLL3,0.0
6952,EXOSC5,0.0
6920,UPK3B,0.0
5614,DDB2,0.0
5615,RASA4B,0.0
6927,C19orf12,0.0
5616,AGPAT2,0.0
6926,TMEM67,0.0
6925,COPS5,0.0
5617,CCT6A,0.0
6924,ZSWIM8,0.0
6923,PRKRIR,0.0
5618,HMMR,0.0
6922,PEPD,0.0
6921,CALU,0.0
6919,ZNF549,0.0
6907,ZBTB40,0.0
7058,TSC1,0.0
6918,HOXB2,0.0
6917,NFS1,0.0
6916,HNRNPH1,0.0
5620,MTCH1,0.0
6914,APPL2,0.0
6913,GCHFR,0.0
5621,ARRDC1,0.0
6912,ARL15,0.0
6911,PSMG2,0.0
6910,MPP6,0.0
6909,RORA,0.0
5613,ZNF263,0.0
6928,ARHGEF3,0.0
5611,FAM214B,0.0
6929,PTGER2,0.0
5606,ATG5,0.0
6951,CAND1,0.0
6950,RTFDC1,0.0
6949,SFT2D1,0.0
6948,TCTN3,0.0
6947,SUMO3,0.0
5607,KIF21B,0.0
6946,EP300,0.0
6945,ADNP,0.0
5608,SPDYA,0.0
5609,CCDC142,0.0
6942,NAB1,0.0
6941,C7orf73,0.0
6940,PSMC2,0.0
6939,MAP7D1,0.0
6938,PACS2,0.0
6937,TMEM101,0.0
5610,TMEM14B,0.0
6936,NSMCE1,0.0
6935,TRAPPC5,0.0
6934,GTF2F2,0.0
6933,SYAP1,0.0
6932,WDR24,0.0
6931,ZNF655,0.0
6930,NCBP2,0.0
6908,SLC25A13,0.0
6906,PRR13,0.0
6864,CSF1,0.0
6875,P2RY11,0.0
6886,CARS,0.0
6885,PPIP5K1,0.0
6884,CCNL2,0.0
6883,TBC1D2,0.0
5635,FAM129C,0.0
6880,PUM1,0.0
6879,VTA1,0.0
6878,CBWD7,0.0
5636,SCMH1,0.0
5637,MKS1,0.0
6877,TAF1C,0.0
6876,TPMT,0.0
6874,TCEAL4,0.0
5622,PEX19,0.0
6873,DOLPP1,0.0
6872,TMEM251,0.0
6871,TMEM69,0.0
6870,TMEM183A,0.0
6869,TIMM9,0.0
6868,LITAF,0.0
6867,ARRDC2,0.0
5638,QDPR,0.0
5639,ZFAND1,0.0
6866,ZBED1,0.0
6865,PRDM2,0.0
5640,NAA38,0.0
6887,PLA2G6,0.0
6888,NDUFAF1,0.0
6889,EML3,0.0
6890,CMAS,0.0
6905,CNPY3,0.0
5623,FCF1,0.0
6904,SMC2,0.0
6903,ATG7,0.0
6902,MTERFD2,0.0
6901,CDK2AP1,0.0
5625,PEA15,0.0
6900,ZNF184,0.0
6899,EMC3,0.0
5626,NIPSNAP1,0.0
6898,CCR8,0.0
5627,ABHD15,0.0
5628,HMBS,0.0
5629,HK3,0.0
6897,C16orf91,0.0
5630,NDOR1,0.0
5631,CDAN1,0.0
6895,F5,0.0
5632,UBE2H,0.0
6894,GIPC1,0.0
6893,TBC1D8,0.0
5633,MCRS1,0.0
6892,MED4,0.0
5634,RAB37,0.0
6891,CTSS,0.0
5560,TANC2,0.0
5543,TSC22D1,0.0
7059,WDR91,0.0
5434,CSTA,0.0
7304,CCDC28A,0.0
7303,C6orf57,0.0
5426,CUL4B,0.0
7302,ZNF165,0.0
7301,ATP2B4,0.0
5427,STRA13,0.0
5428,ANKRD13A,0.0
5430,RBMS1,0.0
5431,RNPEPL1,0.0
7297,ZBED6,0.0
5432,FKTN,0.0
5433,ERGIC1,0.0
5435,SP4,0.0
7306,GGACT,0.0
5437,SLC38A9,0.0
5438,NUB1,0.0
5440,CDKN2C,0.0
7292,RANBP1,0.0
5442,WDR36,0.0
7291,TNFAIP8L1,0.0
7290,SCAMP4,0.0
7289,PAPSS1,0.0
5443,GPHN,0.0
7288,SWI5,0.0
7287,FBXO38,0.0
7286,TRAPPC4,0.0
7305,TMEM170A,0.0
7307,C8orf76,0.0
7060,GEN1,0.0
5416,ASCC2,0.0
7324,MPPE1,0.0
7323,GAB2,0.0
7322,KLHL22,0.0
5412,WDYHV1,0.0
7321,FAM72B,0.0
7320,PLCH2,0.0
7319,TXLNG,0.0
5413,STRBP,0.0
7318,FAM200B,0.0
7317,ZMIZ2,0.0
5414,TMEM79,0.0
5415,SERINC4,0.0
7315,OPA3,0.0
7308,AHI1,0.0
7314,DAPK2,0.0
5417,ENC1,0.0
5418,XPC,0.0
7311,HMGXB4,0.0
5419,PCGF3,0.0
5420,SNX12,0.0
5421,GDF11,0.0
5422,LAMTOR2,0.0
5424,CALM2,0.0
5425,TNFRSF12A,0.0
7310,FRMD4B,0.0
7309,RP5-966M1.6,0.0
7285,RLIM,0.0
7284,BST2,0.0
5444,CSTF1,0.0
5460,ORAOV1,0.0
5454,VPS53,0.0
7258,CDK4,0.0
7257,XPO6,0.0
5455,SUB1,0.0
5456,CDCA8,0.0
5457,RTN4IP1,0.0
7256,ARF4,0.0
7255,CIITA,0.0
7254,CNIH1,0.0
7253,POLM,0.0
5459,NDUFB7,0.0
7252,IL7R,0.0
7251,SHKBP1,0.0
5445,DDX59,0.0
7249,SRM,0.0
7248,TAF4B,0.0
5462,UBE2E2,0.0
5463,FBXL3,0.0
7246,IST1,0.0
5464,NSA2,0.0
5465,TIMM10B,0.0
7244,GTF2H3,0.0
7243,ZNF445,0.0
5466,MB21D1,0.0
7242,SETD4,0.0
7241,NFATC2,0.0
7259,GTPBP4,0.0
7260,LIAS,0.0
7261,ABCC11,0.0
5453,SERPINB6,0.0
7283,SNX22,0.0
7282,TRIM66,0.0
7281,ZNF615,0.0
7280,TCEA1,0.0
7279,SOCS4,0.0
7278,CD3D,0.0
5446,BAG3,0.0
5447,WDR35,0.0
7277,SRRT,0.0
7276,ATP6V0A2,0.0
7275,ZNF350,0.0
7274,KDM4B,0.0
7273,C6orf120,0.0
7272,PWP2,0.0
7271,SNAPC4,0.0
7270,UBE2K,0.0
7269,ACADVL,0.0
7268,NAT6,0.0
5449,USP18,0.0
5451,PIK3CG,0.0
7266,BRAF,0.0
7265,ZNF544,0.0
5452,UBQLN1,0.0
7263,CERS4,0.0
7262,ATP6V1B2,0.0
7325,TAP2,0.0
5411,PNN,0.0
7326,TBRG1,0.0
7386,MYO7A,0.0
7394,SLC37A1,0.0
7393,CCL3L3,0.0
7392,LRRC42,0.0
5383,IGF1R,0.0
7391,HNRNPH2,0.0
5384,METAP1,0.0
5385,SRGAP3,0.0
5386,ITGAE,0.0
7389,KLHL15,0.0
7388,ABCE1,0.0
5387,RIF1,0.0
7387,SAMHD1,0.0
7385,C2orf69,0.0
7374,C2,0.0
7384,FBRS,0.0
7383,STRIP1,0.0
5388,SKIV2L2,0.0
5390,CCDC137,0.0
7380,FAM127B,0.0
5391,SCAF8,0.0
7379,TNFRSF10B,0.0
7378,DHRS3,0.0
5392,CHD8,0.0
7377,ATP6V0B,0.0
7376,BRCA2,0.0
5393,DDX54,0.0
7395,REXO1L10P,0.0
5382,PRPF19,0.0
5381,SMAP1,0.0
5380,MLF1IP,0.0
5374,LY96,0.0
7418,G2E3,0.0
7417,NOTCH2NL,0.0
7416,CSRNP2,0.0
5375,ELP4,0.0
7414,RABGEF1,0.0
7413,UCKL1,0.0
7412,AMZ2,0.0
7411,EPC2,0.0
7410,DEPDC5,0.0
7409,TOP1MT,0.0
7408,EIF4EBP3,0.0
7407,RP11-574K11.31,0.0
5376,HADHA,0.0
7405,KIF11,0.0
7404,TRAPPC3,0.0
7403,KLF7,0.0
5377,ALG1,0.0
7402,SYPL1,0.0
7401,MICA,0.0
5378,SH3BP1,0.0
7399,YJEFN3,0.0
5379,ATP13A1,0.0
7397,WBP4,0.0
7396,AC015987.2,0.0
7375,CIAO1,0.0
5394,CAPS,0.0
5409,EPHB6,0.0
7341,NDUFB5,0.0
5403,DDX1,0.0
5404,PANK3,0.0
7349,TOP1,0.0
7348,ECI1,0.0
5405,PGBD3,0.0
7347,ATP5O,0.0
7346,SMN2,0.0
7345,SLC15A4,0.0
7344,SPAG1,0.0
7343,LYRM1,0.0
7342,LARP1B,0.0
5406,TOPBP1,0.0
7340,PIBF1,0.0
7373,BIRC2,0.0
5407,FAM78A,0.0
7338,AKAP7,0.0
7337,AARSD1,0.0
7336,RMND5B,0.0
7335,ZNF585A,0.0
7334,PSKH1,0.0
7333,STX16,0.0
7332,SETD1B,0.0
7331,ZNF514,0.0
7330,ROCK2,0.0
7329,CHD7,0.0
7328,METTL2B,0.0
5402,SLC25A42,0.0
7351,RGPD3,0.0
7352,MDM2,0.0
7353,C14orf142,0.0
