Feature,Importance
YWHAB,2
NRD1,2
PCBP2,2
SDHA,2
NIT2,2
SLA,2
CALM3,2
ILF3,2
ANXA1,2
APEH,2
IRF2BP2,2
NGRN,2
RBM28,2
PPIA,2
NUDC,2
BSG,2
NIPAL3,2
GTF2I,2
DUSP16,2
KLRC4,2
MAP3K1,2
SNAP29,2
FXYD5,2
RAP2B,2
GPR18,2
PPP3CA,2
ZNF708,2
CASP2,2
MACF1,2
VAMP2,2
CD37,2
MAP3K2,2
PIM2,2
ATP5A1,2
CRIP1,2
USP11,2
CNN2,2
RNPC3,2
CACUL1,2
ZNF430,2
ST8SIA4,2
DR1,2
EIF3A,2
WASF2,2
MLXIP,2
HMGB1,2
GTF3A,2
ARHGDIB,2
SCYL2,2
PPP1R2,2
USP36,2
ITGB1BP1,2
LCP2,2
SH3KBP1,2
KIAA1109,2
GPS2,2
HNRNPH1,2
SETD2,2
AP1G2,2
SPDYE1,2
DGKA,2
EMC4,2
WDR54,2
NUFIP2,2
ARL6IP1,2
DDX3Y,2
JAK1,2
HMHA1,2
ASB1,2
ZBTB44,2
DNAJC4,2
MYO5A,2
ATRX,2
SCAPER,2
P4HB,2
NDUFS2,2
RPN1,2
UFM1,2
ACTR3,2
SOS1,2
HSP90B1,2
KTN1,2
ELMSAN1,2
YIPF4,2
DDX24,2
PSEN1,2
RABAC1,2
MYL12B,2
ITM2B,2
CBLB,2
C16orf54,2
ANKRD52,2
YME1L1,2
COX4I1,2
STAT3,2
TP53INP1,2
IL16,2
C11orf58,2
MYL12A,2
LILRB4,2
PIK3IP1,2
ARHGAP15,2
YPEL5,2
EDEM1,2
WDR70,2
PCBP1,2
POLR2A,2
UQCRH,2
ALDOA,2
SCAF4,2
IARS,2
AHSA1,2
HSPA8,2
ATP1B3,2
CLASP2,2
PKN2,2
GBP2,2
TRAC,2
NLRP1,2
PHF3,2
MORF4L1,2
PREX1,2
GNB2L1,2
SSU72,2
ACSF3,2
POLR2J3,2
MYH9,2
CDC73,2
PLEC,2
ATXN10,2
JAK3,2
GDI2,2
PLEKHB2,2
GZMA,2
HSF1,2
CD3D,2
HBP1,2
ORMDL1,2
BIN2,2
PTP4A1,2
PPP1R15A,2
PNISR,2
RNF168,2
HCLS1,2
CASP8,2
NBEAL1,2
C14orf166,2
TPM3,2
PARP14,2
HIST2H2AA4,2
UBE2J2,2
FNIP1,2
MAML2,2
HSPA9,2
SF3B1,2
CARD16,2
NBR1,2
MIF,2
SPCS1,2
ACTB,2
SLAMF6,2
TAX1BP1,2
CYTH4,2
BBIP1,2
OSBPL3,2
PSMA7,2
SRI,2
NBPF20,2
SLFN5,2
RP11-166B2.1,2
INPP5B,2
GOLGA2,2
GPR56,2
CD2,2
UBA7,2
ARL6IP5,2
GAK,2
SND1,2
CALM2,2
FIS1,2
ICAM3,2
HIF1A,2
CD46,2
POMP,2
ARIH2,2
DNMT3A,2
EPSTI1,2
SURF4,2
CTSC,2
SP100,2
ATXN7,2
CALM1,2
NDUFB4,2
CDC42SE2,2
EIF2S1,2
CPNE1,2
NFE2L1,2
GBP4,2
NBPF14,2
SAP30BP,2
ST3GAL1,2
PRDX6,2
KIAA0226,2
FTL,2
RBM3,2
PRF1,2
LGALS1,2
ARID1A,2
CALCOCO2,2
C3AR1,2
SYTL3,2
RBM38,2
PTGER4,2
CD48,2
ST6GAL1,2
CD3G,2
ELF1,2
HLA-C,2
GLS,2
RP11-347C12.1,2
SMARCE1,2
ZBTB38,2
GPX4,2
SLC35E2,2
SMAP2,2
FKBP1C,1
MAZ,1
DENR,1
NPIPB3,1
TBL1XR1,1
BCOR,1
IRF9,1
CXorf21,1
TRIP12,1
ZNF746,1
CBX6,1
ARCN1,1
BLOC1S6,1
SENP5,1
SFPQ,1
CALR,1
YWHAE,1
HSPB11,1
COX14,1
KRAS,1
SLC38A2,1
AP1B1,1
ARHGAP9,1
RGPD5,1
BICD2,1
PHLDB3,1
TNKS,1
MED31,1
AUP1,1
RAP1GDS1,1
ZFP36L1,1
PRDM2,1
PRMT10,1
SMDT1,1
MSN,1
FOXP1,1
CD22,1
RAB35,1
SPDYE2,1
MAGOH,1
RAP1B,1
NDRG3,1
PTGES3,1
PLP2,1
KIAA0922,1
AMBRA1,1
ARHGAP30,1
PRPF6,1
DOK2,1
CREM,1
TRAV4,1
AKAP13,1
TOR3A,1
EED,1
RAB7A,1
VAPB,1
TIPARP,1
YTHDC1,1
CHD9,1
GPBP1L1,1
CBL,1
PSMB4,1
LGALS3,1
PAPOLA,1
TMEM123,1
EVI2B,1
NEDD9,1
PSMB3,1
HDAC1,1
CAPG,1
GIMAP4,1
IBTK,1
FAM35A,1
CCDC107,1
STT3B,1
MIS18BP1,1
CSRNP1,1
CIB1,1
ESPN,1
RSRC1,1
SSR2,1
ZMYND8,1
NIPBL,1
SBF1,1
CCBL2,1
GPR132,1
ARFGEF2,1
SH2D1A,1
ZNF587,1
HSPD1,1
RAD23A,1
HP1BP3,1
CREB3L2,1
PCNXL4,1
VPS8,1
ABCG1,1
SMC4,1
C9orf78,1
SMU1,1
EIF4B,1
DDX6,1
DAZAP2,1
ITFG3,1
PTPN6,1
EIF3G,1
PTPRCAP,1
NKTR,1
IGHG1,1
COX6A1,1
PLAC8,1
NAGA,1
PRPF39,1
VPS35,1
IKBKB,1
POLR3A,1
SETD5,1
MLLT6,1
CRKL,1
VNN2,1
GTPBP1,1
KDM2B,1
MYADM,1
FAAH2,1
NBPF16,1
ZNF107,1
PARP12,1
EIF4EBP2,1
GABPB2,1
LCK,1
PATL1,1
ENO1,1
ARRDC3,1
GNB5,1
STK10,1
RNF19A,1
NEK9,1
UBXN4,1
ITPKB,1
CTD-2370N5.3,1
SENP6,1
HDAC7,1
TRAPPC2,1
PSMA3,1
PCID2,1
COX20,1
PSMB1,1
STAG3,1
FLOT2,1
ATP1A1,1
RAD9A,1
IDS,1
MATR3,1
FAM136A,1
HSPA4,1
DDX19A,1
LPXN,1
ABI1,1
PLAGL1,1
KIAA0319L,1
PRPF38B,1
GSTK1,1
GPAA1,1
RHOA,1
WAPAL,1
MED14,1
SLX4,1
SF1,1
LAPTM5,1
BABAM1,1
ZNF331,1
SNX1,1
CEBPG,1
RASSF3,1
SMCHD1,1
ZC3H7B,1
MAEA,1
SLC25A45,1
COG6,1
TTC1,1
MCL1,1
SLC7A6,1
PTDSS1,1
ATAD2B,1
WBSCR22,1
GUK1,1
CTR9,1
SEC61B,1
OS9,1
N4BP2L2,1
NAA15,1
GALNT2,1
FAM160B1,1
TIMP1,1
SLC10A1,1
NAMPTL,1
CYLD,1
LIX1L,1
CAPZA2,1
PARVG,1
NCK1,1
PDS5A,1
TMEM87A,1
PTOV1,1
CDS2,1
SIN3B,1
GNAI2,1
CD28,1
NEMF,1
NDUFA13,1
REL,1
HSD17B4,1
NUDT4,1
ASXL1,1
CITED2,1
TPCN2,1
DIABLO,1
ZNF37A,1
HSPH1,1
PBDC1,1
CLEC2B,1
ATP2A3,1
CTSS,1
ZNF493,1
SLMAP,1
TTLL4,1
IPO5,1
PPM1M,1
TUFM,1
MAX,1
SMC3,1
BTBD7,1
CLDN15,1
NDUFB8,1
IVNS1ABP,1
VAMP8,1
ATP5L,1
TUBA4A,1
G3BP1,1
PWWP2A,1
PAIP2,1
FOSL2,1
WRAP73,1
LETMD1,1
PABPC1,1
ZNF7,1
CYB5B,1
FAM102A,1
TAF1D,1
NAB1,1
UROS,1
TNFSF10,1
SERP1,1
AKNA,1
PDP1,1
TMEM248,1
SEC16A,1
MALT1,1
NOP58,1
DUSP6,1
CD55,1
ANKRD10,1
RRP12,1
ZNF655,1
PLEKHA2,1
ATP8A1,1
PRDX1,1
DBI,1
MED17,1
RABGAP1L,1
PPWD1,1
GBAS,1
BRD4,1
TMEM50B,1
PRKCSH,1
PARK7,1
CYBA,1
RORA,1
HNRNPUL1,1
WDR37,1
TSTD1,1
CNPY3,1
TUBA1B,1
CTC-487M23.8,1
KDM1A,1
NBPF9,1
NBPF11,1
EMC3,1
FRMD8,1
ATG13,1
ACAP2,1
TAOK3,1
EIF4G2,1
UHRF2,1
GRASP,1
HCFC1,1
GABARAPL2,1
KLHDC4,1
MKNK2,1
SRSF7,1
ENTHD2,1
USP9Y,1
ZNF76,1
NDUFC2,1
SARS,1
CSNK2B,1
C2orf42,1
GCN1L1,1
NDUFA9,1
PTK2B,1
TMBIM6,1
SETDB2,1
EGR1,1
SMEK2,1
CREBBP,1
TACC1,1
SYT11,1
LSM12,1
PRDX5,1
NFATC1,1
NFXL1,1
RBKS,1
ISG15,1
EZH1,1
AZI2,1
PCMT1,1
PRKAR1A,1
UBE2I,1
MIEF1,1
TTC39B,1
C1orf174,1
APOBEC3C,1
KLHL21,1
TNFRSF14,1
MAF1,1
CCNT2,1
DOCK10,1
MCM9,1
HAT1,1
AP3S1,1
S100A6,1
TAPBPL,1
NDUFA6,1
SRRM1,1
MAP3K12,1
HMGN4,1
ASTE1,1
TRAM1,1
LARS,1
RSL24D1,1
TGOLN2,1
INPP5D,1
NDUFA1,1
URB2,1
ARID1B,1
ATF3,1
C1QBP,1
DDX39B,1
PLA2G16,1
BSDC1,1
PSMC6,1
TMC8,1
PYGO2,1
ANP32A,1
PPA1,1
PSAP,1
TLN1,1
VAC14,1
OXA1L,1
SERBP1,1
PFKFB3,1
SCNM1,1
CTNNB1,1
SLC25A36,1
VPS4A,1
TRAPPC2P1,1
OXNAD1,1
RHOT1,1
CYB5R4,1
PHF12,1
STX10,1
RBM23,1
BOLA1,1
ILF2,1
RASA3,1
CD52,1
CCDC141,1
CYTH1,1
VPS26A,1
ECH1,1
FAM105B,1
TCHP,1
TMEM11,1
CUL4A,1
MICAL2,1
LARP1,1
NSL1,1
SUCO,1
RNF167,1
CCNK,1
APLP2,1
AGO1,1
XRN1,1
ADNP,1
CORO1A,1
TRA2B,1
SFI1,1
IRF3,1
FAM177A1,1
NIN,1
BCAS2,1
UBA5,1
RSRC2,1
PIK3CD,1
UBE2N,1
EXOC4,1
TUBB4B,1
MGA,1
ATP6AP2,1
PLGRKT,1
WIPI2,1
NUDT1,1
PDS5B,1
SPTAN1,1
RNF44,1
CCND3,1
MPHOSPH8,1
COX7A2L,1
RHBDD2,1
RAD17,1
OMA1,1
TBPL1,1
PRR14,1
C17orf49,1
CANX,1
KLRG1,1
G6PC3,1
PMPCA,1
TRAPPC6A,1
NUDT3,1
SRP14,1
GNG2,1
GLUL,1
GSE1,1
COA3,1
CCNG2,1
NUCKS1,1
SPPL3,1
CCNDBP1,1
GIGYF1,1
XRCC6,1
CAMK2D,1
UBA1,1
SET,1
ZC3HAV1,1
CTSD,1
SLC25A35,1
ITPRIP,1
RFX1,1
NCOA3,1
BANF1,1
SYF2,1
CCNI,1
HLA-DQB2,1
KIF5B,1
TCEB2,1
SEMA4D,1
FLII,1
COX6B1,1
HNRNPR,1
PCED1B,1
SLC25A11,1
VAPA,1
SRSF3,1
ATAD1,1
TANK,1
TIMM50,1
ANKRD36C,1
GLG1,1
HDLBP,1
DUSP10,1
ZYX,1
PNRC2,1
NFAT5,1
KIAA1328,1
ADAM10,1
CCL4L2,1
RALB,1
DNAJC7,1
JUNB,1
MEF2D,1
XPO6,1
SHKBP1,1
TSPYL2,1
IL7R,1
DLD,1
BDP1,1
SLC39A11,1
MAPRE1,1
SAMSN1,1
EVI2A,1
GPX7,1
RAB1B,1
RNF121,1
TXN,1
SLC35B1,1
ACOT9,1
ESCO1,1
MDH1,1
MGEA5,1
GRB2,1
SNRK,1
KPNB1,1
MECP2,1
RUNX1,1
FCHSD2,1
ESYT1,1
WIPI1,1
NPAT,1
SPATA21,1
NELL2,1
WSB1,1
R3HDM4,1
EIF4G3,1
CAST,1
FLCN,1
ANKRD36,1
ANXA11,1
SSR3,1
NAPA,1
PPIB,1
TMEM243,1
BRWD1,1
RP11-286N22.8,1
LY9,1
RQCD1,1
STOML2,1
USP15,1
PRKDC,1
MTFMT,1
SCAMP2,1
S1PR1,1
NCOR1,1
KMT2C,1
SPTLC2,1
XRCC5,1
DOK3,1
NPM1,1
RILPL2,1
YBX3,1
JAZF1,1
DDIT4,1
LNPEP,1
DDX39A,1
GLRX3,1
ADPGK,1
CMTR1,1
NHP2,1
POLR3GL,1
ACTR2,1
UBE2L3,1
ACTR1A,1
LAT,1
PRAF2,1
TNIK,1
MFN1,1
RSF1,1
ARAP1,1
PPP1R10,1
NDRG1,1
MBNL1,1
FCGR2A,1
CCDC69,1
BCAS4,1
TRGC1,1
CDC42EP3,1
LIG1,1
SPOCK2,1
ICAM1,1
NDUFA3,1
XCL2,1
ADAM19,1
ERO1L,1
PRRC2C,1
BNIP2,1
AC120194.1,1
OSTM1,1
TDG,1
RAB11A,1
SNRPD1,1
ANAPC7,1
ARF6,1
ALOX5AP,1
ABLIM1,1
ITSN2,1
TPST2,1
CAP1,1
RBM17,1
SENP7,1
DERL1,1
NAGPA,1
KDM4B,1
LRCH3,1
WDFY3,1
LRRFIP1,1
CAMLG,1
CERS2,1
ATP5O,1
APOL2,1
CD27,1
SLC9A3R1,1
PYCARD,1
RGPD3,1
CTD-2192J16.22,1
TMBIM4,1
TC2N,1
ANKRD44,1
NPC2,1
ERF,1
CD84,1
PUF60,1
C2CD3,1
TMEM106C,1
SBNO1,1
SYPL1,1
UBXN1,1
HDAC3,1
NDEL1,1
APMAP,1
CCL3L3,1
POLR2M,1
LAPTM4A,1
CUL4B,1
PA2G4,1
SLC37A1,1
GPI,1
ANKRD13A,1
CPSF6,1
NBPF1,1
PNN,1
UFC1,1
BIRC2,1
DUSP2,1
ITGAE,1
ATP6V0B,1
CUTA,1
AKR1A1,1
NOTCH2NL,1
TRPC4AP,1
NUP98,1
ARPC2,1
OST4,1
RP11-231C14.4,1
AMZ2,1
MAPRE2,1
MLF2,1
COA1,1
HERC4,1
SERTAD2,1
TECR,1
CCDC97,1
CPEB4,1
NCOA1,1
SELK,1
OPA1,1
ATP2B4,1
ARHGEF1,1
BLMH,1
LAG3,1
SUSD3,1
RALY,1
TBC1D10C,1
SLX1A,1
LIMD2,1
KAT7,1
PLEKHM1,1
CCT6A,1
ANKHD1,1
CLK4,1
JMY,1
IRF7,1
MICB,1
GSPT1,1
ZCCHC7,1
EFCAB14,1
AKAP9,1
HMG20B,1
C1orf123,1
PFDN5,1
PPP1R12A,1
ETV6,1
KLF12,1
RAB3GAP1,1
TVP23C,1
PCSK5,1
EDC4,1
ZNF814,1
ADIPOR1,1
SLC25A5,1
PDCD1,1
RGPD2,1
RUNX2,1
GOLGA4,1
PPIP5K2,1
LASP1,1
SAFB,1
PRDM1,1
RAB27A,1
ZBTB7A,1
TNFAIP8,1
PFKL,1
ASXL2,1
BLOC1S1,1
C10orf54,1
TRIM39,1
NBN,1
KIAA0195,1
SAT1,1
RASGRP2,1
ARHGAP1,1
DTX3L,1
CHCHD3,1
AL353354.2,1
USP34,1
EPB41,1
DNAJB14,1
ARMC8,1
SIGIRR,1
ZNFX1,1
TPM4,1
EID1,1
CHCHD2,1
TRAPPC1,1
FNDC3A,1
DEDD2,1
ACAP1,1
GOLGA3,1
UGGT1,1
SIRPG,1
CASC4,1
PSMD11,1
H2AFY,1
INTS4,1
HIGD1A,1
CHD1L,1
DGKH,1
GLE1,1
PRPF40A,1
EXOC3,1
ZEB1,1
RNF216,1
DHX9,1
SLTM,1
ATG2A,1
PRKCH,1
RASA1,1
NUP85,1
CLEC16A,1
WDR45B,1
DPM1,1
IL10RA,1
RICTOR,1
DYNLL1,1
IFI16,1
FAM53C,1
PLCB2,1
ZC3H7A,1
PHC3,1
ATP1B1,1
RALBP1,1
KDM5A,1
GCC2,1
JMJD4,1
IL15RA,1
DYNLT1,1
ACAA2,1
NAPG,1
GPBP1,1
RP11-1212A22.4,1
MCCC2,1
GSTM2,1
PHF20,1
TCP11L2,1
PCM1,1
PIGL,1
GCA,1
PPIL4,1
BCL10,1
SELL,1
ETNK1,1
CD3E,1
EIF2S2,1
STX4,1
TTLL5,1
PRKACB,1
IL2RG,1
BAG4,1
ACTN1,1
CEBPD,1
RANBP3,1
RPP21,1
COX5B,1
JUND,1
IP6K2,1
MUT,1
IPCEF1,1
LSS,1
KCTD20,1
ARGLU1,1
NOL7,1
SRP19,1
ZBTB25,1
TTC19,1
DENND4A,1
PBXIP1,1
PTPN7,1
PSMD1,1
PRPF31,1
RAB7L1,1
TYMP,1
SCAF11,1
SNRNP70,1
JOSD2,1
ACTN4,1
PILRB,1
UNC45A,1
PGK1,1
SDHC,1
FKBP1A,1
NARG2,1
PTTG1IP,1
RGS2,1
SF3A1,1
DDX46,1
ZFC3H1,1
MTHFD2,1
DPP8,1
EMP3,1
PRIM2,1
WBP2,1
TBC1D2B,1
EIF3C,1
TOX,1
C20orf112,1
THRAP3,1
EIF4A3,1
COMT,1
NR3C1,1
FAM107B,1
OAZ1,1
SNURF,1
SRPR,1
TNK2,1
NBPF10,1
FUBP1,1
TM9SF4,1
SH2D2A,1
ARPC5L,1
SRRM2,1
PKN1,1
ISYNA1,0
PCF11,0
TICAM1,0
SAMHD1,0
GUCD1,0
KLHL15,0
ABCE1,0
DAPK2,0
LEAP2,0
TSC1,0
CYP2S1,0
MAP1LC3A,0
CDK11A,0
WDR91,0
POLB,0
C5orf45,0
HMGXB4,0
AQR,0
FRMD4B,0
SLC25A24,0
GSS,0
TMEM261,0
MYO7A,0
TAP2,0
APBB3,0
ARMC2,0
TP53RK,0
RERE,0
MPPE1,0
TCERG1,0
ZNF286B,0
C2orf69,0
PAXIP1-AS2,0
CYHR1,0
TAB3,0
MOB1B,0
TMEM184C,0
TBRG1,0
RP1-130H16.18,0
KIFAP3,0
TFB1M,0
GAB2,0
KLHL22,0
STRIP1,0
FAM72B,0
PLCH2,0
PPCS,0
TXLNG,0
FAM200B,0
PGBD2,0
SKP2,0
FBRS,0
LAMP1,0
ZMIZ2,0
CLIC4,0
ACAT2,0
SEMA4C,0
HNRNPH2,0
RANBP1,0
WDR26,0
PVR,0
ANP32B,0
ZNF274,0
UCHL3,0
PMVK,0
CDPF1,0
PPP2R3C,0
QSER1,0
PSMD6,0
SLC25A53,0
MCTP1,0
CD5,0
QPCT,0
ARL17A,0
ABHD3,0
TNFAIP8L1,0
NFYC,0
SCAMP4,0
HAUS3,0
TNFSF13,0
GNLY,0
PAPSS1,0
FAM110A,0
SWI5,0
TRIM21,0
FBXO38,0
TRAPPC4,0
EDC3,0
RLIM,0
ZBED6,0
HSH2D,0
MSMO1,0
TMEM170A,0
GEN1,0
HGS,0
EVA1C,0
RP5-966M1.6,0
LRRC42,0
BHLHE40,0
LILRB2,0
AHI1,0
C8orf76,0
TMEM52B,0
IPO9,0
GGACT,0
PRKAB2,0
DEK,0
ASAP1,0
TTLL3,0
RNF8,0
CCDC28A,0
C6orf57,0
ZNF165,0
KIAA1683,0
GCSAM,0
ADARB2,0
YKT6,0
LIN7C,0
WASL,0
CPNE8,0
RBM27,0
GALK2,0
SPDYE2B,0
FABP5,0
JAGN1,0
WDR6,0
CISH,0
C14orf142,0
DAK,0
ALDH6A1,0
STRAP,0
EBI3,0
ZNF839,0
CCDC50,0
LRRC8D,0
NCDN,0
TXNRD2,0
EPC1,0
TACC3,0
MTRF1L,0
PDE6B,0
AREL1,0
MDM2,0
DDX50,0
TMEM43,0
PRKCA,0
CCDC14,0
GNB2,0
USP16,0
ZCRB1,0
API5,0
DNAJA1,0
TOP1,0
JUP,0
C2,0
CIAO1,0
NDUFS5,0
BRCA2,0
PPP1R12B,0
WHSC1L1,0
POMZP3,0
RTN4,0
AIFM1,0
WDR82,0
ZNF577,0
TDRKH,0
MANBA,0
LGALS8,0
PPP1R7,0
TAF9B,0
FUK,0
S1PR4,0
FAS,0
VAT1,0
PINX1,0
MROH7-TTC4,0
ZNF589,0
SEC11C,0
YOD1,0
TMEM80,0
FAM118A,0
MEF2A,0
PRKAR1B,0
PIK3C2A,0
VPS52,0
CHAF1B,0
CKAP2L,0
DCTN3,0
SLC30A7,0
SPRY2,0
KLHL25,0
PRPSAP2,0
MAGOHB,0
ZNF683,0
ERP29,0
DPP9,0
SETD1B,0
CMPK2,0
ZNF514,0
TNFRSF10B,0
DHRS3,0
SLC25A44,0
PYROXD1,0
RNPS1,0
ECI1,0
STX16,0
CUEDC2,0
UTP11L,0
ABTB2,0
PSKH1,0
ALKBH3,0
ROCK2,0
MFSD8,0
CHD7,0
KIF15,0
CEP135,0
FAM127B,0
AHCY,0
CD200R1,0
METTL2B,0
MZT2A,0
CTD-2228K2.5,0
RINT1,0
XRN2,0
ADAP2,0
SC5D,0
FAM21B,0
DYNLRB1,0
SMN1,0
MZF1,0
RAB4B,0
BST2,0
CNOT10,0
H1FX,0
TOPORS,0
SMN2,0
GRWD1,0
SLC15A4,0
SPAG1,0
CPPED1,0
LYRM1,0
LARP1B,0
KAT2B,0
DUSP12,0
GMEB1,0
NDUFB5,0
PIBF1,0
TMF1,0
VCP,0
CNOT2,0
MESDC2,0
AKAP7,0
FAM212B,0
ZNF626,0
NUDT14,0
AARSD1,0
RMND5B,0
MUL1,0
ZNF585A,0
RTP4,0
TBC1D8B,0
VCAN,0
STAG2,0
CD80,0
SNX22,0
ORC3,0
GMDS,0
MPP6,0
SLC25A13,0
ZBTB40,0
PRR13,0
ZNF525,0
SMC2,0
SLC35B2,0
FN1,0
ATG7,0
MTERFD2,0
CDK2AP1,0
ZNF184,0
C5orf63,0
GLA,0
ERCC6-PGBD3,0
METTL9,0
NCKAP5L,0
GTSE1,0
FBXL12,0
RNF13,0
UPK3B,0
SPATA33,0
ZNF549,0
GRSF1,0
HOXB2,0
NFS1,0
TRUB2,0
DVL3,0
IL15,0
AMMECR1,0
APPL2,0
GCHFR,0
ARL15,0
ZNF432,0
LRRC58,0
PSMG2,0
ALG13,0
ARPC5,0
CCR8,0
MMS22L,0
C1GALT1C1,0
UFL1,0
ZBED6CL,0
