Feature,Importance
TMED5,3
FLT3LG,3
IFI16,3
BSG,3
TPR,3
SKP1,3
FNIP1,3
ERAP2,3
HMGB1,3
CWF19L2,3
PDE4B,3
NCOA3,3
COA3,3
DNAJB11,3
UBA1,3
SERTAD2,3
BTF3,3
IKZF1,3
EPS15,3
CREM,3
SUN2,3
SNRPC,3
ICOS,3
IFRD1,3
TPP2,3
CDC42SE2,3
ATG4B,3
NBPF1,3
EEF1G,3
ATRX,3
ABAT,3
RAC2,3
LSM5,3
AOAH,3
FYB,3
CELF2,3
PSMB9,3
APEH,3
WDR26,3
FOS,3
TRAC,3
PTK2B,3
PDIA3,3
MX2,3
SON,3
CXCR4,3
POMP,3
ARHGEF1,3
MBNL1,3
ZC3HAV1,3
PKIG,3
CTNNB1,3
SF3B1,3
TNFAIP3,3
ESYT1,3
HNRNPC,3
SRI,3
TSC22D3,3
UFM1,3
RANGRF,3
S100A10,3
TMEM2,3
CACYBP,3
IARS,3
DEK,3
MAT2B,3
TALDO1,3
NLRP1,3
DMTF1,3
CHST12,3
NPIPB4,3
VIM,3
COMMD1,3
HSPA9,3
ATP5D,3
CSNK1A1,3
MX1,3
PLA2G4B,3
NUDT3,3
CD37,3
CCL4L1,3
PTPRCAP,3
RGS1,3
SUPT20H,3
PHF3,3
CCL5,3
PJA2,3
DDX3X,3
TMED10,3
HLA-A,3
SPSB3,3
ARID1A,3
PCID2,3
RAD54L2,3
ZFAND5,3
FCHSD1,3
GON4L,3
ARPC4,3
CD46,3
CHMP4A,3
IL10RA,3
MPP1,3
LEF1,3
H3F3B,3
NPM1,3
ALDOA,3
PTTG1IP,3
PIP4K2A,3
N4BP2L2,3
GBP5,2
WHSC1L1,2
DNAJC3,2
SNRPB2,2
CNOT2,2
HMGN3,2
BHLHE40,2
GBP1,2
EIF3E,2
ECE1,2
DDIT4,2
PSMA3,2
ADRBK1,2
LPXN,2
CD47,2
LCP2,2
SEC61A1,2
APOBEC3G,2
PSAP,2
FAM120B,2
SPCS2,2
PSMA1,2
GPBP1,2
SLC25A6,2
PARP9,2
MLXIP,2
STK4,2
GNAS,2
G3BP1,2
SLC6A6,2
NONO,2
ABCA2,2
MAP2K3,2
ACTB,2
ZFAND6,2
FOXP1,2
NPEPPS,2
MIF,2
SMC1A,2
ACTR3,2
C2orf68,2
OGT,2
UQCRB,2
C20orf112,2
TGFB1,2
PMPCB,2
DDX3Y,2
ACAP2,2
PUM1,2
PDPK1,2
NLRP3,2
STAT6,2
EMP3,2
LGALS1,2
HSPB1,2
TRAM1,2
TMEM259,2
HIST2H2AA4,2
EZR,2
ARID4A,2
SH3KBP1,2
SERP1,2
EVL,2
CNOT6L,2
TRAF3IP3,2
SEMA4D,2
DCAF7,2
MAF1,2
TRGV5,2
DNTTIP2,2
TNFRSF1B,2
C14orf166,2
CCL3,2
HNRNPM,2
GSTK1,2
MED12,2
POLR2A,2
PRRC2B,2
RABAC1,2
ADNP,2
AKNA,2
CEP350,2
PCBP1,2
BRD7,2
SLC25A3,2
CNPY3,2
MED13,2
RPN1,2
SAP18,2
PIK3CD,2
RBM34,2
PLIN2,2
ARL6IP1,2
MAPK1IP1L,2
NR3C1,2
LCLAT1,2
EXO5,2
EIF3K,2
HLA-DPA1,2
HLA-DPB1,2
EEF1B2,2
C9orf142,2
SLC25A45,2
ANKRD12,2
DERL1,2
ARHGDIB,2
LRRFIP1,2
TAP1,2
ZBTB1,2
ZNF292,2
ZEB2,2
NBPF20,2
ITPR2,2
REL,2
CBLB,2
GMIP,2
NDUFA7,2
PLA2G16,2
DNAJB14,2
BSDC1,2
ORMDL1,2
ATG16L2,2
FOXN3,2
C6orf62,2
EIF5A,2
ZC3H15,2
ATP5E,2
FNBP4,2
CFL1,2
SLC2A3,2
YWHAB,2
TSPAN14,2
PDAP1,2
TTC39C,2
PPP1CA,2
RNF10,2
TTC1,2
LDHB,2
C3AR1,2
ST6GALNAC6,2
PARVG,2
ARPC2,2
CTSW,2
ECH1,2
ANXA6,2
OASL,2
RAB8B,2
SPDYE1,2
EIF1AX,2
STARD3,2
NUDT21,2
ILF3,2
EIF4A1,2
PAF1,2
STAG3,2
SDCCAG8,2
PPDPF,2
ATP5G2,2
SMG1,2
VAMP8,2
YPEL2,2
FAM117A,2
MGEA5,2
RAD21,2
SRSF7,2
RANBP2,2
GPX4,2
ARL6IP5,2
HSP90B1,2
PSMB1,2
YME1L1,2
PPP2CA,2
ERO1L,2
SLC30A7,2
MVP,2
PRPSAP2,2
HIVEP2,2
RGPD3,2
WDR1,2
CSRNP1,2
UBE2G2,2
CD7,2
P4HB,2
RNF44,2
PSMB7,2
PARP14,2
HCLS1,2
JUN,2
HNRNPA1,2
HLA-F,2
IKZF3,2
CANX,2
TPP1,2
PAN3,2
UBA52,2
DDX60L,2
SERF2,2
LIMD2,2
RAB3GAP1,2
HERPUD1,2
HADHB,2
MATR3,2
RAB1B,2
ACAA2,2
DENND4A,2
COX4I1,2
PDE4DIP,2
CRLF3,2
HCST,2
CECR1,2
COMT,2
GABARAP,2
ATHL1,2
PARP8,2
KLF6,2
COPB1,2
SRSF3,2
TPM3,2
PDIA4,2
TANK,2
JAK3,2
ENOSF1,2
CDK5RAP1,2
DOCK2,2
IER2,2
NPIPB3,2
SEC23A,2
TFRC,2
MYL6,2
DPYD,2
PPP1CB,2
WDR54,2
PPIB,2
BIRC6,2
ATXN7,2
CHM,2
HBP1,2
PFDN5,2
CXCR5,2
RNASEK,2
SERPINB1,2
ZNF609,2
AHSA1,2
NUP98,2
RP11-231C14.4,2
SP100,2
APOL2,2
IGF2R,2
FTH1,2
SAP30BP,2
ABLIM1,2
CRTAM,2
GPR56,2
PRPF40B,2
IWS1,2
ATF7IP,2
SAMD3,2
CCL4,2
WSB1,2
CCDC69,2
CPNE1,2
CD59,2
LAT,2
RPN2,2
IGKC,2
TMBIM4,2
TMEM39A,2
ACTR1A,2
UCP2,2
CCNI,2
RBM5,2
XRCC6,2
HIST2H2AA3,2
NUCKS1,2
KIAA0100,2
HAUS6,2
CARD8,2
TUBA1C,2
STK10,2
RBPJ,2
PSMA7,2
PTGES3,2
DYNLRB1,2
PSMB8,2
KANSL1,2
PCED1B,2
SEC24A,2
RDH11,2
MORF4L1,2
MAPK13,2
ERP29,2
XRCC5,1
UBBP4,1
MEMO1,1
CAPRIN1,1
BICD2,1
GGNBP2,1
GCSAM,1
SUMF2,1
TIMM9,1
RASGRP1,1
CNTRL,1
USP22,1
MAF,1
TOMM6,1
DDX39A,1
TSC22D2,1
FPGS,1
RILPL2,1
GAK,1
CBWD7,1
ATXN2L,1
STX11,1
ARID4B,1
PABPN1,1
MLLT6,1
NDUFAB1,1
SPCS3,1
PHF19,1
ITK,1
DDX19A,1
SRP54,1
CD2,1
GEMIN7,1
KDM2A,1
ATF6B,1
RAB7A,1
EIF4B,1
CPSF1,1
GBP4,1
PRDX1,1
NCF1,1
HDAC1,1
PHF14,1
HMGA1,1
CIRBP,1
LITAF,1
C17orf70,1
SQSTM1,1
FBXL5,1
GNG2,1
MAT2A,1
PDS5A,1
NDUFB6,1
RAC1,1
TRIP12,1
IRF9,1
CDC42,1
PSD4,1
FTSJ1,1
RBM27,1
RAPGEF6,1
CST7,1
KIAA0226,1
ATF2,1
TRIM22,1
PCNXL2,1
NUDCD3,1
SIDT1,1
NUCB1,1
THEMIS,1
PDE4D,1
RNF149,1
GAR1,1
PSMB10,1
MSN,1
OSBPL3,1
GPR174,1
UBXN4,1
FNDC3A,1
AMD1,1
OGFOD1,1
BCLAF1,1
DROSHA,1
POLR2B,1
GLIPR1,1
ZNF746,1
TRIM14,1
GPKOW,1
KPNA6,1
ATP2A3,1
GPR183,1
CNBP,1
R3HDM1,1
SH3BGRL,1
EIF3C,1
DNASE2,1
RRP1B,1
IFRD2,1
CIB1,1
IVD,1
GSTP1,1
GIT2,1
ASH1L,1
CEP63,1
NEK1,1
HMHA1,1
PSMD7,1
PAG1,1
XPR1,1
AURKAIP1,1
ATP5L,1
YAF2,1
ATP6V0C,1
MAP3K2,1
ANKRD10,1
HINFP,1
KIAA0922,1
IL6ST,1
BIN2,1
KCTD7,1
TMEM63A,1
SLC20A1,1
ATF4,1
RUNX1,1
NDUFB3,1
TNPO2,1
MGRN1,1
SURF4,1
PRRC2A,1
LCK,1
EIF4G3,1
UQCRC1,1
TMEM123,1
UNC13D,1
SNX2,1
BLOC1S6,1
CNST,1
ADSS,1
ISCU,1
TMC8,1
ASTE1,1
HLA-DMA,1
NCOR1,1
SSR4,1
SFSWAP,1
RASGEF1B,1
PSMG2,1
FUS,1
RORA,1
ARRB2,1
HSPH1,1
GTF3A,1
U2AF1,1
VPS26A,1
BRWD1,1
RQCD1,1
NDUFB9,1
PSTPIP1,1
SLFN13,1
HAVCR2,1
RAN,1
FAM134A,1
ASCC3,1
FAM188A,1
TRAFD1,1
PAIP2,1
PSMF1,1
SEC24C,1
SLC25A5,1
ARIH2,1
PPHLN1,1
CTSC,1
UBE2L6,1
CPT1A,1
IFI6,1
FYN,1
KLHL24,1
GPS2,1
IVNS1ABP,1
FAM102A,1
RC3H1,1
HLA-DQA2,1
KANSL2,1
CSNK1D,1
FAM129A,1
TMEM50B,1
RASSF5,1
CALCOCO1,1
NGLY1,1
PPP1R7,1
LILRB1,1
BABAM1,1
FYTTD1,1
EIF3H,1
CDK6,1
DDHD1,1
IMP4,1
NBPF9,1
MAP3K8,1
DNPEP,1
ZNF410,1
RUNX2,1
PRPF8,1
PRDX6,1
ASAP1,1
RASA2,1
BOLA1,1
RIF1,1
ELK1,1
STXBP2,1
PNN,1
SUB1,1
LTA4H,1
SRRM1,1
UBQLN1,1
SERINC3,1
UBE3C,1
QARS,1
TMOD3,1
BUB3,1
FAM65B,1
ABHD2,1
BPGM,1
TCP1,1
ANP32E,1
RDX,1
RP11-599B13.6,1
CAPZB,1
MTF2,1
PSME4,1
XRN2,1
SREBF2,1
C10orf32,1
ZNF91,1
UQCRH,1
C18orf25,1
ALKBH7,1
RBL2,1
CD69,1
AP2B1,1
NUPL1,1
TAMM41,1
MAN1A2,1
SMNDC1,1
HADHA,1
EIF4G2,1
DGCR8,1
NBAS,1
RAF1,1
SLC38A10,1
PITPNC1,1
TAF1D,1
PTP4A1,1
SMAP2,1
NOC2L,1
CCDC115,1
NDFIP1,1
EMC7,1
SLAMF1,1
CHMP7,1
RBM8A,1
GDI2,1
ST6GAL1,1
DUSP10,1
LAMA5,1
OBFC1,1
XRN1,1
OPTN,1
GZMB,1
SLC25A37,1
LRPAP1,1
PHF12,1
SKAP1,1
LYPLA1,1
RNF19A,1
PSMA6,1
RCOR3,1
EWSR1,1
EXOC4,1
AP1G1,1
RBCK1,1
ZMAT5,1
ANAPC11,1
ILF2,1
NUMA1,1
MFN2,1
SLMO2,1
ATG13,1
PNRC2,1
TXNIP,1
COX14,1
SEC61B,1
CCT6A,1
SNX1,1
TMEM258,1
APEX1,1
ANXA7,1
C19orf43,1
SEC61G,1
ARF1,1
YPEL5,1
RBM23,1
USF2,1
LRRC37A3,1
HSPA8,1
GOLGB1,1
ARSA,1
LGALS8,1
OS9,1
RSRC1,1
FCRL3,1
PEA15,1
DNAJC16,1
TUBB6,1
CCNK,1
DDX27,1
PRR5L,1
SYTL3,1
PSMA5,1
CASP10,1
SPON2,1
COPS6,1
CD300A,1
SNX13,1
UBE2H,1
WBSCR22,1
CSNK2B,1
TARDBP,1
IKBKE,1
ATG3,1
C6orf48,1
PI4KA,1
C16orf72,1
GLUD1,1
GHITM,1
UCKL1,1
TIMM10,1
SRSF10,1
BBX,1
NOTCH2NL,1
PAK2,1
ID2,1
CD52,1
VOPP1,1
RP11-166B2.1,1
HSBP1,1
TC2N,1
HYPK,1
RAB8A,1
TRAPPC9,1
CLK1,1
PPP1R21,1
EVI2B,1
PSMB4,1
BACH1,1
NABP1,1
PSKH1,1
RSBN1,1
VCP,1
PIP4K2C,1
TXLNA,1
LASP1,1
ROCK1,1
ELF1,1
ARHGDIA,1
DCTN3,1
TMEM43,1
STRIP1,1
ACBD6,1
ABCE1,1
CMTM6,1
DEF6,1
ICAM3,1
EEF1D,1
IDH3B,1
LMAN1,1
TRIM13,1
CCNH,1
FAM115C,1
TRAPPC12,1
GABARAPL2,1
GPSM3,1
RALY,1
SELK,1
FAM222B,1
ATP5B,1
AQP9,1
SELT,1
OSTF1,1
ZNF808,1
ANKHD1,1
PPID,1
MED23,1
PARK7,1
POLR1D,1
CD2BP2,1
DYRK1A,1
FERMT3,1
ZAP70,1
SUPT6H,1
H3F3A,1
NBPF14,1
RAB27A,1
SYVN1,1
SLC9A3R1,1
IAH1,1
COX16,1
PPM1K,1
PRKCQ,1
DYRK2,1
DCXR,1
ZBTB7A,1
CD96,1
AFG3L2,1
CHD7,1
MDM4,1
CTSB,1
SRSF11,1
CSDE1,1
POLR2J3,1
ZEB1,1
PPP1R15B,1
ATP5A1,1
PLEKHA2,1
TNK2,1
A2M,1
MCCC2,1
KDM5A,1
PTMA,1
RNF168,1
MAP4,1
SNAP23,1
ENSA,1
CYTIP,1
FBL,1
MYSM1,1
HN1,1
PCMTD2,1
TARSL2,1
C1GALT1,1
PPCS,1
N4BP2L1,1
VMP1,1
TMEM11,1
PRNP,1
RASSF1,1
HLA-DQB1,1
FKBP5,1
SFI1,1
UPK3BL,1
NCOA4,1
SNRPN,1
IL15RA,1
FAIM3,1
CHP1,1
HIATL1,1
C18orf8,1
FMNL3,1
SUMO1,1
CD3D,1
SMARCE1,1
NAP1L4,1
STK38,1
CD5,1
RGPD8,1
ANKRD36C,1
ANP32B,1
ATP2B4,1
YWHAZ,1
C8orf76,1
GMFG,1
LY6E,1
CHCHD3,1
FMNL1,1
PAFAH1B2,1
NT5C3A,1
TBRG1,1
MAPK8IP3,1
PSMC3,1
DDX39B,1
PSMC6,1
ARPC5,1
HNRNPUL1,1
PRDX5,1
SGK1,1
CAST,1
PPP2R4,1
CCDC88C,1
C1QBP,1
RAB30,1
ITGB1,1
YEATS2,1
SNRPB,1
ERICH1,1
GTDC1,1
LILRB4,1
ARF4,1
SMEK2,1
NPIPA1,1
MYL12B,1
EIF4E2,1
QRICH1,1
ERGIC3,1
CLEC2D,1
PPIE,1
PTOV1,1
LRRC37A2,1
CBFB,1
VWA8,1
CSNK2A2,1
ELL2,1
SAMSN1,1
TTN,1
ANKRD13C,1
ENTPD4,1
TMPO,1
STRADA,1
KRAS,1
PER1,1
CBX6,1
GZMK,1
IFI44L,1
NBPF10,1
TCF3,1
HM13,1
DGUOK,1
UGP2,1
AMICA1,1
CD40,1
ATP2B1,1
HPS1,1
APOA1BP,1
EIF2S2,1
LYST,1
NDUFA11,1
EP300,1
COG4,1
LAPTM5,1
EIF3L,1
TBL1XR1,1
NEMF,1
CHD1,1
NUFIP2,1
LMAN2,1
HIPK1,1
PAPD5,1
C21orf33,1
MED10,1
ATG2B,1
SUMO2,1
SPRYD3,1
RBM4B,1
HUWE1,1
SLC35F2,1
NACA,1
AGTRAP,1
LSP1,1
NLRC5,1
SCYL1,1
HNRNPH1,1
ARFGEF1,1
DNAJC4,1
KIAA1143,1
FUBP1,1
OVCA2,1
DDX24,1
TNIP1,1
CAPN2,1
ZNF655,1
PTP4A2,1
STIP1,1
EXOSC10,1
RNF166,1
NAMPT,1
ADAM8,1
DRAP1,1
GNL1,1
GPCPD1,1
RSRC2,1
MIDN,1
CD97,1
FBXO34,1
CTD-2370N5.3,1
BTF3L4,1
STAT5B,1
MCTP2,1
TRA2B,1
SPTAN1,1
ASCC1,1
UHMK1,1
BAZ2B,1
NHLRC2,1
UBA5,1
NKG7,1
MPRIP,1
TLK1,1
RCSD1,1
NPAT,1
ZC3H4,1
USP36,1
PRKAR1A,1
RBX1,1
C11orf58,1
SMPD4,1
BCAS4,1
RNF13,1
CBX7,1
COG3,1
GLS,1
TMEM33,1
HNRNPA1L2,1
RIN3,1
TSPYL2,1
TSEN54,1
CD164,1
TRPM7,1
UROS,1
DHPS,1
MPZL3,1
GALT,1
CD99,1
ATG12,1
FAM53B,1
CARHSP1,1
METTL14,1
KCNAB2,1
DYM,1
NT5C2,1
PIM2,1
PSMD13,1
LAP3,1
CHTOP,1
RICTOR,1
SBF1,1
PPP3CA,1
NIPBL,1
RAP2B,1
DYNLT1,1
MOB3A,1
WDR83OS,1
DNAJB9,1
ZNF24,1
IL10RB,1
TMSB4X,1
TVP23B,1
TRIM59,1
IFITM3,1
DEDD2,1
PABPC4,1
SLC16A3,1
MECP2,1
TRAF5,1
SLC3A2,1
OAZ1,1
KCTD10,1
SCAMP2,1
CERKL,1
TGOLN2,1
ZCCHC6,1
CASC3,1
IARS2,1
ORC2,1
PAPOLA,1
ARHGAP30,1
AIMP1,1
DDX6,1
C1orf63,1
SMURF2,1
KDM4C,1
U2SURP,1
TRRAP,1
EIF6,1
CASP4,1
APOBEC3D,1
EXOSC9,1
USP48,1
MTHFD2,1
XBP1,1
JUNB,1
MMADHC,1
SLX1A,1
TBC1D10C,1
STAT2,1
ARF6,1
CALM3,1
CCDC93,1
ALOX5AP,1
GUSB,1
SPG7,1
PABPC3,1
DNM2,1
CD6,1
UQCRFS1,1
FAM107B,1
MDH1,1
AC138969.4,1
TTC19,1
NUBP2,1
CD19,1
HSPBAP1,1
BNIP2,1
HNRNPU,1
SATB1,1
WDR74,1
SNRNP200,1
MYD88,1
GTF2IRD2B,1
SKIL,1
MRFAP1L1,1
ABHD13,1
OAS2,1
GIMAP5,1
CCDC84,1
EIF3M,1
YWHAE,1
JUND,1
TNKS2,1
GDI1,1
BBIP1,1
ARID2,1
TCF7,1
GIGYF2,1
ARPC3,1
PEBP1,1
MYH9,1
KAT6A,1
NASP,1
RELA,1
UBE2V1,1
FAM208A,1
FBXO21,1
CKLF,1
GLYCTK,1
ATP5I,1
SREK1,1
TOX,1
RBM17,1
KIDINS220,1
CSTB,1
RNASEK-C17orf49,1
NDUFA5,1
PUF60,1
ZBTB43,1
RIT1,1
RBBP4,1
PRDX2,1
ETNK1,1
EIF2S3,1
SCAND1,1
GLG1,1
GRB2,1
CASP2,1
USP34,1
SCAF11,1
DPP7,1
SDHD,1
ISG20,1
YY1,1
ANKLE2,1
PCBP2,1
POM121,1
TCEB1,1
AMPD2,1
ACAP1,1
EIF3F,1
SET,1
LRRC37A,1
ADAM17,1
IQGAP2,1
MYCBP2,1
LUC7L3,1
SUV420H2,1
SDHA,1
SOD2,1
PLRG1,1
PRMT1,1
BTBD9,1
HKR1,1
TNFAIP8,1
PARP4,1
EIF1B,1
OCIAD1,1
NAGA,1
PRDM1,1
RBM25,1
ACTG1,1
HDAC2,1
CD53,1
C4orf27,1
IKBKB,1
VPS35,1
NUP62,1
GOLGA4,1
H2AFZ,1
EXOSC3,1
CBWD2,1
ZNF611,1
FAU,1
PLEK,1
ZFC3H1,1
CTSD,1
PKN2,1
PDCD5,1
CFLAR,1
SAMD8,1
PHACTR1,1
SH2D3C,1
MSI2,1
RRAGC,1
TPM4,1
CDK17,1
PSME1,1
SRSF4,1
LRCH3,1
CD3G,1
TOR1AIP2,1
SMARCC2,1
PDCD10,1
KIAA0247,1
ASXL2,1
CCNDBP1,1
SUGP1,1
CCAR1,1
AFMID,1
STRN3,1
ESD,1
THRAP3,1
GNB5,1
EIF2S1,1
SSH2,1
UPF3A,1
IL27RA,1
RHOA,1
EID1,1
MAZ,1
ITGB1BP1,1
CHKB,1
ZC3H12A,1
ZNF764,1
COMMD7,1
MST4,1
CHCHD2,1
SRSF2,1
ZNF33A,1
UBXN1,1
PPP6R2,1
TSPYL1,1
PIEZO1,1
PRPF40A,1
FKBP1A,1
TRAF7,1
DNAJA2,1
AGO3,1
SUPV3L1,1
RPRD2,1
PHF20,1
MPDU1,1
VDAC1,1
MYO1F,1
TMEM59,1
KLHL18,1
MALSU1,1
LDLRAD4,1
KLRK1,1
CDC37,1
WASH4P,1
TES,1
CCDC97,1
NME1-NME2,1
ZNF131,1
CDK2AP2,1
IFNG,1
C19orf25,1
CHMP1B,1
DSTN,1
ABCF2,1
SMU1,1
TRGC1,1
RBM12,1
REV1,1
SLK,1
FAM208B,1
PARP1,1
POU2F2,1
TAPBP,1
TMEM106C,1
LY6G5B,0
TP53I11,0
UTP23,0
MED22,0
SRBD1,0
EAF1,0
CEP57L1,0
FOXJ3,0
TMEM201,0
PTAFR,0
SMIM19,0
UBB,0
TCEANC2,0
VIPAS39,0
CPSF7,0
IRF2,0
SHARPIN,0
GSPT1,0
CXorf57,0
SLC2A14,0
GTF3C5,0
FIP1L1,0
GTF2A1,0
AGK,0
ZNF595,0
SNX8,0
CCT5,0
ADH5,0
CEP128,0
MYO9A,0
TMEM19,0
MICB,0
MSH6,0
C5orf15,0
HDAC6,0
SLC35E1,0
SPIDR,0
HRH2,0
ALG11,0
ZNF273,0
SH3GL1,0
PHEX,0
PCNA,0
VPS37C,0
ZCCHC8,0
TMEM260,0
ITGA2,0
CLK4,0
ZNF821,0
C9orf16,0
LRP1,0
GPR137,0
C20orf196,0
EPB41L5,0
UPF1,0
METTL18,0
ZNF10,0
SF3B4,0
CAMKMT,0
FKBP15,0
CR2,0
CBL,0
YTHDC1,0
DLD,0
ST3GAL4,0
HNRNPLL,0
CRNKL1,0
BACE1,0
LUC7L,0
POLE3,0
ZYG11B,0
NDRG2,0
C2CD2L,0
RBBP5,0
ESCO2,0
ACADSB,0
PRRG4,0
ACSL5,0
RBAK,0
TBC1D7,0
PRDX4,0
NFKBIZ,0
CTDSP1,0
TGFBR3,0
LILRA2,0
DNAJC25,0
COX7C,0
DEGS1,0
SPHK1,0
LRRC7,0
BDH1,0
GAS6,0
ZUFSP,0
MAP2K7,0
PHACTR2,0
CRTC3,0
VASP,0
TRBV19,0
TNFSF13B,0
ARL4A,0
SLC18A2,0
RNF2,0
PARP12,0
NUDT17,0
TIMP2,0
MBIP,0
VMA21,0
HIST2H4B,0
SUPT4H1,0
RPA3-AS1,0
LYN,0
CLN8,0
C1orf50,0
GNA13,0
TMEM261,0
AQR,0
ACAT2,0
LILRB2,0
RPAIN,0
XRCC1,0
ZNF543,0
WASL,0
OSTC,0
ACAD11,0
TTLL3,0
TMEM68,0
PMVK,0
QSER1,0
COL4A3BP,0
SNED1,0
ZFP30,0
GMNN,0
SART3,0
MS4A1,0
COX15,0
KLHDC3,0
ACAT1,0
RRAS2,0
PISD,0
WBP11,0
KAT6B,0
ZNF562,0
SLC26A6,0
FBXO8,0
FAM96A,0
STK36,0
KAT5,0
NOD1,0
SARNP,0
ZBP1,0
INPP5F,0
DDA1,0
CREG1,0
CARD16,0
FAM122C,0
MEN1,0
TNF,0
PARP16,0
COG8,0
CISD3,0
DIP2B,0
COX6A1P2,0
NELFE,0
ZNF559,0
GRHPR,0
REPIN1,0
AP2S1,0
PSMG4,0
SUSD1,0
WDR73,0
CDADC1,0
FCGR2C,0
SMEK1,0
RIPK2,0
CTD-2369P2.12,0
MED11,0
ANO9,0
AGPS,0
PPP2R1B,0
CDCA4,0
RP11-1035H13.3,0
TSN,0
CDC16,0
EXOC1,0
CHN2,0
UBE2D1,0
KCTD13,0
EIF3B,0
ZNF383,0
RBM26,0
POLR1C,0
ZNF2,0
AC018867.2,0
HMGB2,0
ARHGAP21,0
DNAJC7,0
DHODH,0
LIG4,0
RECQL5,0
HDDC3,0
ZNF76,0
TBL3,0
MAN2A1,0
C11orf73,0
FSCN1,0
LGALS3BP,0
MBOAT7,0
SDF2L1,0
DUSP22,0
CNNM4,0
ERC1,0
RAB43,0
LZTFL1,0
DGKD,0
ZRSR2,0
UBE2M,0
CDKN2AIPNL,0
KIAA2026,0
PAM,0
BCOR,0
KIAA1919,0
LOXL3,0
C9orf38,0
ATXN10,0
CDC45,0
PSMG1,0
TEX10,0
LETMD1,0
MICU2,0
CD151,0
NBPF15,0
PDSS1,0
NTRK1,0
ZNF780B,0
RP11-321N4.5,0
WDR34,0
ZNF714,0
RNF25,0
PQLC3,0
CAMK1D,0
TMEM120A,0
SIGMAR1,0
ZNF224,0
SLC38A7,0
TXK,0
KDELC2,0
E2F5,0
ATG4D,0
RAD54L,0
PUSL1,0
CHML,0
CYB5B,0
CCDC53,0
SASS6,0
DENND6B,0
POLG2,0
NBEAL2,0
MCOLN2,0
XRCC6BP1,0
MTERFD3,0
DFNB31,0
DERA,0
SYNE1,0
EFR3A,0
MYBL1,0
TSPAN2,0
ZNF880,0
FAM114A2,0
SUPT3H,0
SLC23A1,0
ATMIN,0
PPAN,0
NOP16,0
SEPHS2,0
STX16-NPEPL1,0
ADORA2A,0
PHYH,0
ANGEL2,0
FECH,0
THBD,0
GBAS,0
DHX29,0
LEPROTL1,0
EME2,0
CTC-349C3.1,0
